config,family,k_mode,K,shape,beta,dead_zone,floor,ceiling,sat_A,games,brier,log_loss,accuracy
linear_b1_dz0.01_f0.70-c1.75|norm,Bounded SRDiff,normalized,78.99,linear,1,0.01,0.7,1.75,,11426,0.187876,0.55243,0.70873
linear_b1_dz0.01_f0.70-c1.75|fixed,Bounded SRDiff,fixed,35,linear,1,0.01,0.7,1.75,,11426,0.192764,0.566948,0.70051
linear_b1_dz0.01_f0.70-c2.00|norm,Bounded SRDiff,normalized,78.99,linear,1,0.01,0.7,2.0,,11426,0.187876,0.55243,0.70873
linear_b1_dz0.01_f0.70-c2.00|fixed,Bounded SRDiff,fixed,35,linear,1,0.01,0.7,2.0,,11426,0.192764,0.566948,0.70051
linear_b1_dz0.01_f0.70-c2.25|norm,Bounded SRDiff,normalized,78.99,linear,1,0.01,0.7,2.25,,11426,0.187876,0.55243,0.70873
linear_b1_dz0.01_f0.70-c2.25|fixed,Bounded SRDiff,fixed,35,linear,1,0.01,0.7,2.25,,11426,0.192764,0.566948,0.70051
linear_b1_dz0.01_f0.70-c2.50|norm,Bounded SRDiff,normalized,78.99,linear,1,0.01,0.7,2.5,,11426,0.187876,0.55243,0.70873
linear_b1_dz0.01_f0.70-c2.50|fixed,Bounded SRDiff,fixed,35,linear,1,0.01,0.7,2.5,,11426,0.192764,0.566948,0.70051
linear_b1_dz0.01_f0.75-c1.50|norm,Bounded SRDiff,normalized,78.997,linear,1,0.01,0.75,1.5,,11426,0.187877,0.552432,0.70873
linear_b1_dz0.01_f0.75-c1.50|fixed,Bounded SRDiff,fixed,35,linear,1,0.01,0.75,1.5,,11426,0.192766,0.566952,0.70068
linear_b1_dz0.01_f0.75-c1.75|norm,Bounded SRDiff,normalized,78.99,linear,1,0.01,0.75,1.75,,11426,0.187876,0.55243,0.70873
linear_b1_dz0.01_f0.75-c1.75|fixed,Bounded SRDiff,fixed,35,linear,1,0.01,0.75,1.75,,11426,0.192764,0.566947,0.7006
linear_b1_dz0.01_f0.75-c2.00|norm,Bounded SRDiff,normalized,78.99,linear,1,0.01,0.75,2.0,,11426,0.187876,0.55243,0.70873
linear_b1_dz0.01_f0.75-c2.00|fixed,Bounded SRDiff,fixed,35,linear,1,0.01,0.75,2.0,,11426,0.192764,0.566947,0.7006
linear_b1_dz0.01_f0.75-c2.25|norm,Bounded SRDiff,normalized,78.99,linear,1,0.01,0.75,2.25,,11426,0.187876,0.55243,0.70873
linear_b1_dz0.01_f0.75-c2.25|fixed,Bounded SRDiff,fixed,35,linear,1,0.01,0.75,2.25,,11426,0.192764,0.566947,0.7006
linear_b1_dz0.01_f0.75-c2.50|norm,Bounded SRDiff,normalized,78.99,linear,1,0.01,0.75,2.5,,11426,0.187876,0.55243,0.70873
linear_b1_dz0.01_f0.75-c2.50|fixed,Bounded SRDiff,fixed,35,linear,1,0.01,0.75,2.5,,11426,0.192764,0.566947,0.7006
linear_b1_dz0.02_f0.50-c1.50|norm,Bounded SRDiff,normalized,79.318,linear,1,0.02,0.5,1.5,,11426,0.187962,0.552639,0.7083
linear_b1_dz0.02_f0.50-c1.50|fixed,Bounded SRDiff,fixed,35,linear,1,0.02,0.5,1.5,,11426,0.192881,0.567247,0.70077
linear_b1_dz0.02_f0.50-c1.75|norm,Bounded SRDiff,normalized,79.312,linear,1,0.02,0.5,1.75,,11426,0.187961,0.552637,0.7083
linear_b1_dz0.02_f0.50-c1.75|fixed,Bounded SRDiff,fixed,35,linear,1,0.02,0.5,1.75,,11426,0.192879,0.567242,0.70077
linear_b1_dz0.02_f0.50-c2.00|norm,Bounded SRDiff,normalized,79.312,linear,1,0.02,0.5,2.0,,11426,0.187961,0.552637,0.7083
linear_b1_dz0.02_f0.50-c2.00|fixed,Bounded SRDiff,fixed,35,linear,1,0.02,0.5,2.0,,11426,0.192879,0.567242,0.70077
linear_b1_dz0.02_f0.50-c2.25|norm,Bounded SRDiff,normalized,79.312,linear,1,0.02,0.5,2.25,,11426,0.187961,0.552637,0.7083
linear_b1_dz0.02_f0.50-c2.25|fixed,Bounded SRDiff,fixed,35,linear,1,0.02,0.5,2.25,,11426,0.192879,0.567242,0.70077
linear_b1_dz0.02_f0.50-c2.50|norm,Bounded SRDiff,normalized,79.312,linear,1,0.02,0.5,2.5,,11426,0.187961,0.552637,0.7083
linear_b1_dz0.02_f0.50-c2.50|fixed,Bounded SRDiff,fixed,35,linear,1,0.02,0.5,2.5,,11426,0.192879,0.567242,0.70077
linear_b1_dz0.02_f0.60-c1.50|norm,Bounded SRDiff,normalized,79.318,linear,1,0.02,0.6,1.5,,11426,0.187961,0.552638,0.7083
linear_b1_dz0.02_f0.60-c1.50|fixed,Bounded SRDiff,fixed,35,linear,1,0.02,0.6,1.5,,11426,0.19288,0.567245,0.70077
linear_b1_dz0.02_f0.60-c1.75|norm,Bounded SRDiff,normalized,79.312,linear,1,0.02,0.6,1.75,,11426,0.18796,0.552635,0.7083
linear_b1_dz0.02_f0.60-c1.75|fixed,Bounded SRDiff,fixed,35,linear,1,0.02,0.6,1.75,,11426,0.192878,0.567241,0.70077
linear_b1_dz0.02_f0.60-c2.00|norm,Bounded SRDiff,normalized,79.312,linear,1,0.02,0.6,2.0,,11426,0.18796,0.552635,0.7083
linear_b1_dz0.02_f0.60-c2.00|fixed,Bounded SRDiff,fixed,35,linear,1,0.02,0.6,2.0,,11426,0.192878,0.567241,0.70077
linear_b1_dz0.02_f0.60-c2.25|norm,Bounded SRDiff,normalized,79.312,linear,1,0.02,0.6,2.25,,11426,0.18796,0.552635,0.7083
linear_b1_dz0.02_f0.60-c2.25|fixed,Bounded SRDiff,fixed,35,linear,1,0.02,0.6,2.25,,11426,0.192878,0.567241,0.70077
linear_b1_dz0.02_f0.60-c2.50|norm,Bounded SRDiff,normalized,79.312,linear,1,0.02,0.6,2.5,,11426,0.18796,0.552635,0.7083
linear_b1_dz0.02_f0.60-c2.50|fixed,Bounded SRDiff,fixed,35,linear,1,0.02,0.6,2.5,,11426,0.192878,0.567241,0.70077
linear_b1_dz0.02_f0.70-c1.50|norm,Bounded SRDiff,normalized,79.318,linear,1,0.02,0.7,1.5,,11426,0.18796,0.552636,0.70821
linear_b1_dz0.02_f0.70-c1.50|fixed,Bounded SRDiff,fixed,35,linear,1,0.02,0.7,1.5,,11426,0.192879,0.567244,0.70077
linear_b1_dz0.02_f0.70-c1.75|norm,Bounded SRDiff,normalized,79.312,linear,1,0.02,0.7,1.75,,11426,0.18796,0.552634,0.70821
linear_b1_dz0.02_f0.70-c1.75|fixed,Bounded SRDiff,fixed,35,linear,1,0.02,0.7,1.75,,11426,0.192878,0.567239,0.70077
linear_b1_dz0.02_f0.70-c2.00|norm,Bounded SRDiff,normalized,79.312,linear,1,0.02,0.7,2.0,,11426,0.18796,0.552634,0.70821
linear_b1_dz0.02_f0.70-c2.00|fixed,Bounded SRDiff,fixed,35,linear,1,0.02,0.7,2.0,,11426,0.192878,0.567239,0.70077
linear_b1_dz0.02_f0.70-c2.25|norm,Bounded SRDiff,normalized,79.312,linear,1,0.02,0.7,2.25,,11426,0.18796,0.552634,0.70821
linear_b1_dz0.02_f0.70-c2.25|fixed,Bounded SRDiff,fixed,35,linear,1,0.02,0.7,2.25,,11426,0.192878,0.567239,0.70077
linear_b1_dz0.02_f0.70-c2.50|norm,Bounded SRDiff,normalized,79.312,linear,1,0.02,0.7,2.5,,11426,0.18796,0.552634,0.70821
linear_b1_dz0.02_f0.70-c2.50|fixed,Bounded SRDiff,fixed,35,linear,1,0.02,0.7,2.5,,11426,0.192878,0.567239,0.70077
linear_b1_dz0.02_f0.75-c1.50|norm,Bounded SRDiff,normalized,79.318,linear,1,0.02,0.75,1.5,,11426,0.18796,0.552636,0.70821
linear_b1_dz0.02_f0.75-c1.50|fixed,Bounded SRDiff,fixed,35,linear,1,0.02,0.75,1.5,,11426,0.192879,0.567243,0.70077
linear_b1_dz0.02_f0.75-c1.75|norm,Bounded SRDiff,normalized,79.312,linear,1,0.02,0.75,1.75,,11426,0.187959,0.552633,0.70821
linear_b1_dz0.02_f0.75-c1.75|fixed,Bounded SRDiff,fixed,35,linear,1,0.02,0.75,1.75,,11426,0.192877,0.567239,0.70077
linear_b1_dz0.02_f0.75-c2.00|norm,Bounded SRDiff,normalized,79.312,linear,1,0.02,0.75,2.0,,11426,0.187959,0.552633,0.70821
linear_b1_dz0.02_f0.75-c2.00|fixed,Bounded SRDiff,fixed,35,linear,1,0.02,0.75,2.0,,11426,0.192877,0.567239,0.70077
linear_b1_dz0.02_f0.75-c2.25|norm,Bounded SRDiff,normalized,79.312,linear,1,0.02,0.75,2.25,,11426,0.187959,0.552633,0.70821
linear_b1_dz0.02_f0.75-c2.25|fixed,Bounded SRDiff,fixed,35,linear,1,0.02,0.75,2.25,,11426,0.192877,0.567239,0.70077
linear_b1_dz0.02_f0.75-c2.50|norm,Bounded SRDiff,normalized,79.312,linear,1,0.02,0.75,2.5,,11426,0.187959,0.552633,0.70821
linear_b1_dz0.02_f0.75-c2.50|fixed,Bounded SRDiff,fixed,35,linear,1,0.02,0.75,2.5,,11426,0.192877,0.567239,0.70077
linear_b1_dz0.03_f0.50-c1.50|norm,Bounded SRDiff,normalized,79.635,linear,1,0.03,0.5,1.5,,11426,0.188046,0.552845,0.70803
linear_b1_dz0.03_f0.50-c1.50|fixed,Bounded SRDiff,fixed,35,linear,1,0.03,0.5,1.5,,11426,0.192994,0.567537,0.70042
linear_b1_dz0.03_f0.50-c1.75|norm,Bounded SRDiff,normalized,79.63,linear,1,0.03,0.5,1.75,,11426,0.188046,0.552843,0.70803
linear_b1_dz0.03_f0.50-c1.75|fixed,Bounded SRDiff,fixed,35,linear,1,0.03,0.5,1.75,,11426,0.192992,0.567533,0.70042
linear_b1_dz0.03_f0.50-c2.00|norm,Bounded SRDiff,normalized,79.63,linear,1,0.03,0.5,2.0,,11426,0.188046,0.552843,0.70803
linear_b1_dz0.03_f0.50-c2.00|fixed,Bounded SRDiff,fixed,35,linear,1,0.03,0.5,2.0,,11426,0.192992,0.567533,0.70042
linear_b1_dz0.03_f0.50-c2.25|norm,Bounded SRDiff,normalized,79.63,linear,1,0.03,0.5,2.25,,11426,0.188046,0.552843,0.70803
linear_b1_dz0.03_f0.50-c2.25|fixed,Bounded SRDiff,fixed,35,linear,1,0.03,0.5,2.25,,11426,0.192992,0.567533,0.70042
linear_b1_dz0.03_f0.50-c2.50|norm,Bounded SRDiff,normalized,79.63,linear,1,0.03,0.5,2.5,,11426,0.188046,0.552843,0.70803
linear_b1_dz0.03_f0.50-c2.50|fixed,Bounded SRDiff,fixed,35,linear,1,0.03,0.5,2.5,,11426,0.192992,0.567533,0.70042
linear_b1_dz0.03_f0.60-c1.50|norm,Bounded SRDiff,normalized,79.635,linear,1,0.03,0.6,1.5,,11426,0.188045,0.552843,0.70803
linear_b1_dz0.03_f0.60-c1.50|fixed,Bounded SRDiff,fixed,35,linear,1,0.03,0.6,1.5,,11426,0.192993,0.567536,0.70042
linear_b1_dz0.03_f0.60-c1.75|norm,Bounded SRDiff,normalized,79.63,linear,1,0.03,0.6,1.75,,11426,0.188045,0.552841,0.70812
linear_b1_dz0.03_f0.60-c1.75|fixed,Bounded SRDiff,fixed,35,linear,1,0.03,0.6,1.75,,11426,0.192992,0.567532,0.70042
linear_b1_dz0.03_f0.60-c2.00|norm,Bounded SRDiff,normalized,79.63,linear,1,0.03,0.6,2.0,,11426,0.188045,0.552841,0.70812
linear_b1_dz0.03_f0.60-c2.00|fixed,Bounded SRDiff,fixed,35,linear,1,0.03,0.6,2.0,,11426,0.192992,0.567532,0.70042
linear_b1_dz0.03_f0.60-c2.25|norm,Bounded SRDiff,normalized,79.63,linear,1,0.03,0.6,2.25,,11426,0.188045,0.552841,0.70812
linear_b1_dz0.03_f0.60-c2.25|fixed,Bounded SRDiff,fixed,35,linear,1,0.03,0.6,2.25,,11426,0.192992,0.567532,0.70042
linear_b1_dz0.03_f0.60-c2.50|norm,Bounded SRDiff,normalized,79.63,linear,1,0.03,0.6,2.5,,11426,0.188045,0.552841,0.70812
linear_b1_dz0.03_f0.60-c2.50|fixed,Bounded SRDiff,fixed,35,linear,1,0.03,0.6,2.5,,11426,0.192992,0.567532,0.70042
linear_b1_dz0.03_f0.70-c1.50|norm,Bounded SRDiff,normalized,79.635,linear,1,0.03,0.7,1.5,,11426,0.188045,0.552841,0.70812
linear_b1_dz0.03_f0.70-c1.50|fixed,Bounded SRDiff,fixed,35,linear,1,0.03,0.7,1.5,,11426,0.192993,0.567535,0.70042
linear_b1_dz0.03_f0.70-c1.75|norm,Bounded SRDiff,normalized,79.63,linear,1,0.03,0.7,1.75,,11426,0.188044,0.552839,0.70812
linear_b1_dz0.03_f0.70-c1.75|fixed,Bounded SRDiff,fixed,35,linear,1,0.03,0.7,1.75,,11426,0.192991,0.56753,0.70042
linear_b1_dz0.03_f0.70-c2.00|norm,Bounded SRDiff,normalized,79.63,linear,1,0.03,0.7,2.0,,11426,0.188044,0.552839,0.70812
linear_b1_dz0.03_f0.70-c2.00|fixed,Bounded SRDiff,fixed,35,linear,1,0.03,0.7,2.0,,11426,0.192991,0.56753,0.70042
linear_b1_dz0.03_f0.70-c2.25|norm,Bounded SRDiff,normalized,79.63,linear,1,0.03,0.7,2.25,,11426,0.188044,0.552839,0.70812
linear_b1_dz0.03_f0.70-c2.25|fixed,Bounded SRDiff,fixed,35,linear,1,0.03,0.7,2.25,,11426,0.192991,0.56753,0.70042
linear_b1_dz0.03_f0.70-c2.50|norm,Bounded SRDiff,normalized,79.63,linear,1,0.03,0.7,2.5,,11426,0.188044,0.552839,0.70812
linear_b1_dz0.03_f0.70-c2.50|fixed,Bounded SRDiff,fixed,35,linear,1,0.03,0.7,2.5,,11426,0.192991,0.56753,0.70042
linear_b1_dz0.03_f0.75-c1.50|norm,Bounded SRDiff,normalized,79.635,linear,1,0.03,0.75,1.5,,11426,0.188044,0.552841,0.70803
linear_b1_dz0.03_f0.75-c1.50|fixed,Bounded SRDiff,fixed,35,linear,1,0.03,0.75,1.5,,11426,0.192992,0.567534,0.70042
linear_b1_dz0.03_f0.75-c1.75|norm,Bounded SRDiff,normalized,79.63,linear,1,0.03,0.75,1.75,,11426,0.188044,0.552839,0.70803
linear_b1_dz0.03_f0.75-c1.75|fixed,Bounded SRDiff,fixed,35,linear,1,0.03,0.75,1.75,,11426,0.192991,0.56753,0.70042
linear_b1_dz0.03_f0.75-c2.00|norm,Bounded SRDiff,normalized,79.63,linear,1,0.03,0.75,2.0,,11426,0.188044,0.552839,0.70803
linear_b1_dz0.03_f0.75-c2.00|fixed,Bounded SRDiff,fixed,35,linear,1,0.03,0.75,2.0,,11426,0.192991,0.56753,0.70042
linear_b1_dz0.03_f0.75-c2.25|norm,Bounded SRDiff,normalized,79.63,linear,1,0.03,0.75,2.25,,11426,0.188044,0.552839,0.70803
linear_b1_dz0.03_f0.75-c2.25|fixed,Bounded SRDiff,fixed,35,linear,1,0.03,0.75,2.25,,11426,0.192991,0.56753,0.70042
linear_b1_dz0.03_f0.75-c2.50|norm,Bounded SRDiff,normalized,79.63,linear,1,0.03,0.75,2.5,,11426,0.188044,0.552839,0.70803
linear_b1_dz0.03_f0.75-c2.50|fixed,Bounded SRDiff,fixed,35,linear,1,0.03,0.75,2.5,,11426,0.192991,0.56753,0.70042
linear_b1_dz0.04_f0.50-c1.50|norm,Bounded SRDiff,normalized,79.949,linear,1,0.04,0.5,1.5,,11426,0.188128,0.553045,0.70803
linear_b1_dz0.04_f0.50-c1.50|fixed,Bounded SRDiff,fixed,35,linear,1,0.04,0.5,1.5,,11426,0.193104,0.56782,0.70007
linear_b1_dz0.04_f0.50-c1.75|norm,Bounded SRDiff,normalized,79.946,linear,1,0.04,0.5,1.75,,11426,0.188128,0.553043,0.70803
linear_b1_dz0.04_f0.50-c1.75|fixed,Bounded SRDiff,fixed,35,linear,1,0.04,0.5,1.75,,11426,0.193103,0.567816,0.70007
linear_b1_dz0.04_f0.50-c2.00|norm,Bounded SRDiff,normalized,79.946,linear,1,0.04,0.5,2.0,,11426,0.188128,0.553043,0.70803
linear_b1_dz0.04_f0.50-c2.00|fixed,Bounded SRDiff,fixed,35,linear,1,0.04,0.5,2.0,,11426,0.193103,0.567816,0.70007
linear_b1_dz0.04_f0.50-c2.25|norm,Bounded SRDiff,normalized,79.946,linear,1,0.04,0.5,2.25,,11426,0.188128,0.553043,0.70803
linear_b1_dz0.04_f0.50-c2.25|fixed,Bounded SRDiff,fixed,35,linear,1,0.04,0.5,2.25,,11426,0.193103,0.567816,0.70007
linear_b1_dz0.04_f0.50-c2.50|norm,Bounded SRDiff,normalized,79.946,linear,1,0.04,0.5,2.5,,11426,0.188128,0.553043,0.70803
linear_b1_dz0.04_f0.50-c2.50|fixed,Bounded SRDiff,fixed,35,linear,1,0.04,0.5,2.5,,11426,0.193103,0.567816,0.70007
linear_b1_dz0.04_f0.60-c1.50|norm,Bounded SRDiff,normalized,79.949,linear,1,0.04,0.6,1.5,,11426,0.188128,0.553043,0.70803
linear_b1_dz0.04_f0.60-c1.50|fixed,Bounded SRDiff,fixed,35,linear,1,0.04,0.6,1.5,,11426,0.193104,0.567819,0.70007
linear_b1_dz0.04_f0.60-c1.75|norm,Bounded SRDiff,normalized,79.946,linear,1,0.04,0.6,1.75,,11426,0.188127,0.553041,0.70803
linear_b1_dz0.04_f0.60-c1.75|fixed,Bounded SRDiff,fixed,35,linear,1,0.04,0.6,1.75,,11426,0.193102,0.567815,0.70007
linear_b1_dz0.04_f0.60-c2.00|norm,Bounded SRDiff,normalized,79.946,linear,1,0.04,0.6,2.0,,11426,0.188127,0.553041,0.70803
linear_b1_dz0.04_f0.60-c2.00|fixed,Bounded SRDiff,fixed,35,linear,1,0.04,0.6,2.0,,11426,0.193102,0.567815,0.70007
linear_b1_dz0.04_f0.60-c2.25|norm,Bounded SRDiff,normalized,79.946,linear,1,0.04,0.6,2.25,,11426,0.188127,0.553041,0.70803
linear_b1_dz0.04_f0.60-c2.25|fixed,Bounded SRDiff,fixed,35,linear,1,0.04,0.6,2.25,,11426,0.193102,0.567815,0.70007
linear_b1_dz0.04_f0.60-c2.50|norm,Bounded SRDiff,normalized,79.946,linear,1,0.04,0.6,2.5,,11426,0.188127,0.553041,0.70803
linear_b1_dz0.04_f0.60-c2.50|fixed,Bounded SRDiff,fixed,35,linear,1,0.04,0.6,2.5,,11426,0.193102,0.567815,0.70007
linear_b1_dz0.04_f0.70-c1.50|norm,Bounded SRDiff,normalized,79.949,linear,1,0.04,0.7,1.5,,11426,0.188127,0.553041,0.70795
linear_b1_dz0.04_f0.70-c1.50|fixed,Bounded SRDiff,fixed,35,linear,1,0.04,0.7,1.5,,11426,0.193103,0.567818,0.70007
linear_b1_dz0.04_f0.70-c1.75|norm,Bounded SRDiff,normalized,79.946,linear,1,0.04,0.7,1.75,,11426,0.188126,0.553039,0.70795
linear_b1_dz0.04_f0.70-c1.75|fixed,Bounded SRDiff,fixed,35,linear,1,0.04,0.7,1.75,,11426,0.193101,0.567814,0.70007
linear_b1_dz0.04_f0.70-c2.00|norm,Bounded SRDiff,normalized,79.946,linear,1,0.04,0.7,2.0,,11426,0.188126,0.553039,0.70795
linear_b1_dz0.04_f0.70-c2.00|fixed,Bounded SRDiff,fixed,35,linear,1,0.04,0.7,2.0,,11426,0.193101,0.567814,0.70007
linear_b1_dz0.04_f0.70-c2.25|norm,Bounded SRDiff,normalized,79.946,linear,1,0.04,0.7,2.25,,11426,0.188126,0.553039,0.70795
linear_b1_dz0.04_f0.70-c2.25|fixed,Bounded SRDiff,fixed,35,linear,1,0.04,0.7,2.25,,11426,0.193101,0.567814,0.70007
linear_b1_dz0.04_f0.70-c2.50|norm,Bounded SRDiff,normalized,79.946,linear,1,0.04,0.7,2.5,,11426,0.188126,0.553039,0.70795
linear_b1_dz0.04_f0.70-c2.50|fixed,Bounded SRDiff,fixed,35,linear,1,0.04,0.7,2.5,,11426,0.193101,0.567814,0.70007
linear_b1_dz0.04_f0.75-c1.50|norm,Bounded SRDiff,normalized,79.949,linear,1,0.04,0.75,1.5,,11426,0.188126,0.55304,0.70786
linear_b1_dz0.04_f0.75-c1.50|fixed,Bounded SRDiff,fixed,35,linear,1,0.04,0.75,1.5,,11426,0.193103,0.567817,0.70007
linear_b1_dz0.04_f0.75-c1.75|norm,Bounded SRDiff,normalized,79.946,linear,1,0.04,0.75,1.75,,11426,0.188126,0.553038,0.70786
linear_b1_dz0.04_f0.75-c1.75|fixed,Bounded SRDiff,fixed,35,linear,1,0.04,0.75,1.75,,11426,0.193101,0.567813,0.70007
linear_b1_dz0.04_f0.75-c2.00|norm,Bounded SRDiff,normalized,79.946,linear,1,0.04,0.75,2.0,,11426,0.188126,0.553038,0.70786
linear_b1_dz0.04_f0.75-c2.00|fixed,Bounded SRDiff,fixed,35,linear,1,0.04,0.75,2.0,,11426,0.193101,0.567813,0.70007
linear_b1_dz0.04_f0.75-c2.25|norm,Bounded SRDiff,normalized,79.946,linear,1,0.04,0.75,2.25,,11426,0.188126,0.553038,0.70786
linear_b1_dz0.04_f0.75-c2.25|fixed,Bounded SRDiff,fixed,35,linear,1,0.04,0.75,2.25,,11426,0.193101,0.567813,0.70007
linear_b1_dz0.04_f0.75-c2.50|norm,Bounded SRDiff,normalized,79.946,linear,1,0.04,0.75,2.5,,11426,0.188126,0.553038,0.70786
linear_b1_dz0.04_f0.75-c2.50|fixed,Bounded SRDiff,fixed,35,linear,1,0.04,0.75,2.5,,11426,0.193101,0.567813,0.70007
linear_b1_dz0.05_f0.50-c1.50|norm,Bounded SRDiff,normalized,80.26,linear,1,0.05,0.5,1.5,,11426,0.188211,0.553246,0.70803
linear_b1_dz0.05_f0.50-c1.50|fixed,Bounded SRDiff,fixed,35,linear,1,0.05,0.5,1.5,,11426,0.193213,0.5681,0.70033
linear_b1_dz0.05_f0.50-c1.75|norm,Bounded SRDiff,normalized,80.258,linear,1,0.05,0.5,1.75,,11426,0.18821,0.553245,0.70803
linear_b1_dz0.05_f0.50-c1.75|fixed,Bounded SRDiff,fixed,35,linear,1,0.05,0.5,1.75,,11426,0.193212,0.568097,0.70033
linear_b1_dz0.05_f0.50-c2.00|norm,Bounded SRDiff,normalized,80.258,linear,1,0.05,0.5,2.0,,11426,0.18821,0.553245,0.70803
linear_b1_dz0.05_f0.50-c2.00|fixed,Bounded SRDiff,fixed,35,linear,1,0.05,0.5,2.0,,11426,0.193212,0.568097,0.70033
linear_b1_dz0.05_f0.50-c2.25|norm,Bounded SRDiff,normalized,80.258,linear,1,0.05,0.5,2.25,,11426,0.18821,0.553245,0.70803
linear_b1_dz0.05_f0.50-c2.25|fixed,Bounded SRDiff,fixed,35,linear,1,0.05,0.5,2.25,,11426,0.193212,0.568097,0.70033
linear_b1_dz0.05_f0.50-c2.50|norm,Bounded SRDiff,normalized,80.258,linear,1,0.05,0.5,2.5,,11426,0.18821,0.553245,0.70803
linear_b1_dz0.05_f0.50-c2.50|fixed,Bounded SRDiff,fixed,35,linear,1,0.05,0.5,2.5,,11426,0.193212,0.568097,0.70033
linear_b1_dz0.05_f0.60-c1.50|norm,Bounded SRDiff,normalized,80.26,linear,1,0.05,0.6,1.5,,11426,0.18821,0.553245,0.70803
linear_b1_dz0.05_f0.60-c1.50|fixed,Bounded SRDiff,fixed,35,linear,1,0.05,0.6,1.5,,11426,0.193213,0.568099,0.70033
linear_b1_dz0.05_f0.60-c1.75|norm,Bounded SRDiff,normalized,80.258,linear,1,0.05,0.6,1.75,,11426,0.188209,0.553243,0.70803
linear_b1_dz0.05_f0.60-c1.75|fixed,Bounded SRDiff,fixed,35,linear,1,0.05,0.6,1.75,,11426,0.193211,0.568095,0.70033
linear_b1_dz0.05_f0.60-c2.00|norm,Bounded SRDiff,normalized,80.258,linear,1,0.05,0.6,2.0,,11426,0.188209,0.553243,0.70803
linear_b1_dz0.05_f0.60-c2.00|fixed,Bounded SRDiff,fixed,35,linear,1,0.05,0.6,2.0,,11426,0.193211,0.568095,0.70033
linear_b1_dz0.05_f0.60-c2.25|norm,Bounded SRDiff,normalized,80.258,linear,1,0.05,0.6,2.25,,11426,0.188209,0.553243,0.70803
linear_b1_dz0.05_f0.60-c2.25|fixed,Bounded SRDiff,fixed,35,linear,1,0.05,0.6,2.25,,11426,0.193211,0.568095,0.70033
linear_b1_dz0.05_f0.60-c2.50|norm,Bounded SRDiff,normalized,80.258,linear,1,0.05,0.6,2.5,,11426,0.188209,0.553243,0.70803
linear_b1_dz0.05_f0.60-c2.50|fixed,Bounded SRDiff,fixed,35,linear,1,0.05,0.6,2.5,,11426,0.193211,0.568095,0.70033
linear_b1_dz0.05_f0.70-c1.50|norm,Bounded SRDiff,normalized,80.26,linear,1,0.05,0.7,1.5,,11426,0.188209,0.553243,0.70803
linear_b1_dz0.05_f0.70-c1.50|fixed,Bounded SRDiff,fixed,35,linear,1,0.05,0.7,1.5,,11426,0.193212,0.568097,0.70033
linear_b1_dz0.05_f0.70-c1.75|norm,Bounded SRDiff,normalized,80.258,linear,1,0.05,0.7,1.75,,11426,0.188209,0.553241,0.70803
linear_b1_dz0.05_f0.70-c1.75|fixed,Bounded SRDiff,fixed,35,linear,1,0.05,0.7,1.75,,11426,0.193211,0.568094,0.70033
linear_b1_dz0.05_f0.70-c2.00|norm,Bounded SRDiff,normalized,80.258,linear,1,0.05,0.7,2.0,,11426,0.188209,0.553241,0.70803
linear_b1_dz0.05_f0.70-c2.00|fixed,Bounded SRDiff,fixed,35,linear,1,0.05,0.7,2.0,,11426,0.193211,0.568094,0.70033
linear_b1_dz0.05_f0.70-c2.25|norm,Bounded SRDiff,normalized,80.258,linear,1,0.05,0.7,2.25,,11426,0.188209,0.553241,0.70803
linear_b1_dz0.05_f0.70-c2.25|fixed,Bounded SRDiff,fixed,35,linear,1,0.05,0.7,2.25,,11426,0.193211,0.568094,0.70033
linear_b1_dz0.05_f0.70-c2.50|norm,Bounded SRDiff,normalized,80.258,linear,1,0.05,0.7,2.5,,11426,0.188209,0.553241,0.70803
linear_b1_dz0.05_f0.70-c2.50|fixed,Bounded SRDiff,fixed,35,linear,1,0.05,0.7,2.5,,11426,0.193211,0.568094,0.70033
linear_b1_dz0.05_f0.75-c1.50|norm,Bounded SRDiff,normalized,80.26,linear,1,0.05,0.75,1.5,,11426,0.188209,0.553242,0.70795
linear_b1_dz0.05_f0.75-c1.50|fixed,Bounded SRDiff,fixed,35,linear,1,0.05,0.75,1.5,,11426,0.193212,0.568097,0.70033
linear_b1_dz0.05_f0.75-c1.75|norm,Bounded SRDiff,normalized,80.258,linear,1,0.05,0.75,1.75,,11426,0.188208,0.55324,0.70795
linear_b1_dz0.05_f0.75-c1.75|fixed,Bounded SRDiff,fixed,35,linear,1,0.05,0.75,1.75,,11426,0.19321,0.568093,0.70033
linear_b1_dz0.05_f0.75-c2.00|norm,Bounded SRDiff,normalized,80.258,linear,1,0.05,0.75,2.0,,11426,0.188208,0.55324,0.70795
linear_b1_dz0.05_f0.75-c2.00|fixed,Bounded SRDiff,fixed,35,linear,1,0.05,0.75,2.0,,11426,0.19321,0.568093,0.70033
linear_b1_dz0.05_f0.75-c2.25|norm,Bounded SRDiff,normalized,80.258,linear,1,0.05,0.75,2.25,,11426,0.188208,0.55324,0.70795
linear_b1_dz0.05_f0.75-c2.25|fixed,Bounded SRDiff,fixed,35,linear,1,0.05,0.75,2.25,,11426,0.19321,0.568093,0.70033
linear_b1_dz0.05_f0.75-c2.50|norm,Bounded SRDiff,normalized,80.258,linear,1,0.05,0.75,2.5,,11426,0.188208,0.55324,0.70795
