category,game_id,season,date,home,away,home_score,away_score,winner_srdiff,margin,mov_multiplier_neutral,sr_multiplier_lead
winner lost Success Rate (SRDiff_winner < 0),400756891,2015,2015-09-05,Northwestern,Stanford,16,6,-0.1014,10,2.398,0.694
winner lost Success Rate (SRDiff_winner < 0),400763588,2015,2015-09-05,Eastern Michigan,Old Dominion,34,38,-0.0599,4,1.609,0.819
winner lost Success Rate (SRDiff_winner < 0),400763498,2015,2015-09-06,Marshall,Purdue,41,31,-0.0151,10,2.398,0.98
winner lost Success Rate (SRDiff_winner < 0),400763599,2015,2015-09-11,Western Kentucky,Louisiana Tech,41,38,-0.0185,3,1.386,0.966
winner lost Success Rate (SRDiff_winner < 0),400603861,2015,2015-09-12,Arkansas,Toledo,12,16,-0.0818,4,1.609,0.75
winner lost Success Rate (SRDiff_winner < 0),400603862,2015,2015-09-12,Arkansas State,Missouri,20,27,-0.0711,7,2.079,0.783
winner lost Success Rate (SRDiff_winner < 0),400603867,2015,2015-09-12,South Carolina,Kentucky,22,26,-0.0882,4,1.609,0.731
winner lost Success Rate (SRDiff_winner < 0),400756911,2015,2015-09-12,Louisville,Houston,31,34,-0.0884,3,1.386,0.731
winner lost Success Rate (SRDiff_winner < 0),400756916,2015,2015-09-12,Syracuse,Wake Forest,30,17,-0.0171,13,2.639,0.972
winner lost Success Rate (SRDiff_winner < 0),400756917,2015,2015-09-12,Virginia,Notre Dame,27,34,-0.0174,7,2.079,0.971
winner lost Success Rate (SRDiff_winner < 0),400787981,2015,2015-09-12,Utah,Utah State,24,14,-0.0084,10,2.398,1.0
winner lost Success Rate (SRDiff_winner < 0),400603865,2015,2015-09-13,Mississippi State,LSU,19,21,-0.0456,2,1.099,0.867
winner lost Success Rate (SRDiff_winner < 0),400757018,2015,2015-09-13,Michigan State,Oregon,31,28,-0.0634,3,1.386,0.808
winner lost Success Rate (SRDiff_winner < 0),400763413,2015,2015-09-13,Texas,Rice,42,28,-0.0122,14,2.708,0.991
winner lost Success Rate (SRDiff_winner < 0),400764862,2015,2015-09-13,Cincinnati,Temple,26,34,-0.0458,8,2.197,0.866
winner lost Success Rate (SRDiff_winner < 0),400787118,2015,2015-09-13,BYU,Boise State,35,24,-0.0823,11,2.485,0.749
winner lost Success Rate (SRDiff_winner < 0),400603856,2015,2015-09-19,Missouri,UConn,9,6,-0.0048,3,1.386,1.0
winner lost Success Rate (SRDiff_winner < 0),400756927,2015,2015-09-19,Syracuse,Central Michigan,30,27,-0.0478,3,1.386,0.86
winner lost Success Rate (SRDiff_winner < 0),400757028,2015,2015-09-19,Colorado State,Colorado,24,27,-0.0414,3,1.386,0.882
winner lost Success Rate (SRDiff_winner < 0),400763417,2015,2015-09-19,Kansas State,Louisiana Tech,39,33,-0.0565,6,1.946,0.83
winner lost Success Rate (SRDiff_winner < 0),400763510,2015,2015-09-19,Maryland,South Florida,35,17,-0.0149,18,2.944,0.981
winner lost Success Rate (SRDiff_winner < 0),400763512,2015,2015-09-19,Michigan State,Air Force,35,21,-0.1654,14,2.708,0.537
winner lost Success Rate (SRDiff_winner < 0),400763600,2015,2015-09-19,FAU,Buffalo,15,33,-0.1111,18,2.944,0.667
winner lost Success Rate (SRDiff_winner < 0),400603850,2015,2015-09-20,Alabama,Ole Miss,37,43,-0.0236,6,1.946,0.947
winner lost Success Rate (SRDiff_winner < 0),400757029,2015,2015-09-20,Fresno State,Utah,24,45,-0.0116,21,3.091,0.994
winner lost Success Rate (SRDiff_winner < 0),400763421,2015,2015-09-20,Toledo,Iowa State,30,23,-0.1092,7,2.079,0.672
winner lost Success Rate (SRDiff_winner < 0),400763604,2015,2015-09-20,New Mexico State,UTEP,47,50,-0.0325,3,1.386,0.914
winner lost Success Rate (SRDiff_winner < 0),400764870,2015,2015-09-24,Memphis,Cincinnati,53,46,-0.0502,7,2.079,0.852
winner lost Success Rate (SRDiff_winner < 0),400603842,2015,2015-09-26,Arkansas,Texas A&M,21,28,-0.1021,7,2.079,0.692
winner lost Success Rate (SRDiff_winner < 0),400603843,2015,2015-09-26,Auburn,Mississippi State,9,17,-0.0617,8,2.197,0.813
winner lost Success Rate (SRDiff_winner < 0),400603844,2015,2015-09-26,Florida,Tennessee,28,27,-0.036,1,0.693,0.901
winner lost Success Rate (SRDiff_winner < 0),400756937,2015,2015-09-26,East Carolina,Virginia Tech,35,28,-0.0216,7,2.079,0.954
winner lost Success Rate (SRDiff_winner < 0),400763607,2015,2015-09-26,Charlotte,FAU,7,17,-0.0189,10,2.398,0.965
winner lost Success Rate (SRDiff_winner < 0),400787246,2015,2015-09-26,Wyoming,New Mexico,28,38,-0.1151,10,2.398,0.657
winner lost Success Rate (SRDiff_winner < 0),400757036,2015,2015-09-27,Arizona,UCLA,30,56,-0.0794,26,3.296,0.758
winner lost Success Rate (SRDiff_winner < 0),400757037,2015,2015-09-27,Arizona State,USC,14,42,-0.0347,28,3.367,0.906
winner lost Success Rate (SRDiff_winner < 0),400787443,2015,2015-09-27,Idaho,Georgia Southern,20,44,-0.0889,24,3.219,0.729
winner lost Success Rate (SRDiff_winner < 0),400764875,2015,2015-10-02,South Florida,Memphis,17,24,-0.0238,7,2.079,0.946
winner lost Success Rate (SRDiff_winner < 0),400603877,2015,2015-10-03,Auburn,San Jose State,35,21,-0.0148,14,2.708,0.981
winner lost Success Rate (SRDiff_winner < 0),400603878,2015,2015-10-03,Florida,Ole Miss,38,10,-0.0678,28,3.367,0.793
winner lost Success Rate (SRDiff_winner < 0),400756939,2015,2015-10-03,Duke,Boston College,9,7,-0.0253,2,1.099,0.941
winner lost Success Rate (SRDiff_winner < 0),400756942,2015,2015-10-03,Georgia Tech,North Carolina,31,38,-0.0663,7,2.079,0.798
winner lost Success Rate (SRDiff_winner < 0),400757042,2015,2015-10-03,UCLA,Arizona State,23,38,-0.0181,15,2.773,0.968
winner lost Success Rate (SRDiff_winner < 0),400760494,2015,2015-10-03,Penn State,Army,20,14,-0.1724,6,1.946,0.522
winner lost Success Rate (SRDiff_winner < 0),400763428,2015,2015-10-03,Oklahoma,West Virginia,44,24,-0.0301,20,3.045,0.923
winner lost Success Rate (SRDiff_winner < 0),400763431,2015,2015-10-03,Baylor,Texas Tech,63,35,-0.0379,28,3.367,0.894
winner lost Success Rate (SRDiff_winner < 0),400763533,2015,2015-10-03,Wisconsin,Iowa,6,10,-0.126,4,1.609,0.629
winner lost Success Rate (SRDiff_winner < 0),400764876,2015,2015-10-03,Navy,Air Force,33,11,-0.0205,22,3.135,0.959
winner lost Success Rate (SRDiff_winner < 0),400787251,2015,2015-10-03,Nevada,UNLV,17,23,-0.0812,6,1.946,0.752
winner lost Success Rate (SRDiff_winner < 0),400787315,2015,2015-10-03,Central Michigan,Northern Illinois,29,19,-0.0277,10,2.398,0.932
winner lost Success Rate (SRDiff_winner < 0),400787319,2015,2015-10-03,Kent State,Miami (OH),20,14,-0.0677,6,1.946,0.794
winner lost Success Rate (SRDiff_winner < 0),400756940,2015,2015-10-04,Clemson,Notre Dame,24,22,-0.0357,2,1.099,0.902
winner lost Success Rate (SRDiff_winner < 0),400757045,2015,2015-10-09,USC,Washington,12,17,-0.0921,5,1.792,0.72
winner lost Success Rate (SRDiff_winner < 0),400756947,2015,2015-10-10,Boston College,Wake Forest,0,3,-0.1491,3,1.386,0.573
winner lost Success Rate (SRDiff_winner < 0),400763434,2015,2015-10-10,Texas,Oklahoma,24,17,-0.032,7,2.079,0.916
winner lost Success Rate (SRDiff_winner < 0),400763436,2015,2015-10-10,West Virginia,Oklahoma State,26,33,-0.1357,7,2.079,0.605
winner lost Success Rate (SRDiff_winner < 0),400764881,2015,2015-10-10,BYU,East Carolina,45,38,-0.0075,7,2.079,1.0
winner lost Success Rate (SRDiff_winner < 0),400787323,2015,2015-10-10,Western Michigan,Central Michigan,41,39,-0.0455,2,1.099,0.868
winner lost Success Rate (SRDiff_winner < 0),400757048,2015,2015-10-11,Utah,California,30,24,-0.1007,6,1.946,0.696
winner lost Success Rate (SRDiff_winner < 0),400787259,2015,2015-10-11,UNLV,San Jose State,27,33,-0.0466,6,1.946,0.864
winner lost Success Rate (SRDiff_winner < 0),400603898,2015,2015-10-15,Kentucky,Auburn,27,30,-0.1329,3,1.386,0.612
winner lost Success Rate (SRDiff_winner < 0),400603894,2015,2015-10-17,Memphis,Ole Miss,37,24,-0.0631,13,2.639,0.809
winner lost Success Rate (SRDiff_winner < 0),400756956,2015,2015-10-17,Miami (FL),Virginia Tech,30,20,-0.1545,10,2.398,0.561
winner lost Success Rate (SRDiff_winner < 0),400763541,2015,2015-10-17,Indiana,Rutgers,52,55,-0.1288,3,1.386,0.622
winner lost Success Rate (SRDiff_winner < 0),400763542,2015,2015-10-17,Michigan,Michigan State,23,27,-0.0257,4,1.609,0.939
winner lost Success Rate (SRDiff_winner < 0),400763630,2015,2015-10-17,Old Dominion,Charlotte,37,34,-0.1051,3,1.386,0.683
winner lost Success Rate (SRDiff_winner < 0),400764887,2015,2015-10-17,UConn,South Florida,20,28,-0.0711,8,2.197,0.783
winner lost Success Rate (SRDiff_winner < 0),400787264,2015,2015-10-17,Wyoming,Nevada,28,21,-0.0141,7,2.079,0.984
winner lost Success Rate (SRDiff_winner < 0),400787329,2015,2015-10-17,Ball State,Georgia State,19,31,-0.0389,12,2.565,0.891
winner lost Success Rate (SRDiff_winner < 0),400757054,2015,2015-10-18,Washington,Oregon,20,26,-0.0529,6,1.946,0.842
winner lost Success Rate (SRDiff_winner < 0),400756961,2015,2015-10-24,Virginia Tech,Duke,43,45,-0.0554,2,1.099,0.834
winner lost Success Rate (SRDiff_winner < 0),400756962,2015,2015-10-24,Georgia Tech,Florida State,22,16,-0.0358,6,1.946,0.902
winner lost Success Rate (SRDiff_winner < 0),400763548,2015,2015-10-24,Maryland,Penn State,30,31,-0.091,1,0.693,0.723
winner lost Success Rate (SRDiff_winner < 0),400763549,2015,2015-10-24,Michigan State,Indiana,52,26,-0.0292,26,3.296,0.926
winner lost Success Rate (SRDiff_winner < 0),400763550,2015,2015-10-24,Nebraska,Northwestern,28,30,-0.0357,2,1.099,0.902
winner lost Success Rate (SRDiff_winner < 0),400787268,2015,2015-10-24,Nevada,Hawai'i,30,20,-0.0429,10,2.398,0.877
winner lost Success Rate (SRDiff_winner < 0),400787269,2015,2015-10-24,San Jose State,New Mexico,31,21,-0.0064,10,2.398,1.0
winner lost Success Rate (SRDiff_winner < 0),400756966,2015,2015-10-29,Pittsburgh,North Carolina,19,26,-0.009,7,2.079,1.0
winner lost Success Rate (SRDiff_winner < 0),400757061,2015,2015-10-30,Arizona State,Oregon,55,61,-0.0848,6,1.946,0.742
winner lost Success Rate (SRDiff_winner < 0),400603873,2015,2015-10-31,Florida,Georgia,27,3,-0.0487,24,3.219,0.857
winner lost Success Rate (SRDiff_winner < 0),400756970,2015,2015-10-31,Duke,Miami (FL),27,30,-0.0362,3,1.386,0.9
winner lost Success Rate (SRDiff_winner < 0),400757063,2015,2015-10-31,California,USC,21,27,-0.0979,6,1.946,0.703
winner lost Success Rate (SRDiff_winner < 0),400757064,2015,2015-10-31,UCLA,Colorado,35,31,-0.1142,4,1.609,0.659
winner lost Success Rate (SRDiff_winner < 0),400763555,2015,2015-10-31,Purdue,Nebraska,55,45,-0.0497,10,2.398,0.853
winner lost Success Rate (SRDiff_winner < 0),400763642,2015,2015-10-31,Southern Miss,UTEP,34,13,-0.0191,21,3.091,0.964
winner lost Success Rate (SRDiff_winner < 0),400787273,2015,2015-10-31,Colorado State,San Diego State,17,41,-0.0098,24,3.219,1.0
winner lost Success Rate (SRDiff_winner < 0),400787341,2015,2015-10-31,Akron,Central Michigan,6,14,-0.0328,8,2.197,0.913
winner lost Success Rate (SRDiff_winner < 0),400787342,2015,2015-10-31,Ball State,Massachusetts,20,10,-0.0579,10,2.398,0.826
winner lost Success Rate (SRDiff_winner < 0),400757066,2015,2015-11-01,Washington State,Stanford,28,30,-0.0796,2,1.099,0.757
winner lost Success Rate (SRDiff_winner < 0),400787462,2015,2015-11-01,New Mexico State,Idaho,55,48,-0.0536,7,2.079,0.84
winner lost Success Rate (SRDiff_winner < 0),400787343,2015,2015-11-04,Toledo,Northern Illinois,27,32,-0.0738,5,1.792,0.775
winner lost Success Rate (SRDiff_winner < 0),400763449,2015,2015-11-06,Kansas State,Baylor,24,31,-0.0131,7,2.079,0.988
winner lost Success Rate (SRDiff_winner < 0),400790886,2015,2015-11-06,Fresno State,Nevada,16,30,-0.0062,14,2.708,1.0
winner lost Success Rate (SRDiff_winner < 0),400603908,2015,2015-11-07,Ole Miss,Arkansas,52,53,-0.1414,1,0.693,0.591
winner lost Success Rate (SRDiff_winner < 0),400603909,2015,2015-11-07,Tennessee,South Carolina,27,24,-0.0114,3,1.386,0.995
winner lost Success Rate (SRDiff_winner < 0),400756975,2015,2015-11-07,North Carolina,Duke,66,31,-0.018,35,3.584,0.969
winner lost Success Rate (SRDiff_winner < 0),400756977,2015,2015-11-07,Miami (FL),Virginia,27,21,-0.0085,6,1.946,1.0
winner lost Success Rate (SRDiff_winner < 0),400757068,2015,2015-11-07,Washington State,Arizona State,38,24,-0.0276,14,2.708,0.932
winner lost Success Rate (SRDiff_winner < 0),400763451,2015,2015-11-07,Oklahoma State,TCU,49,29,-0.0863,20,3.045,0.737
winner lost Success Rate (SRDiff_winner < 0),400763561,2015,2015-11-07,Northwestern,Penn State,23,21,-0.0396,2,1.099,0.888
winner lost Success Rate (SRDiff_winner < 0),400763645,2015,2015-11-07,Middle Tennessee,Marshall,27,24,-0.0425,3,1.386,0.878
winner lost Success Rate (SRDiff_winner < 0),400764903,2015,2015-11-07,Houston,Cincinnati,33,30,-0.073,3,1.386,0.777
winner lost Success Rate (SRDiff_winner < 0),400764906,2015,2015-11-07,Tulsa,UCF,45,30,-0.0004,15,2.773,1.0
winner lost Success Rate (SRDiff_winner < 0),400787278,2015,2015-11-07,New Mexico,Utah State,14,13,-0.0302,1,0.693,0.922
winner lost Success Rate (SRDiff_winner < 0),400787468,2015,2015-11-07,Texas State,New Mexico State,21,31,-0.0067,10,2.398,1.0
winner lost Success Rate (SRDiff_winner < 0),400787469,2015,2015-11-13,South Alabama,Louisiana,32,25,-0.0156,7,2.079,0.978
winner lost Success Rate (SRDiff_winner < 0),400603931,2015,2015-11-14,Auburn,Georgia,13,20,-0.0024,7,2.079,1.0
winner lost Success Rate (SRDiff_winner < 0),400603937,2015,2015-11-14,Vanderbilt,Kentucky,21,17,-0.0531,4,1.609,0.842
winner lost Success Rate (SRDiff_winner < 0),400756985,2015,2015-11-14,Notre Dame,Wake Forest,28,7,-0.0177,21,3.091,0.97
winner lost Success Rate (SRDiff_winner < 0),400757075,2015,2015-11-14,Arizona State,Washington,27,17,-0.0444,10,2.398,0.872
winner lost Success Rate (SRDiff_winner < 0),400760498,2015,2015-11-14,Army,Tulane,31,34,-0.016,3,1.386,0.976
winner lost Success Rate (SRDiff_winner < 0),400763455,2015,2015-11-14,Iowa State,Oklahoma State,31,35,-0.0167,4,1.609,0.974
winner lost Success Rate (SRDiff_winner < 0),400787354,2015,2015-11-14,Eastern Michigan,Massachusetts,17,28,-0.0169,11,2.485,0.973
winner lost Success Rate (SRDiff_winner < 0),400757076,2015,2015-11-15,UCLA,Washington State,27,31,-0.0024,4,1.609,1.0
winner lost Success Rate (SRDiff_winner < 0),400757077,2015,2015-11-15,Stanford,Oregon,36,38,-0.0393,2,1.099,0.889
winner lost Success Rate (SRDiff_winner < 0),400763566,2015,2015-11-15,Iowa,Minnesota,40,35,-0.0991,5,1.792,0.7
winner lost Success Rate (SRDiff_winner < 0),400764908,2015,2015-11-15,Houston,Memphis,35,34,-0.0506,1,0.693,0.85
winner lost Success Rate (SRDiff_winner < 0),400785063,2015,2015-11-15,Missouri,BYU,20,16,-0.0035,4,1.609,1.0
winner lost Success Rate (SRDiff_winner < 0),400787281,2015,2015-11-15,Boise State,New Mexico,24,31,-0.117,7,2.079,0.652
winner lost Success Rate (SRDiff_winner < 0),400787283,2015,2015-11-15,Hawai'i,Fresno State,14,42,-0.0149,28,3.367,0.98
winner lost Success Rate (SRDiff_winner < 0),400787356,2015,2015-11-17,Bowling Green,Toledo,28,44,-0.0584,16,2.833,0.824
winner lost Success Rate (SRDiff_winner < 0),400787358,2015,2015-11-19,Northern Illinois,Western Michigan,27,19,-0.107,8,2.197,0.679
winner lost Success Rate (SRDiff_winner < 0),400603924,2015,2015-11-21,Florida,FAU,20,14,-0.0055,6,1.946,1.0
winner lost Success Rate (SRDiff_winner < 0),400756990,2015,2015-11-21,Miami (FL),Georgia Tech,38,21,-0.029,17,2.89,0.927
winner lost Success Rate (SRDiff_winner < 0),400756992,2015,2015-11-21,Virginia Tech,North Carolina,27,30,-0.0357,3,1.386,0.902
winner lost Success Rate (SRDiff_winner < 0),400763572,2015,2015-11-21,Minnesota,Illinois,32,23,-0.0985,9,2.303,0.702
winner lost Success Rate (SRDiff_winner < 0),400763575,2015,2015-11-21,Wisconsin,Northwestern,7,13,-0.0388,6,1.946,0.891
winner lost Success Rate (SRDiff_winner < 0),400787475,2015,2015-11-21,Georgia State,South Alabama,24,10,-0.0214,14,2.708,0.955
winner lost Success Rate (SRDiff_winner < 0),400787476,2015,2015-11-21,Louisiana,New Mexico State,34,37,-0.0766,3,1.386,0.766
winner lost Success Rate (SRDiff_winner < 0),400756994,2015,2015-11-27,Pittsburgh,Miami (FL),24,29,-0.0282,5,1.792,0.93
winner lost Success Rate (SRDiff_winner < 0),400757086,2015,2015-11-27,Washington,Washington State,45,10,-0.0217,35,3.584,0.954
winner lost Success Rate (SRDiff_winner < 0),400763576,2015,2015-11-27,Nebraska,Iowa,20,28,-0.1508,8,2.197,0.569
winner lost Success Rate (SRDiff_winner < 0),400756996,2015,2015-11-28,Wake Forest,Duke,21,27,-0.0322,6,1.946,0.915
winner lost Success Rate (SRDiff_winner < 0),400756998,2015,2015-11-28,Virginia,Virginia Tech,20,23,-0.0327,3,1.386,0.913
winner lost Success Rate (SRDiff_winner < 0),400763581,2015,2015-11-28,Purdue,Indiana,36,54,-0.1058,18,2.944,0.682
winner lost Success Rate (SRDiff_winner < 0),400763582,2015,2015-11-28,Rutgers,Maryland,41,46,-0.061,5,1.792,0.816
winner lost Success Rate (SRDiff_winner < 0),400764922,2015,2015-11-28,Tulane,Tulsa,34,45,-0.0762,11,2.485,0.767
winner lost Success Rate (SRDiff_winner < 0),400787298,2015,2015-11-28,Wyoming,UNLV,35,28,-0.0193,7,2.079,0.964
winner lost Success Rate (SRDiff_winner < 0),400603914,2015,2015-11-29,Florida,Florida State,2,27,-0.0484,25,3.258,0.857
winner lost Success Rate (SRDiff_winner < 0),400787295,2015,2015-11-29,Hawai'i,ULM,28,26,-0.0271,2,1.099,0.934
winner lost Success Rate (SRDiff_winner < 0),400763468,2015,2015-12-05,Baylor,Texas,17,23,-0.1008,6,1.946,0.695
winner lost Success Rate (SRDiff_winner < 0),400763469,2015,2015-12-05,Kansas State,West Virginia,24,23,-0.1494,1,0.693,0.573
winner lost Success Rate (SRDiff_winner < 0),400787486,2015,2015-12-05,ULM,New Mexico State,42,35,-0.0769,7,2.079,0.765
winner lost Success Rate (SRDiff_winner < 0),400852675,2015,2015-12-06,San Diego State,Air Force,27,24,-0.0017,3,1.386,1.0
winner lost Success Rate (SRDiff_winner < 0),400760500,2015,2015-12-12,Navy,Army,21,17,-0.0196,4,1.609,0.962
winner lost Success Rate (SRDiff_winner < 0),400852684,2015,2015-12-19,Utah,BYU,35,28,-0.0847,7,2.079,0.742
winner lost Success Rate (SRDiff_winner < 0),400852708,2015,2015-12-22,Utah State,Akron,21,23,-0.0773,2,1.099,0.764
winner lost Success Rate (SRDiff_winner < 0),400852718,2015,2015-12-26,Duke,Indiana,44,41,-0.0694,3,1.386,0.788
winner lost Success Rate (SRDiff_winner < 0),400852721,2015,2015-12-28,Navy,Pittsburgh,44,28,-0.0921,16,2.833,0.72
winner lost Success Rate (SRDiff_winner < 0),400852722,2015,2015-12-28,Minnesota,Central Michigan,21,14,-0.0398,7,2.079,0.888
winner lost Success Rate (SRDiff_winner < 0),400852725,2015,2015-12-30,Colorado State,Nevada,23,28,-0.0287,5,1.792,0.928
winner lost Success Rate (SRDiff_winner < 0),400852741,2015,2016-01-02,TCU,Oregon,47,41,-0.0254,6,1.946,0.94
winner lost Success Rate (SRDiff_winner < 0),400852743,2015,2016-01-12,Clemson,Alabama,40,45,-0.0546,5,1.792,0.837
winner lost Success Rate (SRDiff_winner < 0),400868977,2016,2016-09-01,Tennessee,Appalachian State,20,13,-0.0324,7,2.079,0.879
winner lost Success Rate (SRDiff_winner < 0),400869421,2016,2016-09-01,Wake Forest,Tulane,7,3,-0.0156,4,1.609,0.94
winner lost Success Rate (SRDiff_winner < 0),400868968,2016,2016-09-02,Vanderbilt,South Carolina,10,13,-0.0099,3,1.386,0.961
winner lost Success Rate (SRDiff_winner < 0),400868970,2016,2016-09-03,Arkansas,Louisiana Tech,21,20,-0.0406,1,0.693,0.85
winner lost Success Rate (SRDiff_winner < 0),400868975,2016,2016-09-03,Mississippi State,South Alabama,20,21,-0.036,1,0.693,0.866
winner lost Success Rate (SRDiff_winner < 0),400868978,2016,2016-09-03,Texas A&M,UCLA,31,24,-0.0165,7,2.079,0.936
winner lost Success Rate (SRDiff_winner < 0),400869262,2016,2016-09-03,Iowa,Miami (OH),45,21,-0.0175,24,3.219,0.933
winner lost Success Rate (SRDiff_winner < 0),400869264,2016,2016-09-03,Ohio,Texas State,54,56,-0.0057,2,1.099,0.978
winner lost Success Rate (SRDiff_winner < 0),400869267,2016,2016-09-03,Northwestern,Western Michigan,21,22,-0.0412,1,0.693,0.848
winner lost Success Rate (SRDiff_winner < 0),400869345,2016,2016-09-03,North Texas,SMU,21,34,-0.0417,13,2.639,0.846
winner lost Success Rate (SRDiff_winner < 0),400869424,2016,2016-09-03,Boston College,Georgia Tech,14,17,-0.0407,3,1.386,0.85
winner lost Success Rate (SRDiff_winner < 0),400869507,2016,2016-09-03,Houston,Oklahoma,33,23,-0.1096,10,2.398,0.645
winner lost Success Rate (SRDiff_winner < 0),400868991,2016,2016-09-10,Vanderbilt,Middle Tennessee,47,24,-0.0559,23,3.178,0.8
winner lost Success Rate (SRDiff_winner < 0),400869430,2016,2016-09-10,Clemson,Troy,30,24,-0.0073,6,1.946,0.971
winner lost Success Rate (SRDiff_winner < 0),400869431,2016,2016-09-10,Duke,Wake Forest,14,24,-0.042,10,2.398,0.845
winner lost Success Rate (SRDiff_winner < 0),400869435,2016,2016-09-10,East Carolina,NC State,33,30,-0.0998,3,1.386,0.671
winner lost Success Rate (SRDiff_winner < 0),400869511,2016,2016-09-10,Purdue,Cincinnati,20,38,-0.0394,18,2.944,0.854
winner lost Success Rate (SRDiff_winner < 0),400868989,2016,2016-09-11,Tennessee,Virginia Tech,45,24,-0.0373,21,3.091,0.861
winner lost Success Rate (SRDiff_winner < 0),400869106,2016,2016-09-11,Boise State,Washington State,31,28,-0.0092,3,1.386,0.964
