game_id,season_year,week,date,season_type,home_team,away_team,home_score,away_score,went_ot,game_type,game_phase,neutral_site,notes
262432117,2006,1,2006-08-31,regular,Central Michigan,Boston College,24,31,0,regular,regular,0,
262432393,2006,1,2006-08-31,regular,Middle Tennessee,Florida International,7,6,0,regular,regular,0,
262432084,2006,1,2006-08-31,regular,Buffalo,Temple,9,3,1,regular,regular,0,
262432050,2006,1,2006-08-31,regular,Ball State,Eastern Michigan,38,20,0,regular,regular,0,
262432309,2006,1,2006-08-31,regular,Kent State,Minnesota,0,44,0,regular,regular,0,
262430193,2006,1,2006-08-31,regular,Miami (OH),Northwestern,3,21,0,regular,regular,0,
262430344,2006,1,2006-09-01,regular,Mississippi State,South Carolina,0,15,0,regular,regular,0,
262430066,2006,1,2006-09-01,regular,Iowa State,Toledo,45,43,1,regular,regular,0,
262430021,2006,1,2006-09-01,regular,San Diego State,UTEP,27,34,0,regular,regular,0,
262440278,2006,1,2006-09-02,regular,Fresno State,Nevada,28,19,0,regular,regular,0,
262450251,2006,1,2006-09-02,regular,Texas,North Texas,56,7,0,regular,regular,0,
262450130,2006,1,2006-09-02,regular,Michigan,Vanderbilt,27,7,0,regular,regular,0,
262450127,2006,1,2006-09-02,regular,Michigan State,Idaho,27,17,0,regular,regular,0,
262450277,2006,1,2006-09-02,regular,West Virginia,Marshall,42,10,0,regular,regular,0,
262450213,2006,1,2006-09-02,regular,Penn State,Akron,34,16,0,regular,regular,0,
262450228,2006,1,2006-09-02,regular,Clemson,Florida Atlantic,54,6,0,regular,regular,0,
262450158,2006,1,2006-09-02,regular,Nebraska,Louisiana Tech,49,10,0,regular,regular,0,
262452483,2006,1,2006-09-02,regular,Oregon,Stanford,48,10,0,regular,regular,0,
262450153,2006,1,2006-09-02,regular,North Carolina,Rutgers,16,21,0,regular,regular,0,
262450264,2006,1,2006-09-02,regular,Washington,San José State,35,29,0,regular,regular,0,
262450194,2006,1,2006-09-02,regular,Ohio State,Northern Illinois,35,12,0,regular,regular,0,
262452751,2006,1,2006-09-02,regular,Wyoming,Utah State,38,7,0,regular,regular,0,
262452633,2006,1,2006-09-02,regular,Tennessee,California,35,18,0,regular,regular,0,
262452426,2006,1,2006-09-02,regular,Navy,East Carolina,28,23,0,regular,regular,0,
262450084,2006,1,2006-09-02,regular,Indiana,Western Michigan,39,20,0,regular,regular,0,
262450057,2006,1,2006-09-02,regular,Florida,Southern Miss,34,7,0,regular,regular,0,
262450154,2006,1,2006-09-02,regular,Wake Forest,Syracuse,20,10,0,regular,regular,0,
262450221,2006,1,2006-09-02,regular,Pittsburgh,Virginia,38,13,0,regular,regular,0,
262450189,2006,1,2006-09-02,regular,Bowling Green,Wisconsin,14,35,0,regular,regular,0,
262450026,2006,1,2006-09-02,regular,UCLA,Utah,31,10,0,regular,regular,0,
262452641,2006,1,2006-09-02,regular,Texas Tech,SMU,35,3,0,regular,regular,0,
262450333,2006,1,2006-09-02,regular,Alabama,Hawai'i,25,17,0,regular,regular,0,
262450201,2006,1,2006-09-02,regular,Oklahoma,UAB,24,17,0,regular,regular,0,
262452032,2006,1,2006-09-02,regular,Arkansas State,Army,14,6,0,regular,regular,0,
262450002,2006,1,2006-09-02,regular,Auburn,Washington State,40,14,0,regular,regular,0,
262450099,2006,1,2006-09-03,regular,LSU,Louisiana,45,3,0,regular,regular,0,
262450059,2006,1,2006-09-03,regular,Georgia Tech,Notre Dame,10,14,0,regular,regular,0,
262450008,2006,1,2006-09-03,regular,Arkansas,USC,14,50,0,regular,regular,0,
262450242,2006,1,2006-09-03,regular,Rice,Houston,30,31,0,regular,regular,0,
262450012,2006,1,2006-09-03,regular,Arizona,BYU,16,13,0,regular,regular,0,
262450145,2006,1,2006-09-03,regular,Ole Miss,Memphis,28,25,0,regular,regular,0,
262450239,2006,1,2006-09-03,regular,Baylor,TCU,7,17,0,regular,regular,0,
262450097,2006,1,2006-09-04,regular,Louisville,Kentucky,59,28,0,regular,regular,0,
262472390,2006,1,2006-09-05,regular,Miami,Florida State,10,13,0,regular,regular,0,
262500068,2006,2,2006-09-07,regular,Boise State,Oregon State,42,14,0,regular,regular,0,
262512132,2006,2,2006-09-09,regular,Cincinnati,Pittsburgh,15,33,0,regular,regular,0,
262520218,2006,2,2006-09-09,regular,Temple,Louisville,0,62,0,regular,regular,0,
