season_year,game_id,week,team,opponent,garbage_time_excluded,off_plays,off_ppa,off_success_rate,off_explosiveness,def_plays,def_ppa,def_success_rate,def_explosiveness
2009,292460066,1,Iowa State,North Dakota State,1,69,0.12744963295624465,0.43478260869565216,1.0899762891485552,64,0.08428283151777144,0.359375,1.2568710851853637
2009,292460066,1,North Dakota State,Iowa State,1,64,0.08428283151777144,0.359375,1.2568710851853637,69,0.12744963295624465,0.43478260869565216,1.0899762891485552
2009,292460068,1,Boise State,Oregon,1,88,-0.03057523245172084,0.3977272727272727,0.8983270238472667,43,-0.27493383744538896,0.2558139534883721,0.739322394764632
2009,292460068,1,Oregon,Boise State,1,43,-0.27493383744538896,0.2558139534883721,0.739322394764632,88,-0.03057523245172084,0.3977272727272727,0.8983270238472667
2009,292460084,1,Eastern Kentucky,Indiana,1,58,0.1307100821720796,0.39655172413793105,1.124739680363273,67,0.15379052949171018,0.417910447761194,1.227345388686318
2009,292460084,1,Indiana,Eastern Kentucky,1,67,0.15379052949171018,0.417910447761194,1.227345388686318,58,0.1307100821720796,0.39655172413793105,1.124739680363273
2009,292460152,1,NC State,South Carolina,1,57,-0.132486993434193,0.2982456140350877,0.719375250203594,63,-0.051099518441753485,0.3968253968253968,0.8856742309523156
2009,292460152,1,South Carolina,NC State,1,63,-0.051099518441753485,0.3968253968253968,0.8856742309523156,57,-0.132486993434193,0.2982456140350877,0.719375250203594
2009,292460189,1,Bowling Green,Troy,1,74,0.06418746661333868,0.2972972972972973,1.4841996059123934,67,-0.14550443853926684,0.417910447761194,0.8078045300338226
2009,292460189,1,Troy,Bowling Green,1,67,-0.14550443853926684,0.417910447761194,0.8078045300338226,74,0.06418746661333868,0.2972972972972973,1.4841996059123934
2009,292460254,1,Utah,Utah State,1,78,0.12370343444524985,0.5512820512820513,0.76232476657241,60,-0.14614662536504403,0.3,1.1110345309649368
2009,292460254,1,Utah State,Utah,1,60,-0.14614662536504403,0.3,1.1110345309649368,78,0.12370343444524985,0.5512820512820513,0.76232476657241
2009,292462050,1,Ball State,North Texas,1,60,-0.060954107863227566,0.31666666666666665,0.9825579275852568,86,0.07727467002245182,0.5116279069767442,0.7946265742612367
2009,292462050,1,North Texas,Ball State,1,86,0.07727467002245182,0.5116279069767442,0.7946265742612367,60,-0.060954107863227566,0.31666666666666665,0.9825579275852568
2009,292462309,1,Coastal Carolina,Kent State,1,66,-0.23037921660822325,0.2878787878787879,0.7256694992628996,73,-0.06918314090350226,0.3972602739726027,0.8592230362567915
2009,292462309,1,Kent State,Coastal Carolina,1,73,-0.06918314090350226,0.3972602739726027,0.8592230362567915,66,-0.23037921660822325,0.2878787878787879,0.7256694992628996
2009,292472655,1,Tulane,Tulsa,1,62,0.035579482645913846,0.3870967741935484,1.002798242933556,61,0.11546136502355261,0.4098360655737705,0.9172716807172372
2009,292472655,1,Tulsa,Tulane,1,61,0.11546136502355261,0.4098360655737705,0.9172716807172372,62,0.035579482645913846,0.3870967741935484,1.002798242933556
2009,292480002,1,Auburn,Louisiana Tech,1,71,0.22157729804887327,0.5633802816901409,0.691330437834197,64,-0.08180001304915784,0.375,0.8951194725435526
2009,292480002,1,Louisiana Tech,Auburn,1,64,-0.08180001304915784,0.375,0.8951194725435526,71,0.22157729804887327,0.5633802816901409,0.691330437834197
2009,292480005,1,Rice,UAB,1,79,-0.00918628596715885,0.46835443037974683,0.6797966588111206,43,0.3369321827872234,0.46511627906976744,1.1886365402878445
2009,292480005,1,UAB,Rice,1,43,0.3369321827872234,0.46511627906976744,1.1886365402878445,79,-0.00918628596715885,0.46835443037974683,0.6797966588111206
2009,292480008,1,Arkansas,Missouri State,1,44,0.40831145413625813,0.5909090909090909,0.9978041967374293,40,-0.15644150843246393,0.3,1.1381384714432716
2009,292480008,1,Missouri State,Arkansas,1,40,-0.15644150843246393,0.3,1.1381384714432716,44,0.40831145413625813,0.5909090909090909,0.9978041967374293
