game_id,season_year,week,date,season_type,home_team,away_team,home_score,away_score,went_ot,game_type,game_phase,neutral_site,notes
401110723,2019,1,2019-08-24,regular,Florida,Miami,24,20,0,regular,regular,1,CAMPING WORLD KICKOFF
401114164,2019,1,2019-08-25,regular,Hawai'i,Arizona,45,38,0,regular,regular,0,
401117854,2019,1,2019-08-29,regular,Cincinnati,UCLA,24,14,0,regular,regular,0,
401111653,2019,1,2019-08-30,regular,Clemson,Georgia Tech,52,14,0,regular,regular,0,
401114236,2019,1,2019-08-30,regular,Tulane,Florida International,42,14,0,regular,regular,0,
401110731,2019,1,2019-08-30,regular,Texas A&M,Texas State,41,7,0,regular,regular,0,
401114153,2019,1,2019-08-30,regular,Arizona State,Kent State,30,7,0,regular,regular,0,
401114223,2019,1,2019-08-30,regular,BYU,Utah,12,30,0,regular,regular,0,
401114238,2019,1,2019-08-30,regular,Army,Rice,14,7,0,regular,regular,0,
401112212,2019,1,2019-08-30,regular,Michigan State,Tulsa,28,7,0,regular,regular,0,
401112264,2019,1,2019-08-30,regular,Rutgers,Massachusetts,48,21,0,regular,regular,0,
401117856,2019,1,2019-08-30,regular,South Florida,Wisconsin,0,49,0,regular,regular,0,
401112430,2019,1,2019-08-31,regular,Wake Forest,Utah State,38,35,0,regular,regular,0,
401112262,2019,1,2019-08-31,regular,Nevada,Purdue,34,31,0,regular,regular,0,
401114184,2019,1,2019-08-31,regular,Colorado,Colorado State,52,31,0,regular,regular,1,
401112122,2019,1,2019-08-31,regular,Oregon State,Oklahoma State,36,52,0,regular,regular,0,
401112157,2019,1,2019-08-31,regular,Ball State,Indiana,24,34,0,regular,regular,1,
401112238,2019,1,2019-08-31,regular,Nebraska,South Alabama,35,21,0,regular,regular,0,
401112145,2019,1,2019-08-31,regular,Illinois,Akron,42,3,0,regular,regular,0,
401110727,2019,1,2019-08-31,regular,Louisiana,Mississippi State,28,38,0,regular,regular,1,
401110724,2019,1,2019-08-31,regular,Kentucky,Toledo,38,24,0,regular,regular,0,
401112251,2019,1,2019-08-31,regular,Ohio State,Florida Atlantic,45,21,0,regular,regular,0,
401112432,2019,1,2019-08-31,regular,NC State,East Carolina,34,6,0,regular,regular,0,
401112431,2019,1,2019-08-31,regular,Florida State,Boise State,31,36,0,regular,regular,0,
401110726,2019,1,2019-08-31,regular,Memphis,Ole Miss,15,10,0,regular,regular,0,
401110730,2019,1,2019-08-31,regular,Tennessee,Georgia State,30,38,0,regular,regular,0,
401110720,2019,1,2019-08-31,regular,Alabama,Duke,42,3,0,regular,regular,1,
401110729,2019,1,2019-08-31,regular,North Carolina,South Carolina,24,20,0,regular,regular,1,
401119256,2019,1,2019-08-31,regular,Coastal Carolina,Eastern Michigan,23,30,0,regular,regular,0,
401112245,2019,1,2019-08-31,regular,Stanford,Northwestern,17,7,0,regular,regular,0,
401112435,2019,1,2019-08-31,regular,Boston College,Virginia Tech,35,28,0,regular,regular,0,
401112434,2019,1,2019-08-31,regular,Liberty,Syracuse,0,24,0,regular,regular,0,
401117858,2019,1,2019-08-31,regular,Arkansas State,SMU,30,37,0,regular,regular,0,
401110728,2019,1,2019-08-31,regular,Wyoming,Missouri,37,31,0,regular,regular,0,
401110732,2019,1,2019-08-31,regular,Vanderbilt,Georgia,6,30,0,regular,regular,0,
401112222,2019,1,2019-08-31,regular,Michigan,Middle Tennessee,40,21,0,regular,regular,0,
401112433,2019,1,2019-08-31,regular,Pittsburgh,Virginia,14,30,0,regular,regular,0,
401112191,2019,1,2019-08-31,regular,Iowa,Miami (OH),38,14,0,regular,regular,0,
401110725,2019,1,2019-08-31,regular,LSU,Georgia Southern,55,3,0,regular,regular,0,
401110722,2019,1,2019-08-31,regular,Auburn,Oregon,27,21,0,regular,regular,1,
401112135,2019,1,2019-09-01,regular,Texas,Louisiana Tech,45,14,0,regular,regular,0,
401114228,2019,1,2019-09-01,regular,Washington State,New Mexico State,58,7,0,regular,regular,0,
401114218,2019,1,2019-09-01,regular,USC,Fresno State,31,23,0,regular,regular,0,
401112114,2019,1,2019-09-01,regular,Oklahoma,Houston,49,31,0,regular,regular,0,
401112436,2019,1,2019-09-03,regular,Louisville,Notre Dame,17,35,0,regular,regular,0,
401112447,2019,2,2019-09-07,regular,Rice,Wake Forest,21,41,0,regular,regular,0,
401114251,2019,2,2019-09-07,regular,Boise State,Marshall,14,7,0,regular,regular,0,
401112445,2019,2,2019-09-07,regular,Pittsburgh,Ohio,20,10,0,regular,regular,0,
401112446,2019,2,2019-09-07,regular,Virginia Tech,Old Dominion,31,17,0,regular,regular,0,
401112192,2019,2,2019-09-07,regular,Iowa,Rutgers,30,0,0,regular,regular,0,
401110781,2019,2,2019-09-07,regular,Missouri,West Virginia,38,7,0,regular,regular,0,
401112223,2019,2,2019-09-07,regular,Michigan,Army,24,21,0,regular,regular,0,
401112252,2019,2,2019-09-07,regular,Ohio State,Cincinnati,42,0,0,regular,regular,0,
401110785,2019,2,2019-09-07,regular,Purdue,Vanderbilt,42,24,0,regular,regular,0,
401112202,2019,2,2019-09-07,regular,Maryland,Syracuse,63,20,0,regular,regular,0,
401112107,2019,2,2019-09-07,regular,Kansas State,Bowling Green,52,0,0,regular,regular,0,
401114254,2019,2,2019-09-07,regular,Akron,UAB,20,31,0,regular,regular,0,
401114224,2019,2,2019-09-07,regular,Utah,Northern Illinois,35,17,0,regular,regular,0,
401112441,2019,2,2019-09-07,regular,Georgia Tech,South Florida,14,10,0,regular,regular,0,
401110780,2019,2,2019-09-07,regular,Mississippi State,Southern Miss,38,15,0,regular,regular,0,
401114247,2019,2,2019-09-07,regular,App State,Charlotte,56,41,0,regular,regular,0,
401112268,2019,2,2019-09-07,regular,Wisconsin,Central Michigan,61,0,0,regular,regular,0,
401112239,2019,2,2019-09-07,regular,Colorado,Nebraska,34,31,0,regular,regular,0,
401110784,2019,2,2019-09-07,regular,Clemson,Texas A&M,24,10,0,regular,regular,0,
401112146,2019,2,2019-09-07,regular,UConn,Illinois,23,31,0,regular,regular,0,
401112074,2019,2,2019-09-07,regular,Baylor,UTSA,63,14,0,regular,regular,0,
401110773,2019,2,2019-09-07,regular,Alabama,New Mexico State,62,10,0,regular,regular,0,
401114214,2019,2,2019-09-07,regular,UCLA,San Diego State,14,23,0,regular,regular,0,
401112440,2019,2,2019-09-07,regular,Florida State,UL Monroe,45,44,0,regular,regular,0,
401114249,2019,2,2019-09-07,regular,Florida Atlantic,UCF,14,48,0,regular,regular,0,
401110783,2019,2,2019-09-07,regular,Tennessee,BYU,26,29,0,regular,regular,0,
401117500,2019,2,2019-09-07,regular,Texas State,Wyoming,14,23,0,regular,regular,0,
401114253,2019,2,2019-09-07,regular,SMU,North Texas,49,27,0,regular,regular,0,
401114248,2019,2,2019-09-07,regular,Florida International,Western Kentucky,14,20,0,regular,regular,0,
401112097,2019,2,2019-09-07,regular,Kansas,Coastal Carolina,7,12,0,regular,regular,0,
401110778,2019,2,2019-09-07,regular,Texas,LSU,38,45,0,regular,regular,0,
401112213,2019,2,2019-09-07,regular,Michigan State,Western Michigan,51,17,0,regular,regular,0,
401114347,2019,2,2019-09-07,regular,Louisiana,Liberty,35,14,0,regular,regular,0,
401110779,2019,2,2019-09-07,regular,Ole Miss,Arkansas,31,17,0,regular,regular,0,
401110774,2019,2,2019-09-07,regular,Auburn,Tulane,24,6,0,regular,regular,0,
401114193,2019,2,2019-09-07,regular,Oregon,Nevada,77,6,0,regular,regular,0,
401112258,2019,2,2019-09-07,regular,Penn State,Buffalo,45,13,0,regular,regular,0,
401110777,2019,2,2019-09-07,regular,Kentucky,Eastern Michigan,38,17,0,regular,regular,0,
401112443,2019,2,2019-09-08,regular,North Carolina,Miami,28,25,0,regular,regular,0,
401112140,2019,2,2019-09-08,regular,Texas Tech,UTEP,38,3,0,regular,regular,0,
401117501,2019,2,2019-09-08,regular,San José State,Tulsa,16,34,0,regular,regular,0,
401117502,2019,2,2019-09-08,regular,UNLV,Arkansas State,17,43,0,regular,regular,0,
401112230,2019,2,2019-09-08,regular,Fresno State,Minnesota,35,38,0,regular,regular,0,
401114207,2019,2,2019-09-08,regular,USC,Stanford,45,20,0,regular,regular,0,
401114175,2019,2,2019-09-08,regular,Washington,California,19,20,0,regular,regular,0,
401114200,2019,2,2019-09-08,regular,Hawai'i,Oregon State,31,28,0,regular,regular,0,
401112448,2019,3,2019-09-13,regular,Wake Forest,North Carolina,24,18,0,regular,regular,0,
401112098,2019,3,2019-09-13,regular,Boston College,Kansas,24,48,0,regular,regular,0,
401114230,2019,3,2019-09-14,regular,Houston,Washington State,24,31,0,regular,regular,1,
401112144,2019,3,2019-09-14,regular,West Virginia,NC State,44,27,0,regular,regular,0,
401110792,2019,3,2019-09-14,regular,Mississippi State,Kansas State,24,31,0,regular,regular,0,
401112159,2019,3,2019-09-14,regular,Indiana,Ohio State,10,51,0,regular,regular,0,
401112147,2019,3,2019-09-14,regular,Illinois,Eastern Michigan,31,34,0,regular,regular,0,
401117863,2019,3,2019-09-14,regular,Cincinnati,Miami (OH),35,13,0,regular,regular,0,
401110788,2019,3,2019-09-14,regular,Georgia,Arkansas State,55,0,0,regular,regular,0,
401112259,2019,3,2019-09-14,regular,Penn State,Pittsburgh,17,10,0,regular,regular,0,
401112203,2019,3,2019-09-14,regular,Temple,Maryland,20,17,0,regular,regular,0,
401114185,2019,3,2019-09-14,regular,Colorado,Air Force,23,30,0,regular,regular,0,
401114257,2019,3,2019-09-14,regular,Ball State,Florida Atlantic,31,41,0,regular,regular,0,
401114336,2019,3,2019-09-14,regular,Notre Dame,New Mexico,66,14,0,regular,regular,0,
401119263,2019,3,2019-09-14,regular,Central Michigan,Akron,45,24,0,regular,regular,0,
401110794,2019,3,2019-09-14,regular,South Carolina,Alabama,23,47,0,regular,regular,0,
401117865,2019,3,2019-09-14,regular,South Alabama,Memphis,6,42,0,regular,regular,0,
401117864,2019,3,2019-09-14,regular,Navy,East Carolina,42,10,0,regular,regular,0,
401114261,2019,3,2019-09-14,regular,UTSA,Army,13,31,0,regular,regular,0,
401112124,2019,3,2019-09-14,regular,Tulsa,Oklahoma State,21,40,0,regular,regular,0,
401112231,2019,3,2019-09-14,regular,Minnesota,Georgia Southern,35,32,0,regular,regular,0,
401114219,2019,3,2019-09-14,regular,BYU,USC,30,27,0,regular,regular,0,
401114208,2019,3,2019-09-14,regular,UCF,Stanford,45,27,0,regular,regular,0,
401112246,2019,3,2019-09-14,regular,Northwestern,UNLV,30,14,0,regular,regular,0,
401112086,2019,3,2019-09-14,regular,Iowa State,Iowa,17,18,0,regular,regular,0,
401112214,2019,3,2019-09-14,regular,Michigan State,Arizona State,7,10,0,regular,regular,0,
401110786,2019,3,2019-09-14,regular,Arkansas,Colorado State,55,34,0,regular,regular,0,
401112453,2019,3,2019-09-14,regular,Western Kentucky,Louisville,21,38,0,regular,regular,1,
401114176,2019,3,2019-09-14,regular,California,North Texas,23,17,0,regular,regular,0,
401114258,2019,3,2019-09-14,regular,Bowling Green,Louisiana Tech,7,35,0,regular,regular,0,
401114255,2019,3,2019-09-14,regular,Charlotte,Massachusetts,52,17,0,regular,regular,0,
401114348,2019,3,2019-09-14,regular,Liberty,Buffalo,35,17,0,regular,regular,0,
401114260,2019,3,2019-09-14,regular,Troy,Southern Miss,42,47,0,regular,regular,0,
401114259,2019,3,2019-09-14,regular,Marshall,Ohio,33,31,0,regular,regular,0,
401117867,2019,3,2019-09-14,regular,SMU,Texas State,47,17,0,regular,regular,0,
401110789,2019,3,2019-09-14,regular,Kentucky,Florida,21,29,0,regular,regular,0,
