season_year,game_id,week,team,opponent,garbage_time_excluded,off_plays,off_ppa,off_success_rate,off_explosiveness,def_plays,def_ppa,def_success_rate,def_explosiveness
2012,322430009,1,Arizona State,Northern Arizona,1,31,0.4832164831945234,0.6129032258064516,1.1579303002052885,25,-0.24206223383107117,0.24,0.7625340555643607
2012,322430009,1,Northern Arizona,Arizona State,1,25,-0.24206223383107117,0.24,0.7625340555643607,31,0.4832164831945234,0.6129032258064516,1.1579303002052885
2012,322430041,1,Massachusetts,UConn,1,38,-0.18486793463074083,0.15789473684210525,0.9211638410395588,53,0.028144950485996394,0.41509433962264153,0.9992526328747617
2012,322430041,1,UConn,Massachusetts,1,53,0.028144950485996394,0.41509433962264153,0.9992526328747617,38,-0.18486793463074083,0.15789473684210525,0.9211638410395588
2012,322430070,1,Eastern Washington,Idaho,1,73,0.06426184642123252,0.3424657534246575,1.3378707403019015,61,0.02745963901393571,0.29508196721311475,0.8678981475601621
2012,322430070,1,Idaho,Eastern Washington,1,61,0.02745963901393571,0.29508196721311475,0.8678981475601621,73,0.06426184642123252,0.3424657534246575,1.3378707403019015
2012,322430166,1,New Mexico State,Sacramento State,1,48,0.07246505694059951,0.3333333333333333,1.3358172629166565,65,0.06722264436408222,0.4461538461538462,0.8909194018253962
2012,322430166,1,Sacramento State,New Mexico State,1,65,0.06722264436408222,0.4461538461538462,0.8909194018253962,48,0.07246505694059951,0.3333333333333333,1.3358172629166565
2012,322430238,1,South Carolina,Vanderbilt,1,60,0.03720882635583279,0.4166666666666667,0.8752770293952264,60,-0.21621909725135857,0.2833333333333333,0.9762537276886788
2012,322430238,1,Vanderbilt,South Carolina,1,60,-0.21621909725135857,0.2833333333333333,0.9762537276886788,60,0.03720882635583279,0.4166666666666667,0.8752770293952264
2012,322430242,1,Rice,UCLA,1,70,0.09677650649032284,0.42857142857142855,0.8632036349489953,56,-0.0028862163129828,0.5,0.47678972283409216
2012,322430242,1,UCLA,Rice,1,56,-0.0028862163129828,0.5,0.47678972283409216,70,0.09677650649032284,0.42857142857142855,0.8632036349489953
2012,322430252,1,BYU,Washington State,1,67,0.1993202742919089,0.5223880597014925,0.8368099041118138,47,-0.10823894900874731,0.2553191489361702,1.0704362818447366
2012,322430252,1,Washington State,BYU,1,47,-0.10823894900874731,0.2553191489361702,1.0704362818447366,67,0.1993202742919089,0.5223880597014925,0.8368099041118138
2012,322430254,1,Northern Colorado,Utah,1,41,-0.14050289476546807,0.1951219512195122,1.1627674904460152,56,0.20418763598965084,0.5535714285714286,0.7463162096208915
2012,322430254,1,Utah,Northern Colorado,1,56,0.20418763598965084,0.5535714285714286,0.7463162096208915,41,-0.14050289476546807,0.1951219512195122,1.1627674904460152
2012,322432006,1,Akron,UCF,1,42,-0.17086284130405743,0.2619047619047619,1.2364548661094452,39,0.15813531537940165,0.4358974358974359,0.8319802295943876
2012,322432006,1,UCF,Akron,1,39,0.15813531537940165,0.4358974358974359,0.8319802295943876,42,-0.17086284130405743,0.2619047619047619,1.2364548661094452
