game_id,season_year,week,date,season_type,home_team,away_team,home_conference,away_conference,home_score,away_score,went_ot,game_type,game_phase,neutral_site,notes
55282,1988,1,1988-08-27,regular,Nebraska,Texas A&M,Big 8,Southwest,23,14,0,regular,regular,0,
55283,1988,2,1988-09-01,regular,Boston College,USC,FBS Independents,Pac-10,7,34,0,regular,regular,0,
55284,1988,2,1988-09-01,regular,Wyoming,BYU,Western Athletic,Western Athletic,24,14,0,regular,regular,0,
55305,1988,2,1988-09-03,regular,Ole Miss,Memphis,SEC,FBS Independents,24,6,0,regular,regular,0,
55297,1988,2,1988-09-03,regular,Georgia,Tennessee,SEC,SEC,28,17,0,regular,regular,0,
55303,1988,2,1988-09-03,regular,Maryland,Louisville,ACC,FBS Independents,27,16,0,regular,regular,0,
55316,1988,2,1988-09-03,regular,Syracuse,Temple,FBS Independents,FBS Independents,31,21,0,regular,regular,0,
55320,1988,2,1988-09-03,regular,UCLA,San Diego State,Pac-10,Western Athletic,59,6,0,regular,regular,0,
55296,1988,2,1988-09-03,regular,New Mexico,Fresno State,Western Athletic,Big West,21,68,0,regular,regular,0,
55301,1988,2,1988-09-03,regular,Louisiana,Cal State Fullerton,FBS Independents,Big West,24,9,0,regular,regular,0,
55298,1988,2,1988-09-03,regular,Hawai'i,Iowa,Western Athletic,Big Ten,27,24,0,regular,regular,0,
55288,1988,2,1988-09-03,regular,Ball State,Toledo,Mid-American,Mid-American,13,3,0,regular,regular,0,
55323,1988,2,1988-09-03,regular,Illinois,Washington State,Big Ten,Pac-10,7,44,0,regular,regular,0,
55313,1988,2,1988-09-03,regular,New Mexico State,San José State,Big West,Big West,0,51,0,regular,regular,0,
55311,1988,2,1988-09-03,regular,Northern Illinois,Akron,FBS Independents,FBS Independents,7,6,0,regular,regular,0,
55308,1988,2,1988-09-03,regular,Nebraska,Utah State,Big 8,Big West,63,13,0,regular,regular,0,
55304,1988,2,1988-09-03,regular,Miami,Florida State,FBS Independents,FBS Independents,31,0,0,regular,regular,0,
55294,1988,2,1988-09-03,regular,Eastern Michigan,Miami (OH),Mid-American,Mid-American,24,17,0,regular,regular,0,
55289,1988,2,1988-09-03,regular,Baylor,UNLV,Southwest,Big West,27,3,0,regular,regular,0,
55324,1988,2,1988-09-03,regular,West Virginia,Bowling Green,FBS Independents,Mid-American,62,14,0,regular,regular,0,
55325,1988,2,1988-09-03,regular,Wisconsin,Western Michigan,Big Ten,Mid-American,14,24,0,regular,regular,0,
55302,1988,2,1988-09-03,regular,LSU,Texas A&M,SEC,Southwest,27,0,0,regular,regular,0,
55285,1988,2,1988-09-03,regular,Colorado State,Air Force,Western Athletic,Western Athletic,23,29,0,regular,regular,0,
55291,1988,2,1988-09-03,regular,Clemson,Virginia Tech,ACC,FBS Independents,40,7,0,regular,regular,0,
55286,1988,2,1988-09-03,regular,Oregon State,Arizona,Pac-10,Pac-10,13,24,0,regular,regular,0,
55314,1988,2,1988-09-03,regular,South Carolina,North Carolina,FBS Independents,ACC,31,10,0,regular,regular,0,
55300,1988,2,1988-09-03,regular,Kentucky,Central Michigan,SEC,Mid-American,18,7,0,regular,regular,0,
55319,1988,2,1988-09-03,regular,Tulsa,Kansas State,FBS Independents,Big 8,35,9,0,regular,regular,0,
55292,1988,2,1988-09-03,regular,Northwestern,Duke,Big Ten,ACC,21,31,0,regular,regular,0,
55287,1988,2,1988-09-03,regular,Arkansas,Pacific,Southwest,Big West,63,14,0,regular,regular,0,
55326,1988,3,1988-09-08,regular,BYU,Texas,Western Athletic,Southwest,47,6,0,regular,regular,0,
55327,1988,3,1988-09-08,regular,Louisville,Wyoming,FBS Independents,Western Athletic,9,44,0,regular,regular,0,
55334,1988,3,1988-09-10,regular,Bowling Green,Ball State,Mid-American,Mid-American,10,34,0,regular,regular,0,
55374,1988,3,1988-09-10,regular,Purdue,Washington,Big Ten,Pac-10,6,20,0,regular,regular,0,
55346,1988,3,1988-09-10,regular,Colorado State,Hawai'i,Western Athletic,Western Athletic,23,31,0,regular,regular,0,
55375,1988,3,1988-09-10,regular,Minnesota,Washington State,Big Ten,Pac-10,9,41,0,regular,regular,0,
55329,1988,3,1988-09-10,regular,Arizona,Texas Tech,Pac-10,Southwest,35,19,0,regular,regular,0,
55344,1988,3,1988-09-10,regular,Georgia,TCU,SEC,Southwest,38,10,0,regular,regular,0,
55363,1988,3,1988-09-10,regular,San José State,Oregon State,Big West,Pac-10,27,41,0,regular,regular,0,
55360,1988,3,1988-09-10,regular,North Carolina,Oklahoma,ACC,Big 8,0,28,0,regular,regular,0,
55369,1988,3,1988-09-10,regular,UCLA,Nebraska,Pac-10,Big 8,41,28,0,regular,regular,0,
55365,1988,3,1988-09-10,regular,Michigan State,Rutgers,Big Ten,FBS Independents,13,17,0,regular,regular,0,
55359,1988,3,1988-09-10,regular,Ohio State,Syracuse,Big Ten,FBS Independents,26,9,0,regular,regular,0,
55371,1988,3,1988-09-10,regular,Vanderbilt,Mississippi State,SEC,SEC,24,20,0,regular,regular,0,
55328,1988,3,1988-09-10,regular,Temple,Alabama,FBS Independents,SEC,0,37,0,regular,regular,0,
55333,1988,3,1988-09-10,regular,Auburn,Kentucky,SEC,SEC,20,10,0,regular,regular,0,
55336,1988,3,1988-09-10,regular,Boston College,Cincinnati,FBS Independents,FBS Independents,41,7,0,regular,regular,0,
55377,1988,3,1988-09-10,regular,Toledo,Western Michigan,Mid-American,Mid-American,9,31,0,regular,regular,0,
55343,1988,3,1988-09-10,regular,Florida State,Southern Miss,FBS Independents,FBS Independents,49,13,0,regular,regular,0,
55342,1988,3,1988-09-10,regular,Ole Miss,Florida,SEC,SEC,15,27,0,regular,regular,0,
55335,1988,3,1988-09-10,regular,Kansas,Baylor,Big 8,Southwest,14,27,0,regular,regular,0,
55364,1988,3,1988-09-10,regular,Virginia,Penn State,ACC,FBS Independents,14,42,0,regular,regular,0,
55337,1988,3,1988-09-10,regular,California,Pacific,Pac-10,Big West,30,7,0,regular,regular,0,
55340,1988,3,1988-09-10,regular,Tennessee,Duke,SEC,ACC,26,31,0,regular,regular,0,
55362,1988,3,1988-09-10,regular,Oregon,Long Beach State,Pac-10,Big West,49,0,0,regular,regular,0,
55361,1988,3,1988-09-10,regular,Oklahoma State,Miami (OH),Big 8,Mid-American,52,20,0,regular,regular,0,
