game_id,season_year,week,date,season_type,home_team,away_team,home_conference,away_conference,home_score,away_score,went_ot,game_type,game_phase,neutral_site,notes
56550,1990,1,1990-08-26,regular,Tennessee,Colorado,SEC,Big 8,31,31,0,regular,regular,0,
56551,1990,2,1990-08-31,regular,USC,Syracuse,Pac-10,FBS Independents,34,16,0,regular,regular,0,
56571,1990,2,1990-09-01,regular,Oklahoma State,Tulsa,Big 8,FBS Independents,10,3,0,regular,regular,0,
56567,1990,2,1990-09-01,regular,New Mexico State,New Mexico,Big West,Western Athletic,12,29,0,regular,regular,0,
56581,1990,2,1990-09-01,regular,West Virginia,Kent State,FBS Independents,Mid-American,35,24,0,regular,regular,0,
56563,1990,2,1990-09-01,regular,Maryland,Virginia Tech,ACC,FBS Independents,20,13,0,regular,regular,0,
56572,1990,2,1990-09-01,regular,Pittsburgh,Ohio,FBS Independents,Mid-American,35,3,0,regular,regular,0,
56577,1990,2,1990-09-01,regular,Hawai'i,Texas A&M,Western Athletic,Southwest,13,28,0,regular,regular,0,
56556,1990,2,1990-09-01,regular,Clemson,Long Beach State,ACC,Big West,59,0,0,regular,regular,0,
56554,1990,2,1990-09-01,regular,UTEP,BYU,Western Athletic,Western Athletic,10,30,0,regular,regular,0,
56579,1990,2,1990-09-01,regular,Kansas,Virginia,Big 8,ACC,10,59,0,regular,regular,0,
56568,1990,2,1990-09-01,regular,North Carolina,Miami (OH),ACC,Mid-American,34,0,0,regular,regular,0,
56559,1990,2,1990-09-01,regular,Fresno State,Eastern Michigan,Big West,Mid-American,41,10,0,regular,regular,0,
56561,1990,2,1990-09-01,regular,Tulane,Louisiana,FBS Independents,FBS Independents,6,48,0,regular,regular,0,
56578,1990,2,1990-09-01,regular,Utah State,Utah,Big West,Western Athletic,0,19,0,regular,regular,0,
56566,1990,2,1990-09-01,regular,Nebraska,Baylor,Big 8,Southwest,13,0,0,regular,regular,0,
56558,1990,2,1990-09-01,regular,East Carolina,Louisiana Tech,FBS Independents,FBS Independents,27,17,0,regular,regular,0,
56562,1990,2,1990-09-01,regular,Louisville,San José State,FBS Independents,Big West,10,10,0,regular,regular,0,
56574,1990,2,1990-09-01,regular,South Carolina,Duke,FBS Independents,ACC,21,10,0,regular,regular,0,
56557,1990,2,1990-09-01,regular,Air Force,Colorado State,Western Athletic,Western Athletic,33,35,0,regular,regular,0,
56580,1990,2,1990-09-01,regular,TCU,Washington State,Southwest,Pac-10,3,21,0,regular,regular,0,
56573,1990,2,1990-09-01,regular,Rice,Wake Forest,Southwest,ACC,33,17,0,regular,regular,0,
56582,1990,2,1990-09-01,regular,Wyoming,Temple,Western Athletic,FBS Independents,38,23,0,regular,regular,0,
56560,1990,2,1990-09-01,regular,Kentucky,Central Michigan,SEC,Mid-American,20,17,0,regular,regular,0,
56576,1990,2,1990-09-01,regular,Tennessee,Pacific,SEC,Big West,55,7,0,regular,regular,0,
56553,1990,2,1990-09-01,regular,Arkansas State,Memphis,FBS Independents,FBS Independents,24,24,0,regular,regular,0,
56583,1990,2,1990-09-02,regular,Cincinnati,Bowling Green,FBS Independents,Mid-American,20,34,0,regular,regular,0,
56584,1990,3,1990-09-06,regular,Colorado,Stanford,Big 8,Pac-10,21,17,0,regular,regular,0,
56586,1990,3,1990-09-08,regular,Kent State,Akron,Mid-American,FBS Independents,10,38,0,regular,regular,0,
56614,1990,3,1990-09-08,regular,Ohio State,Texas Tech,Big Ten,Southwest,17,10,0,regular,regular,0,
56602,1990,3,1990-09-08,regular,Houston,UNLV,Southwest,Big West,37,9,0,regular,regular,0,
56593,1990,3,1990-09-08,regular,Wisconsin,California,Big Ten,Pac-10,12,28,0,regular,regular,0,
56594,1990,3,1990-09-08,regular,Central Michigan,Cincinnati,Mid-American,FBS Independents,34,0,0,regular,regular,0,
56615,1990,3,1990-09-08,regular,UCLA,Oklahoma,Pac-10,Big 8,14,34,0,regular,regular,0,
56637,1990,3,1990-09-08,regular,Washington State,Wyoming,Pac-10,Western Athletic,13,34,0,regular,regular,0,
56585,1990,3,1990-09-08,regular,Air Force,Hawai'i,Western Athletic,Western Athletic,27,3,0,regular,regular,0,
56636,1990,3,1990-09-08,regular,Washington,San José State,Pac-10,Big West,20,17,0,regular,regular,0,
56623,1990,3,1990-09-08,regular,Syracuse,Temple,FBS Independents,FBS Independents,19,9,0,regular,regular,0,
