season_year,team,conference,garbage_time_excluded,off_plays,off_ppa,off_success_rate,off_explosiveness,off_pts_per_opp,off_line_yards,off_stuff_rate,off_havoc,def_plays,def_ppa,def_success_rate,def_explosiveness,def_pts_per_opp,def_line_yards,def_stuff_rate,def_havoc
2011,Air Force,Mountain West,1,737,0.16284568754775913,0.4789687924016282,0.8966056600759059,-0.14,3.202209944751381,0.17495395948434622,0.019,716,0.10435408225893268,0.473463687150838,0.8059010319180753,0.08641975308641975,3.3691780821917807,0.1324200913242009,0.029
2011,Akron,Mid-American,1,560,-0.0365675055882671,0.35892857142857143,0.8508365045894833,-0.14285714285714285,2.6684782608695654,0.2246376811594203,0.019,589,0.12004321029780325,0.48047538200339557,0.8221708331094949,-0.07526881720430108,3.3283987915407853,0.1510574018126888,0.012
2011,Alabama,SEC,1,699,0.10973891253441588,0.463519313304721,0.8509407788602957,-0.07954545454545454,3.0649025069637883,0.17827298050139276,0.049,534,-0.1411418199958659,0.27902621722846443,0.8764302407146937,-0.3333333333333333,1.9120754716981132,0.25660377358490566,0.03
2011,Arizona,Pac-12,1,780,0.1250950885161545,0.45256410256410257,1.0172826665973398,0,2.2587044534412954,0.291497975708502,0.036,756,0.16152804920120142,0.4444444444444444,0.9946254597245086,-0.15384615384615385,2.982471264367816,0.19540229885057472,0.026
2011,Arizona State,Pac-12,1,850,0.07131277453837905,0.42470588235294116,0.9868671298423762,-0.19444444444444445,2.558805970149254,0.23582089552238805,0.027,826,0.10161210285339464,0.4322033898305085,0.9056256468649676,0,2.791005291005291,0.20899470899470898,0.03
2011,Arkansas,SEC,1,758,0.11534408035266831,0.4261213720316623,1.0035400692461112,-0.2828282828282828,2.588590604026846,0.25838926174496646,0.016,758,0.044776090240101735,0.3997361477572559,0.9485563132900499,-0.56,3.0263020833333334,0.1953125,0.014
2011,Arkansas State,Sun Belt,1,876,0.07626743674554146,0.4394977168949772,0.8347006755590144,-0.26666666666666666,3.047300771208226,0.18766066838046272,0.023,818,-0.05467452271551679,0.3533007334963325,0.9467570374788381,0,2.2532967032967033,0.2664835164835165,0.023
2011,Army,FBS Independents,1,640,0.1250549984791025,0.4328125,0.8989557564100029,-0.09859154929577464,3.4719424460431654,0.1223021582733813,0.013,588,0.10700227892055285,0.4523809523809524,0.8949523187197738,-0.36363636363636365,3.169482288828338,0.16621253405994552,0.015
2011,Auburn,SEC,1,742,0.011002330989703261,0.3948787061994609,0.9006143744316412,-0.175,2.91826280623608,0.19376391982182628,0.028,829,0.11127313422651593,0.4439083232810615,0.8926276222828043,-0.09210526315789473,2.967117117117117,0.20045045045045046,0.028
2011,Ball State,Mid-American,1,720,0.03212848533037302,0.4152777777777778,0.847012097127332,0,3.107073954983923,0.1607717041800643,0.027,750,0.1836102209263906,0.47733333333333333,0.9392565722884455,-0.15730337078651685,3.313625304136253,0.15085158150851583,0.023
2011,Baylor,Big 12,1,823,0.1874477672506048,0.5006075334143378,0.934023439539254,0,3.24627539503386,0.18284424379232506,0.017,856,0.11742498704758116,0.45560747663551404,0.9643590232956556,-0.19626168224299065,3.0815724815724814,0.17936117936117937,0.028
2011,Boise State,Mountain West,1,751,0.10524834589514535,0.47270306258322237,0.8553769526323628,-0.061946902654867256,2.7495774647887323,0.2028169014084507,0.019,574,-0.005967457642288824,0.32752613240418116,0.9787446166680169,-0.3442622950819672,2.2326164874551973,0.23655913978494625,0.016
2011,Boston College,ACC,1,712,-0.0025985801597746645,0.3792134831460674,0.9914760147341778,0,2.6048257372654153,0.24664879356568364,0.015,808,0.0609043908323721,0.4282178217821782,0.8500182089008004,-0.1917808219178082,2.716535433070866,0.1942257217847769,0.018
2011,Bowling Green,Mid-American,1,720,0.01385597530927866,0.4166666666666667,0.9481688080108437,-0.08860759493670886,2.589622641509434,0.27358490566037735,0.022,765,0.05498093765369173,0.4261437908496732,0.8946399961898258,-0.08641975308641975,3.1756281407035174,0.19597989949748743,0.017
2011,Buffalo,Mid-American,1,751,0.018346589525038592,0.39280958721704395,0.92517281628295,0,2.8363372093023256,0.20348837209302326,0.019,681,0.03550571686481254,0.39500734214390604,0.9416366545891546,0,2.694206549118388,0.22921914357682618,0.022
2011,BYU,FBS Independents,1,808,0.08052132700926481,0.4443069306930693,0.9319462321084006,-0.13861386138613863,2.7957286432160804,0.18592964824120603,0.019,713,-0.027647021784542796,0.3548387096774194,0.9460409521309945,-0.28,2.284923076923077,0.25846153846153846,0.029
2011,California,Pac-12,1,794,0.0713175259516538,0.42317380352644834,0.9562018012327892,-0.08235294117647059,2.6195121951219513,0.25203252032520324,0.014,735,-0.005882481564621659,0.3578231292517007,0.9920450597305905,-0.0945945945945946,2.2388101983002833,0.26628895184135976,0.03
2011,Central Michigan,Mid-American,1,710,0.025709770854073926,0.4028169014084507,0.9468878555800033,-0.19718309859154928,2.489198606271777,0.23344947735191637,0.03,789,0.07393216364246476,0.4309252217997465,0.8828898911797256,0,2.963895486935867,0.18052256532066507,0.015
2011,Cincinnati,Big East,1,771,0.0319008412246146,0.3968871595330739,1.0130775284210716,-0.13592233009708737,2.6873385012919897,0.24806201550387597,0.024,817,0.059243197870006634,0.38555691554467564,0.9934516338398789,-0.09722222222222222,2.4435530085959885,0.24355300859598855,0.018
2011,Clemson,ACC,1,949,0.0715307007407067,0.4362486828240253,0.9390227356740681,-0.2545454545454545,2.7993348115299335,0.21951219512195122,0.02,853,0.04488762046999549,0.4220398593200469,0.8909222177245897,-0.08139534883720931,2.945859872611465,0.18046709129511676,0.013
2011,Colorado,Pac-12,1,716,0.06508214731156814,0.3687150837988827,1.0523888043102463,-0.11290322580645161,2.6704918032786886,0.20655737704918034,0.016,735,0.15853823091210825,0.4489795918367347,1.052036180035469,-0.07692307692307693,3.201201201201201,0.17717717717717718,0.024
2011,Colorado State,Mountain West,1,718,0.022399584535262147,0.40947075208913647,0.8968893265518635,-0.19718309859154928,3.0986449864498646,0.17344173441734417,0.026,710,0.11539068102240761,0.44084507042253523,0.9166728681635485,-0.1686746987951807,3.2859223300970872,0.1553398058252427,0.021
2011,Duke,ACC,1,751,0.042934770921643085,0.39014647137150466,0.9919876574467487,-0.0945945945945946,2.284083044982699,0.23875432525951557,0.03,712,0.13352555837998065,0.4438202247191011,0.9647802560316013,0,3.2070680628272252,0.193717277486911,0.02
2011,East Carolina,Conference USA,1,811,0.07494853706295751,0.4438964241676942,0.8437852585799713,-0.6363636363636364,2.599388379204893,0.20795107033639143,0.023,719,0.039102756961028176,0.44506258692628653,0.8062136823173557,0,3.279639175257732,0.13402061855670103,0.017
2011,Eastern Michigan,Mid-American,1,697,0.028795247899054036,0.38880918220946914,0.9365532666323855,-0.09859154929577464,2.8382765531062124,0.20240480961923848,0.016,703,0.008373132315765738,0.3712660028449502,0.9361504121004799,-0.10294117647058823,2.699388379204893,0.22935779816513763,0.016
2011,Florida,SEC,1,709,-0.0009109298847516101,0.38645980253878703,0.9209042542430398,0,2.2836021505376345,0.271505376344086,0.016,725,0.0012667998558886593,0.37103448275862067,0.894806996602445,-0.3783783783783784,2.477386934673367,0.21608040201005024,0.025
2011,Florida Atlantic,Sun Belt,1,608,-0.05919261938271734,0.3404605263157895,0.864962167548339,-0.3620689655172414,2.309540636042403,0.24381625441696114,0.028,756,0.07086787161162117,0.42328042328042326,0.9400513905495463,-0.07368421052631578,2.761290322580645,0.228287841191067,0.017
2011,Florida International,Sun Belt,1,822,0.01633478952573555,0.4245742092457421,0.8314145143965053,-0.23595505617977527,2.9025943396226417,0.23820754716981132,0.014,837,-0.0008923754627505826,0.38829151732377537,0.9344039079844189,-0.34146341463414637,2.7519893899204244,0.22281167108753316,0.02
2011,Florida State,ACC,1,719,0.05375434564730727,0.4325452016689847,0.8642444435057671,-0.08139534883720931,2.5910216718266255,0.22291021671826625,0.026,729,-0.029277094978907438,0.3374485596707819,0.9349530666045692,-0.375,2.262962962962963,0.2535612535612536,0.026
