game_id,season_year,week,date,season_type,home_team,away_team,home_conference,away_conference,home_score,away_score,went_ot,game_type,game_phase,neutral_site,notes
312442229,2011,1,2011-09-01,regular,Florida International,North Texas,Sun Belt,Sun Belt,41,16,0,regular,regular,0,
312440235,2011,1,2011-09-02,regular,Memphis,Mississippi State,Conference USA,SEC,14,59,0,regular,regular,0,
312440183,2011,1,2011-09-02,regular,Syracuse,Wake Forest,Big East,ACC,36,29,1,regular,regular,0,
312440275,2011,1,2011-09-02,regular,Wisconsin,UNLV,Big Ten,Mountain West,51,17,0,regular,regular,0,
312440070,2011,1,2011-09-02,regular,Idaho,Bowling Green,Western Athletic,Mid-American,15,32,0,regular,regular,0,
312440098,2011,1,2011-09-02,regular,Western Kentucky,Kentucky,Sun Belt,SEC,3,14,0,regular,regular,1,
312450239,2011,1,2011-09-03,regular,Baylor,TCU,Big 12,Mountain West,50,48,0,regular,regular,0,
312460194,2011,1,2011-09-03,regular,Ohio State,Akron,Big Ten,Mid-American,42,0,0,regular,regular,0,
312462509,2011,1,2011-09-03,regular,Purdue,Middle Tennessee,Big Ten,Sun Belt,27,24,0,regular,regular,0,
312460103,2011,1,2011-09-03,regular,Boston College,Northwestern,ACC,Big Ten,17,24,0,regular,regular,0,
312460002,2011,1,2011-09-03,regular,Auburn,Utah State,SEC,Western Athletic,42,38,0,regular,regular,0,
312460142,2011,1,2011-09-03,regular,Missouri,Miami (OH),Big 12,Mid-American,17,6,0,regular,regular,0,
312460333,2011,1,2011-09-03,regular,Alabama,Kent State,SEC,Mid-American,48,7,0,regular,regular,0,
312460030,2011,1,2011-09-03,regular,USC,Minnesota,Pac-12,Big Ten,19,17,0,regular,regular,0,
312460052,2011,1,2011-09-03,regular,Florida State,UL Monroe,ACC,Sun Belt,34,0,0,regular,regular,0,
312460087,2011,1,2011-09-03,regular,Notre Dame,South Florida,FBS Independents,Big East,20,23,0,regular,regular,0,
312460356,2011,1,2011-09-03,regular,Illinois,Arkansas State,Big Ten,Sun Belt,33,15,0,regular,regular,0,
312460130,2011,1,2011-09-03,regular,Michigan,Western Michigan,Big Ten,Mid-American,34,10,0,regular,regular,0,
312460248,2011,1,2011-09-03,regular,Houston,UCLA,Conference USA,Pac-12,38,34,0,regular,regular,0,
312460228,2011,1,2011-09-03,regular,Clemson,Troy,ACC,Sun Belt,43,19,0,regular,regular,0,
312460145,2011,1,2011-09-03,regular,Ole Miss,BYU,SEC,FBS Independents,13,14,0,regular,regular,0,
312460024,2011,1,2011-09-03,regular,Stanford,San José State,Pac-12,Western Athletic,57,3,0,regular,regular,0,
312460167,2011,1,2011-09-03,regular,New Mexico,Colorado State,Mountain West,Mountain West,10,14,0,regular,regular,0,
312460221,2011,1,2011-09-03,regular,Pittsburgh,Buffalo,Big East,Mid-American,35,16,0,regular,regular,0,
312462050,2011,1,2011-09-03,regular,Ball State,Indiana,Mid-American,Big Ten,27,20,0,regular,regular,1,
312462579,2011,1,2011-09-03,regular,South Carolina,East Carolina,SEC,Conference USA,56,37,0,regular,regular,1,
312460197,2011,1,2011-09-03,regular,Oklahoma State,Louisiana,Big 12,Sun Belt,61,34,0,regular,regular,0,
312462459,2011,1,2011-09-03,regular,Northern Illinois,Army,Mid-American,FBS Independents,49,26,0,regular,regular,0,
312460025,2011,1,2011-09-03,regular,California,Fresno State,Pac-12,Western Athletic,36,21,0,regular,regular,0,
312460057,2011,1,2011-09-03,regular,Florida,Florida Atlantic,SEC,Sun Belt,41,3,0,regular,regular,0,
312460061,2011,1,2011-09-04,regular,Georgia,Boise State,SEC,Mountain West,21,35,0,regular,regular,0,
312460251,2011,1,2011-09-04,regular,Texas,Rice,Big 12,Conference USA,34,9,0,regular,regular,0,
312460099,2011,1,2011-09-04,regular,LSU,Oregon,SEC,Pac-12,40,27,0,regular,regular,1,
312460201,2011,1,2011-09-04,regular,Oklahoma,Tulsa,Big 12,Conference USA,47,14,0,regular,regular,0,
312460166,2011,1,2011-09-04,regular,New Mexico State,Ohio,Western Athletic,Mid-American,24,44,0,regular,regular,0,
312462572,2011,1,2011-09-04,regular,Southern Miss,Louisiana Tech,Conference USA,Western Athletic,19,17,0,regular,regular,0,
312460062,2011,1,2011-09-04,regular,Hawai'i,Colorado,Western Athletic,Pac-12,34,17,0,regular,regular,0,
312470277,2011,1,2011-09-04,regular,West Virginia,Marshall,Big East,Conference USA,34,13,0,regular,regular,0,
312470245,2011,1,2011-09-04,regular,Texas A&M,SMU,Big 12,Conference USA,46,14,0,regular,regular,0,
312480120,2011,1,2011-09-06,regular,Maryland,Miami,ACC,ACC,32,24,0,regular,regular,0,
312510197,2011,2,2011-09-09,regular,Oklahoma State,Arizona,Big 12,Pac-12,37,14,0,regular,regular,0,
312520097,2011,2,2011-09-09,regular,Louisville,Florida International,Big East,Sun Belt,17,24,0,regular,regular,0,
312520009,2011,2,2011-09-10,regular,Arizona State,Missouri,Pac-12,Big 12,37,30,1,regular,regular,0,
312530096,2011,2,2011-09-10,regular,Kentucky,Central Michigan,SEC,Mid-American,27,13,0,regular,regular,0,
312530275,2011,2,2011-09-10,regular,Wisconsin,Oregon State,Big Ten,Pac-12,35,0,0,regular,regular,0,
312530127,2011,2,2011-09-10,regular,Michigan State,Florida Atlantic,Big Ten,Sun Belt,44,0,0,regular,regular,0,
312530066,2011,2,2011-09-10,regular,Iowa State,Iowa,Big 12,Big Ten,44,41,1,regular,regular,0,
312530349,2011,2,2011-09-10,regular,Army,San Diego State,FBS Independents,Mountain West,20,23,0,regular,regular,0,
312530194,2011,2,2011-09-10,regular,Ohio State,Toledo,Big Ten,Mid-American,27,22,0,regular,regular,0,
312530002,2011,2,2011-09-10,regular,Auburn,Mississippi State,SEC,SEC,41,34,0,regular,regular,0,
312530153,2011,2,2011-09-10,regular,North Carolina,Rutgers,ACC,Big East,24,22,0,regular,regular,0,
312530154,2011,2,2011-09-10,regular,Wake Forest,NC State,ACC,ACC,34,27,0,regular,regular,0,
312530213,2011,2,2011-09-10,regular,Penn State,Alabama,Big Ten,SEC,11,27,0,regular,regular,0,
312530151,2011,2,2011-09-10,regular,East Carolina,Virginia Tech,Conference USA,ACC,10,17,0,regular,regular,0,
312532655,2011,2,2011-09-10,regular,Tulane,Tulsa,Conference USA,Conference USA,3,31,0,regular,regular,0,
312532005,2011,2,2011-09-10,regular,Air Force,TCU,Mountain West,Mountain West,19,35,0,regular,regular,0,
312532483,2011,2,2011-09-10,regular,Oregon,Nevada,Pac-12,Western Athletic,69,20,0,regular,regular,0,
312530276,2011,2,2011-09-10,regular,Marshall,Southern Miss,Conference USA,Conference USA,26,20,0,regular,regular,0,
312530264,2011,2,2011-09-10,regular,Washington,Hawai'i,Pac-12,Western Athletic,40,32,0,regular,regular,0,
312530150,2011,2,2011-09-10,regular,Duke,Stanford,ACC,Pac-12,14,44,0,regular,regular,0,
312530038,2011,2,2011-09-10,regular,Colorado,California,Pac-12,Pac-12,33,36,1,regular,regular,0,
312532633,2011,2,2011-09-10,regular,Tennessee,Cincinnati,SEC,Big East,45,23,0,regular,regular,0,
312530135,2011,2,2011-09-10,regular,Minnesota,New Mexico State,Big Ten,Western Athletic,21,28,0,regular,regular,0,
312530242,2011,2,2011-09-10,regular,Rice,Purdue,Conference USA,Big Ten,24,22,0,regular,regular,0,
312530061,2011,2,2011-09-10,regular,Georgia,South Carolina,SEC,SEC,42,45,0,regular,regular,0,
312530265,2011,2,2011-09-10,regular,Washington State,UNLV,Pac-12,Mountain West,59,7,0,regular,regular,0,
312532006,2011,2,2011-09-10,regular,Akron,Temple,Mid-American,Mid-American,3,41,0,regular,regular,0,
312530249,2011,2,2011-09-10,regular,North Texas,Houston,Sun Belt,Conference USA,23,48,0,regular,regular,0,
312532393,2011,2,2011-09-10,regular,Middle Tennessee,Georgia Tech,Sun Belt,ACC,21,49,0,regular,regular,0,
312532032,2011,2,2011-09-10,regular,Arkansas State,Memphis,Sun Belt,Conference USA,47,3,0,regular,regular,0,
312530158,2011,2,2011-09-10,regular,Nebraska,Fresno State,Big Ten,Western Athletic,42,29,0,regular,regular,0,
312530008,2011,2,2011-09-10,regular,Arkansas,New Mexico,SEC,Mountain West,52,3,0,regular,regular,0,
312530057,2011,2,2011-09-10,regular,Florida,UAB,SEC,Conference USA,39,0,0,regular,regular,0,
312530058,2011,2,2011-09-10,regular,South Florida,Ball State,Big East,Mid-American,37,7,0,regular,regular,0,
