game_id,season_year,week,date,season_type,home_team,away_team,home_score,away_score,went_ot,game_type,game_phase,neutral_site,notes
400869090,2016,1,2016-08-27,regular,California,Hawai'i,51,31,0,regular,regular,1,
400869341,2016,1,2016-09-01,regular,Louisville,Charlotte,70,14,0,regular,regular,0,
400869421,2016,1,2016-09-01,regular,Wake Forest,Tulane,7,3,0,regular,regular,0,
400868977,2016,1,2016-09-01,regular,Tennessee,App State,20,13,0,regular,regular,0,
400869342,2016,1,2016-09-01,regular,Florida International,Indiana,13,34,0,regular,regular,0,
400869347,2016,1,2016-09-02,regular,Western Kentucky,Rice,46,14,0,regular,regular,0,
400868968,2016,1,2016-09-02,regular,Vanderbilt,South Carolina,10,13,0,regular,regular,0,
400869092,2016,1,2016-09-02,regular,Minnesota,Oregon State,30,23,0,regular,regular,0,
400869258,2016,1,2016-09-02,regular,Georgia State,Ball State,21,31,0,regular,regular,0,
400868910,2016,1,2016-09-02,regular,Temple,Army,13,28,0,regular,regular,0,
400869093,2016,1,2016-09-03,regular,Colorado,Colorado State,44,7,0,regular,regular,1,
400869265,2016,1,2016-09-03,regular,Arkansas State,Toledo,10,31,0,regular,regular,0,
400869094,2016,1,2016-09-03,regular,Stanford,Kansas State,26,13,0,regular,regular,0,
400869424,2016,1,2016-09-03,regular,Boston College,Georgia Tech,14,17,0,regular,regular,1,
400869267,2016,1,2016-09-03,regular,Northwestern,Western Michigan,21,22,0,regular,regular,0,
400869260,2016,1,2016-09-03,regular,Ohio State,Bowling Green,77,10,0,regular,regular,0,
400868976,2016,1,2016-09-03,regular,West Virginia,Missouri,26,11,0,regular,regular,0,
400869176,2016,1,2016-09-03,regular,Louisiana,Boise State,10,45,0,regular,regular,0,
400869507,2016,1,2016-09-03,regular,Houston,Oklahoma,33,23,0,regular,regular,1,
400868975,2016,1,2016-09-03,regular,Mississippi State,South Alabama,20,21,0,regular,regular,0,
400869180,2016,1,2016-09-03,regular,Michigan,Hawai'i,63,3,0,regular,regular,0,
400869097,2016,1,2016-09-03,regular,Washington,Rutgers,48,13,0,regular,regular,0,
400868974,2016,1,2016-09-03,regular,Wisconsin,LSU,16,14,0,regular,regular,1,
400869262,2016,1,2016-09-03,regular,Iowa,Miami (OH),45,21,0,regular,regular,0,
400869264,2016,1,2016-09-03,regular,Ohio,Texas State,54,56,0,regular,regular,0,
400869261,2016,1,2016-09-03,regular,Penn State,Kent State,33,13,0,regular,regular,0,
400868978,2016,1,2016-09-03,regular,Texas A&M,UCLA,31,24,0,regular,regular,0,
400868970,2016,1,2016-09-03,regular,Arkansas,Louisiana Tech,21,20,0,regular,regular,0,
400868972,2016,1,2016-09-03,regular,North Carolina,Georgia,24,33,0,regular,regular,1,
400869345,2016,1,2016-09-03,regular,North Texas,SMU,21,34,0,regular,regular,0,
400869183,2016,1,2016-09-03,regular,Tulsa,San José State,45,10,0,regular,regular,0,
400868973,2016,1,2016-09-03,regular,Kentucky,Southern Miss,35,44,0,regular,regular,0,
400868957,2016,1,2016-09-03,regular,Florida,Massachusetts,24,7,0,regular,regular,0,
400868969,2016,1,2016-09-04,regular,Alabama,USC,52,6,0,regular,regular,1,
400869179,2016,1,2016-09-04,regular,Nebraska,Fresno State,43,10,0,regular,regular,0,
400869348,2016,1,2016-09-04,regular,UTEP,New Mexico State,38,22,0,regular,regular,0,
400868971,2016,1,2016-09-04,regular,Auburn,Clemson,13,19,0,regular,regular,0,
400868922,2016,1,2016-09-04,regular,Arizona,BYU,16,18,0,regular,regular,1,
400869178,2016,1,2016-09-04,regular,Wyoming,Northern Illinois,40,34,0,regular,regular,0,
400868946,2016,1,2016-09-04,regular,Texas,Notre Dame,50,47,0,regular,regular,0,
400868979,2016,1,2016-09-06,regular,Florida State,Ole Miss,45,34,0,regular,regular,1,
400869351,2016,2,2016-09-09,regular,Florida International,Maryland,14,41,0,regular,regular,0,
400869429,2016,2,2016-09-10,regular,Syracuse,Louisville,28,62,0,regular,regular,0,
400869435,2016,2,2016-09-10,regular,East Carolina,NC State,33,30,0,regular,regular,0,
400869436,2016,2,2016-09-10,regular,Pittsburgh,Penn State,42,39,0,regular,regular,0,
400868911,2016,2,2016-09-10,regular,Army,Rice,31,14,0,regular,regular,0,
400869187,2016,2,2016-09-10,regular,Nebraska,Wyoming,52,17,0,regular,regular,0,
400869510,2016,2,2016-09-10,regular,Michigan,UCF,51,14,0,regular,regular,0,
400869270,2016,2,2016-09-10,regular,Oklahoma State,Central Michigan,27,30,0,regular,regular,0,
400869511,2016,2,2016-09-10,regular,Purdue,Cincinnati,20,38,0,regular,regular,0,
400868958,2016,2,2016-09-10,regular,Massachusetts,Boston College,7,26,0,regular,regular,0,
400869430,2016,2,2016-09-10,regular,Clemson,Troy,30,24,0,regular,regular,0,
400869184,2016,2,2016-09-10,regular,Air Force,Georgia State,48,14,0,regular,regular,0,
400869101,2016,2,2016-09-10,regular,USC,Utah State,45,7,0,regular,regular,0,
400869277,2016,2,2016-09-10,regular,Kansas,Ohio,21,37,0,regular,regular,0,
400869355,2016,2,2016-09-10,regular,App State,Old Dominion,31,7,0,regular,regular,0,
400869431,2016,2,2016-09-10,regular,Duke,Wake Forest,14,24,0,regular,regular,0,
400868947,2016,2,2016-09-10,regular,Notre Dame,Nevada,39,10,0,regular,regular,0,
400868877,2016,2,2016-09-10,regular,Baylor,SMU,40,13,0,regular,regular,0,
400868980,2016,2,2016-09-10,regular,Alabama,Western Kentucky,38,10,0,regular,regular,0,
400869512,2016,2,2016-09-10,regular,Navy,UConn,28,24,0,regular,regular,0,
400869516,2016,2,2016-09-10,regular,Ohio State,Tulsa,48,3,0,regular,regular,0,
400868983,2016,2,2016-09-10,regular,Florida,Kentucky,45,7,0,regular,regular,0,
400869268,2016,2,2016-09-10,regular,Wisconsin,Akron,54,10,0,regular,regular,0,
400869185,2016,2,2016-09-10,regular,Colorado State,UTSA,23,14,0,regular,regular,0,
400869269,2016,2,2016-09-10,regular,Indiana,Ball State,30,20,0,regular,regular,0,
400868991,2016,2,2016-09-10,regular,Vanderbilt,Middle Tennessee,47,24,0,regular,regular,0,
400869105,2016,2,2016-09-10,regular,Washington,Idaho,59,14,0,regular,regular,0,
400869719,2016,2,2016-09-10,regular,Miami,Florida Atlantic,38,10,0,regular,regular,0,
400868981,2016,2,2016-09-10,regular,TCU,Arkansas,38,41,0,regular,regular,0,
400869811,2016,2,2016-09-10,regular,South Alabama,Georgia Southern,9,24,0,regular,regular,0,
400868987,2016,2,2016-09-10,regular,Mississippi State,South Carolina,27,14,0,regular,regular,0,
400869357,2016,2,2016-09-10,regular,Texas,UTEP,41,7,0,regular,regular,0,
400869273,2016,2,2016-09-10,regular,South Florida,Northern Illinois,48,17,0,regular,regular,0,
400869612,2016,2,2016-09-10,regular,Oklahoma,UL Monroe,59,17,0,regular,regular,0,
400869434,2016,2,2016-09-10,regular,Illinois,North Carolina,23,48,0,regular,regular,0,
