game_id,season_year,week,date,season_type,home_team,away_team,home_conference,away_conference,home_score,away_score,went_ot,game_type,game_phase,neutral_site,notes
58472,1993,1,1993-08-28,regular,Florida State,Kansas,ACC,Big 8,42,0,0,regular,regular,0,
58473,1993,1,1993-08-29,regular,USC,North Carolina,Pac-10,ACC,9,31,0,regular,regular,0,
58475,1993,2,1993-09-02,regular,Auburn,Ole Miss,SEC,SEC,16,12,0,regular,regular,0,
58474,1993,2,1993-09-02,regular,Central Michigan,Akron,Mid-American,Mid-American,13,23,0,regular,regular,0,
58476,1993,2,1993-09-02,regular,Iowa State,Northern Illinois,Big 8,Big West,54,10,0,regular,regular,0,
58489,1993,2,1993-09-04,regular,Florida,Arkansas State,SEC,Big West,44,6,0,regular,regular,0,
58493,1993,2,1993-09-04,regular,Iowa,Tulsa,Big Ten,FBS Independents,26,25,0,regular,regular,0,
58500,1993,2,1993-09-04,regular,Michigan,Washington State,Big Ten,Pac-10,41,14,0,regular,regular,0,
58488,1993,2,1993-09-04,regular,Colorado,Texas,Big 8,Southwest,36,14,0,regular,regular,0,
58495,1993,2,1993-09-04,regular,Kansas State,New Mexico State,Big 8,Big West,34,10,0,regular,regular,0,
58481,1993,2,1993-09-04,regular,Arizona State,Utah,Pac-10,Western Athletic,38,0,0,regular,regular,0,
58487,1993,2,1993-09-04,regular,Clemson,UNLV,ACC,Big West,24,14,0,regular,regular,0,
58483,1993,2,1993-09-04,regular,Baylor,Fresno State,Southwest,Western Athletic,42,39,0,regular,regular,0,
58518,1993,2,1993-09-04,regular,Texas Tech,Pacific,Southwest,Big West,55,7,0,regular,regular,0,
58480,1993,2,1993-09-04,regular,Arizona,UTEP,Pac-10,Western Athletic,24,6,0,regular,regular,0,
58505,1993,2,1993-09-04,regular,Ohio State,Rice,Big Ten,Southwest,34,7,0,regular,regular,0,
58508,1993,2,1993-09-04,regular,Wyoming,Oregon State,Western Athletic,Pac-10,16,27,0,regular,regular,0,
58513,1993,2,1993-09-04,regular,Georgia,South Carolina,SEC,SEC,21,23,0,regular,regular,0,
58484,1993,2,1993-09-04,regular,New Mexico,BYU,Western Athletic,Western Athletic,31,34,0,regular,regular,0,
58507,1993,2,1993-09-04,regular,Colorado State,Oregon,Western Athletic,Pac-10,9,23,0,regular,regular,0,
58514,1993,2,1993-09-04,regular,USC,Houston,Pac-10,Southwest,49,7,0,regular,regular,0,
58521,1993,2,1993-09-04,regular,Maryland,Virginia,ACC,ACC,29,43,0,regular,regular,0,
58490,1993,2,1993-09-04,regular,Duke,Florida State,ACC,ACC,7,45,0,regular,regular,0,
58516,1993,2,1993-09-04,regular,Tennessee,Louisiana Tech,SEC,Big West,50,0,0,regular,regular,0,
58499,1993,2,1993-09-04,regular,Boston College,Miami,Big East,Big East,7,23,0,regular,regular,0,
58515,1993,2,1993-09-04,regular,Syracuse,Ball State,Big East,Mid-American,35,12,0,regular,regular,0,
58506,1993,2,1993-09-04,regular,TCU,Oklahoma,Southwest,Big 8,3,35,0,regular,regular,0,
58517,1993,2,1993-09-04,regular,Texas A&M,LSU,Southwest,SEC,24,0,0,regular,regular,0,
58497,1993,2,1993-09-04,regular,Louisville,San José State,FBS Independents,Big West,31,24,0,regular,regular,0,
58522,1993,2,1993-09-04,regular,Virginia Tech,Bowling Green,Big East,Mid-American,33,16,0,regular,regular,0,
58523,1993,2,1993-09-04,regular,Washington,Stanford,Pac-10,Pac-10,31,14,0,regular,regular,0,
58510,1993,2,1993-09-04,regular,Southern Miss,Pittsburgh,FBS Independents,Big East,10,14,0,regular,regular,0,
58496,1993,2,1993-09-04,regular,Kentucky,Kent State,SEC,Mid-American,35,0,0,regular,regular,0,
58504,1993,2,1993-09-04,regular,Notre Dame,Northwestern,FBS Independents,Big Ten,27,12,0,regular,regular,0,
58520,1993,2,1993-09-04,regular,Wake Forest,Vanderbilt,ACC,SEC,12,27,0,regular,regular,0,
58525,1993,2,1993-09-04,regular,Wisconsin,Nevada,Big Ten,Big West,35,17,0,regular,regular,0,
58524,1993,2,1993-09-04,regular,West Virginia,Eastern Michigan,Big East,Mid-American,48,6,0,regular,regular,0,
58492,1993,2,1993-09-04,regular,Indiana,Toledo,Big Ten,Mid-American,27,0,0,regular,regular,0,
58482,1993,2,1993-09-04,regular,SMU,Arkansas,Southwest,SEC,6,10,0,regular,regular,0,
58519,1993,2,1993-09-04,regular,Louisiana,Utah State,Big West,Big West,13,34,0,regular,regular,0,
58479,1993,2,1993-09-04,regular,Alabama,Tulane,SEC,FBS Independents,31,17,0,regular,regular,0,
58485,1993,2,1993-09-04,regular,UCLA,California,Pac-10,Pac-10,25,27,0,regular,regular,0,
58502,1993,2,1993-09-04,regular,North Carolina,Ohio,ACC,Mid-American,44,3,0,regular,regular,0,
58503,1993,2,1993-09-04,regular,NC State,Purdue,ACC,Big Ten,20,7,0,regular,regular,0,
58498,1993,2,1993-09-04,regular,Mississippi State,Memphis,SEC,FBS Independents,35,45,0,regular,regular,0,
58509,1993,2,1993-09-04,regular,Penn State,Minnesota,Big Ten,Big Ten,38,20,0,regular,regular,0,
58526,1993,3,1993-09-09,regular,East Carolina,Syracuse,FBS Independents,Big East,22,41,0,regular,regular,0,
58527,1993,3,1993-09-09,regular,Eastern Michigan,Temple,Mid-American,Big East,28,31,0,regular,regular,0,
58566,1993,3,1993-09-11,regular,Purdue,Western Michigan,Big Ten,Mid-American,28,13,0,regular,regular,0,
58558,1993,3,1993-09-11,regular,North Carolina,Maryland,ACC,ACC,59,42,0,regular,regular,0,
58559,1993,3,1993-09-11,regular,Wake Forest,NC State,ACC,ACC,16,34,0,regular,regular,0,
58555,1993,3,1993-09-11,regular,Nebraska,Texas Tech,Big 8,Southwest,50,27,0,regular,regular,0,
58568,1993,3,1993-09-11,regular,Rutgers,Duke,Big East,ACC,39,38,0,regular,regular,0,
58530,1993,3,1993-09-11,regular,Arizona,Pacific,Pac-10,Big West,16,13,0,regular,regular,0,
58572,1993,3,1993-09-11,regular,UTEP,UNLV,Western Athletic,Big West,41,24,0,regular,regular,0,
58570,1993,3,1993-09-11,regular,Tennessee,Georgia,SEC,SEC,38,6,0,regular,regular,0,
58571,1993,3,1993-09-11,regular,TCU,New Mexico,Southwest,Western Athletic,35,34,0,regular,regular,0,
58569,1993,3,1993-09-11,regular,Stanford,San José State,Pac-10,Big West,31,28,0,regular,regular,0,
58537,1993,3,1993-09-11,regular,California,San Diego State,Pac-10,Western Athletic,45,25,0,regular,regular,0,
58578,1993,3,1993-09-11,regular,SMU,Wisconsin,Southwest,Big Ten,16,24,0,regular,regular,0,
58540,1993,3,1993-09-11,regular,Colorado State,Air Force,Western Athletic,Western Athletic,8,5,0,regular,regular,0,
58539,1993,3,1993-09-11,regular,Colorado,Baylor,Big 8,Southwest,45,21,0,regular,regular,0,
58542,1993,3,1993-09-11,regular,Florida State,Clemson,ACC,ACC,57,0,0,regular,regular,0,
58538,1993,3,1993-09-11,regular,Central Michigan,Ohio,Mid-American,Mid-American,38,0,0,regular,regular,0,
58557,1993,3,1993-09-11,regular,Arkansas State,New Mexico State,Big West,Big West,19,22,0,regular,regular,0,
58528,1993,3,1993-09-11,regular,Akron,Kent State,Mid-American,Mid-American,42,7,0,regular,regular,0,
58531,1993,3,1993-09-11,regular,Arkansas,South Carolina,SEC,SEC,18,17,0,regular,regular,0,
58546,1993,3,1993-09-11,regular,Iowa State,Iowa,Big 8,Big Ten,28,31,0,regular,regular,0,
58548,1993,3,1993-09-11,regular,Mississippi State,LSU,SEC,SEC,16,18,0,regular,regular,0,
58545,1993,3,1993-09-11,regular,Indiana,Northern Illinois,Big Ten,Big West,28,10,0,regular,regular,0,
58543,1993,3,1993-09-11,regular,Fresno State,Oregon State,Western Athletic,Pac-10,48,30,0,regular,regular,0,
58541,1993,3,1993-09-11,regular,Kentucky,Florida,SEC,SEC,20,24,0,regular,regular,0,
58575,1993,3,1993-09-11,regular,Virginia,Navy,ACC,FBS Independents,38,0,0,regular,regular,0,
58574,1993,3,1993-09-11,regular,Utah,Utah State,Western Athletic,Big West,31,29,0,regular,regular,0,
58536,1993,3,1993-09-11,regular,BYU,Hawai'i,Western Athletic,Western Athletic,41,38,0,regular,regular,0,
58573,1993,3,1993-09-11,regular,Houston,Tulsa,Southwest,FBS Independents,24,38,0,regular,regular,0,
58551,1993,3,1993-09-11,regular,Michigan State,Kansas,Big Ten,Big 8,31,14,0,regular,regular,0,
58567,1993,3,1993-09-11,regular,Rice,Tulane,Southwest,FBS Independents,34,0,0,regular,regular,0,
58529,1993,3,1993-09-11,regular,Vanderbilt,Alabama,SEC,SEC,6,17,0,regular,regular,0,
58549,1993,3,1993-09-11,regular,Memphis,Louisville,FBS Independents,FBS Independents,28,54,0,regular,regular,0,
58560,1993,3,1993-09-11,regular,Michigan,Notre Dame,Big Ten,FBS Independents,23,27,0,regular,regular,0,
58576,1993,3,1993-09-11,regular,Pittsburgh,Virginia Tech,Big East,Big East,21,63,0,regular,regular,0,
58565,1993,3,1993-09-11,regular,Penn State,USC,Big Ten,Pac-10,21,20,0,regular,regular,0,
58554,1993,3,1993-09-11,regular,Missouri,Illinois,Big 8,Big Ten,31,3,0,regular,regular,0,
58562,1993,3,1993-09-11,regular,Oklahoma,Texas A&M,Big 8,Southwest,44,14,0,regular,regular,0,
58561,1993,3,1993-09-11,regular,Ohio State,Washington,Big Ten,Pac-10,21,12,0,regular,regular,0,
58550,1993,3,1993-09-11,regular,Miami (OH),Louisiana,Mid-American,Big West,29,28,0,regular,regular,0,
58535,1993,3,1993-09-11,regular,Bowling Green,Cincinnati,Mid-American,FBS Independents,21,7,0,regular,regular,0,
58580,1993,4,1993-09-16,regular,Georgia Tech,Virginia,ACC,ACC,14,35,0,regular,regular,0,
58589,1993,4,1993-09-18,regular,Duke,Army,ACC,FBS Independents,42,21,0,regular,regular,0,
58597,1993,4,1993-09-18,regular,Indiana,Kentucky,Big Ten,SEC,24,8,0,regular,regular,0,
58584,1993,4,1993-09-18,regular,Ohio,Ball State,Mid-American,Mid-American,16,24,0,regular,regular,0,
58609,1993,4,1993-09-18,regular,Northwestern,Boston College,Big Ten,Big East,22,21,0,regular,regular,0,
58600,1993,4,1993-09-18,regular,Louisville,Arizona State,FBS Independents,Pac-10,35,17,0,regular,regular,0,
58607,1993,4,1993-09-18,regular,New Mexico State,UTEP,Big West,Western Athletic,31,14,0,regular,regular,0,
58604,1993,4,1993-09-18,regular,UCLA,Nebraska,Pac-10,Big 8,13,14,0,regular,regular,0,
58594,1993,4,1993-09-18,regular,New Mexico,Fresno State,Western Athletic,Western Athletic,24,41,0,regular,regular,0,
58616,1993,4,1993-09-18,regular,South Carolina,Louisiana Tech,SEC,Big West,34,3,0,regular,regular,0,
58581,1993,4,1993-09-18,regular,Alabama,Arkansas,SEC,SEC,43,3,0,regular,regular,0,
58623,1993,4,1993-09-18,regular,Kansas,Utah,Big 8,Western Athletic,16,41,0,regular,regular,0,
58599,1993,4,1993-09-18,regular,Louisiana,Memphis,Big West,FBS Independents,17,15,0,regular,regular,0,
58610,1993,4,1993-09-18,regular,Notre Dame,Michigan State,FBS Independents,Big Ten,36,14,0,regular,regular,0,
58601,1993,4,1993-09-18,regular,Miami,Virginia Tech,Big East,Big East,21,2,0,regular,regular,0,
58598,1993,4,1993-09-18,regular,Minnesota,Kansas State,Big Ten,Big 8,25,30,0,regular,regular,0,
58613,1993,4,1993-09-18,regular,Iowa,Penn State,Big Ten,Big Ten,0,31,0,regular,regular,0,
58619,1993,4,1993-09-18,regular,Syracuse,Texas,Big East,Southwest,21,21,0,regular,regular,0,
58611,1993,4,1993-09-18,regular,Pittsburgh,Ohio State,Big East,Big Ten,28,63,0,regular,regular,0,
58592,1993,4,1993-09-18,regular,Florida,Tennessee,SEC,SEC,41,34,0,regular,regular,0,
58586,1993,4,1993-09-18,regular,Colorado State,BYU,Western Athletic,Western Athletic,22,27,0,regular,regular,0,
58588,1993,4,1993-09-18,regular,Cincinnati,Miami (OH),FBS Independents,Mid-American,30,23,0,regular,regular,0,
58618,1993,4,1993-09-18,regular,Stanford,Colorado,Pac-10,Big 8,41,37,0,regular,regular,0,
58583,1993,4,1993-09-18,regular,LSU,Auburn,SEC,SEC,10,34,0,regular,regular,0,
58627,1993,4,1993-09-18,regular,Western Michigan,Akron,Mid-American,Mid-American,20,3,0,regular,regular,0,
58602,1993,4,1993-09-18,regular,Ole Miss,Vanderbilt,SEC,SEC,49,7,0,regular,regular,0,
58587,1993,4,1993-09-18,regular,Temple,California,Big East,Pac-10,0,58,0,regular,regular,0,
58628,1993,4,1993-09-18,regular,Wisconsin,Iowa State,Big Ten,Big 8,28,7,0,regular,regular,0,
58595,1993,4,1993-09-18,regular,Georgia,Texas Tech,SEC,Southwest,52,37,0,regular,regular,0,
58606,1993,4,1993-09-18,regular,UNLV,Central Michigan,Big West,Mid-American,33,20,0,regular,regular,0,
58596,1993,4,1993-09-18,regular,Hawai'i,Kent State,Western Athletic,Mid-American,49,17,0,regular,regular,0,
58615,1993,4,1993-09-18,regular,Air Force,San Diego State,Western Athletic,Western Athletic,31,38,0,regular,regular,0,
58582,1993,4,1993-09-18,regular,Illinois,Arizona,Big Ten,Pac-10,14,16,0,regular,regular,0,
58625,1993,4,1993-09-18,regular,Washington State,Oregon State,Pac-10,Pac-10,51,6,0,regular,regular,0,
58620,1993,4,1993-09-18,regular,Texas A&M,Missouri,Southwest,Big 8,73,0,0,regular,regular,0,
58629,1993,4,1993-09-18,regular,San José State,Wyoming,Big West,Western Athletic,25,36,0,regular,regular,0,
58608,1993,4,1993-09-18,regular,Northern Illinois,Arkansas State,Big West,Big West,23,7,0,regular,regular,0,
58593,1993,4,1993-09-18,regular,North Carolina,Florida State,ACC,ACC,7,33,0,regular,regular,0,
58585,1993,4,1993-09-18,regular,Utah State,Baylor,Big West,Southwest,24,28,0,regular,regular,0,
58612,1993,4,1993-09-18,regular,Tulsa,Oklahoma State,FBS Independents,Big 8,10,16,0,regular,regular,0,
58626,1993,4,1993-09-18,regular,Maryland,West Virginia,ACC,Big East,37,42,0,regular,regular,0,
58630,1993,5,1993-09-23,regular,South Carolina,Kentucky,SEC,SEC,17,21,0,regular,regular,0,
58648,1993,5,1993-09-25,regular,Michigan,Houston,Big Ten,Southwest,42,21,0,regular,regular,0,
