season_year,game_id,week,team,opponent,garbage_time_excluded,off_plays,off_ppa,off_success_rate,off_explosiveness,def_plays,def_ppa,def_success_rate,def_explosiveness
2024,401628319,1,Alabama,Western Kentucky,1,21,1.1344738406773935,0.47619047619047616,3.393671791265059,48,-0.4062251230497884,0.20833333333333334,1.3837925679195786
2024,401628319,1,Western Kentucky,Alabama,1,48,-0.4062251230497884,0.20833333333333334,1.3837925679195786,21,1.1344738406773935,0.47619047619047616,3.393671791265059
2024,401628320,1,Arkansas,Arkansas-Pine Bluff,1,35,0.833400995484726,0.8285714285714286,1.158110632232393,20,-0.2431964821070298,0.3,0.8712563996543448
2024,401628320,1,Arkansas-Pine Bluff,Arkansas,1,20,-0.2431964821070298,0.3,0.8712563996543448,35,0.833400995484726,0.8285714285714286,1.158110632232393
2024,401628321,1,Alabama A&M,Auburn,1,35,-0.20850117594170814,0.22857142857142856,1.4237931974099796,25,1.1636602696367295,0.56,2.301353088963269
2024,401628321,1,Auburn,Alabama A&M,1,25,1.1636602696367295,0.56,2.301353088963269,35,-0.20850117594170814,0.22857142857142856,1.4237931974099796
2024,401628322,1,Florida,Miami,1,40,-0.22824428154663567,0.375,1.3238479685081725,59,0.43860625721391144,0.5423728813559322,1.2397011230961186
2024,401628322,1,Miami,Florida,1,59,0.43860625721391144,0.5423728813559322,1.2397011230961186,40,-0.22824428154663567,0.375,1.3238479685081725
2024,401628323,1,Clemson,Georgia,1,40,-0.0629828636576092,0.275,0.9142933386886983,52,0.3337224407477897,0.4230769230769231,1.591602799097289
2024,401628323,1,Georgia,Clemson,1,52,0.3337224407477897,0.4230769230769231,1.591602799097289,40,-0.0629828636576092,0.275,0.9142933386886983
2024,401628324,1,Kentucky,Southern Miss,1,40,0.3535851971223138,0.5,1.4122806510412114,31,-0.3500650240569873,0.3870967741935484,0.9616799899123618
2024,401628324,1,Southern Miss,Kentucky,1,31,-0.3500650240569873,0.3870967741935484,0.9616799899123618,40,0.3535851971223138,0.5,1.4122806510412114
2024,401628325,1,Furman,Ole Miss,1,23,-0.2420371646668087,0.13043478260869565,2.576538387322989,34,0.9015897773017496,0.6176470588235294,1.7366236354511402
2024,401628325,1,Ole Miss,Furman,1,34,0.9015897773017496,0.6176470588235294,1.7366236354511402,23,-0.2420371646668087,0.13043478260869565,2.576538387322989
2024,401628326,1,Eastern Kentucky,Mississippi State,1,48,-0.0629959567628089,0.3541666666666667,1.1482109311650768,39,0.5419707869098205,0.46153846153846156,2.1541515636630537
2024,401628326,1,Mississippi State,Eastern Kentucky,1,39,0.5419707869098205,0.46153846153846156,2.1541515636630537,48,-0.0629959567628089,0.3541666666666667,1.1482109311650768
2024,401628327,1,Missouri,Murray State,1,42,0.24045021756832685,0.5238095238095238,1.1314851500945409,27,-0.706797860186152,0.2222222222222222,0.5091641152054667
2024,401628327,1,Murray State,Missouri,1,27,-0.706797860186152,0.2222222222222222,0.5091641152054667,42,0.24045021756832685,0.5238095238095238,1.1314851500945409
2024,401628328,1,Oklahoma,Temple,1,40,0.28365060910248713,0.375,1.4947006282018847,31,-0.7590320060900819,0.1935483870967742,0.48128611926754045
2024,401628328,1,Temple,Oklahoma,1,31,-0.7590320060900819,0.1935483870967742,0.48128611926754045,40,0.28365060910248713,0.375,1.4947006282018847
2024,401628329,1,Old Dominion,South Carolina,1,71,-0.051060222844540724,0.3380281690140845,1.346214566223512,77,-0.022457077824670067,0.37662337662337664,0.789979806864191
2024,401628329,1,South Carolina,Old Dominion,1,77,-0.022457077824670067,0.37662337662337664,0.789979806864191,71,-0.051060222844540724,0.3380281690140845,1.346214566223512
