game_id,season_year,week,date,season_type,home_team,away_team,home_conference,away_conference,home_score,away_score,went_ot,game_type,game_phase,neutral_site,notes
212350097,2001,1,2001-08-23,regular,Louisville,New Mexico State,Conference USA,Sun Belt,45,24,0,regular,regular,0,
63770,2001,1,2001-08-25,regular,Nebraska,TCU,Big 12,Conference USA,21,7,0,regular,regular,0,
212370275,2001,1,2001-08-25,regular,Wisconsin,Virginia,Big Ten,ACC,26,17,0,regular,regular,0,
212370252,2001,1,2001-08-25,regular,BYU,Tulane,Mountain West,Conference USA,70,35,0,regular,regular,0,
212370201,2001,1,2001-08-25,regular,Oklahoma,North Carolina,Big 12,ACC,10,0,0,regular,regular,0,
212380183,2001,1,2001-08-26,regular,Syracuse,Georgia Tech,Big East,ACC,7,13,0,regular,regular,0,
212380038,2001,1,2001-08-27,regular,Colorado,Fresno State,Big 12,Western Athletic,22,24,0,regular,regular,0,
212422649,2001,2,2001-08-30,regular,Toledo,Minnesota,Mid-American,Big Ten,38,7,0,regular,regular,0,
212422006,2001,2,2001-08-30,regular,Akron,Ohio,Mid-American,Mid-American,31,29,0,regular,regular,0,
212420218,2001,2,2001-08-30,regular,Temple,Navy,Big East,FBS Independents,45,26,0,regular,regular,0,
212422084,2001,2,2001-08-30,regular,Buffalo,Rutgers,Mid-American,Big East,15,31,0,regular,regular,0,
212420008,2001,2,2001-08-30,regular,Arkansas,UNLV,SEC,Mountain West,14,10,0,regular,regular,0,
212422459,2001,2,2001-08-30,regular,Northern Illinois,South Florida,Mid-American,FBS Independents,20,17,0,regular,regular,0,
212420238,2001,2,2001-08-31,regular,Vanderbilt,Middle Tennessee,SEC,Sun Belt,28,37,0,regular,regular,0,
212420265,2001,2,2001-08-31,regular,Washington State,Idaho,Pac-10,Sun Belt,36,7,0,regular,regular,0,
212420021,2001,2,2001-08-31,regular,San Diego State,Arizona,Mountain West,Pac-10,10,23,0,regular,regular,0,
212440103,2001,2,2001-09-01,regular,Boston College,West Virginia,Big East,Big East,34,10,0,regular,regular,0,
212440259,2001,2,2001-09-01,regular,Virginia Tech,UConn,Big East,FBS Independents,52,10,0,regular,regular,0,
212440120,2001,2,2001-09-01,regular,Maryland,North Carolina,ACC,ACC,23,7,0,regular,regular,0,
212442572,2001,2,2001-09-01,regular,Southern Miss,Oklahoma State,Conference USA,Big 12,17,9,0,regular,regular,0,
212442294,2001,2,2001-09-01,regular,Iowa,Kent State,Big Ten,Mid-American,51,0,0,regular,regular,0,
212440158,2001,2,2001-09-01,regular,Nebraska,Troy,Big 12,FBS Independents,42,14,0,regular,regular,0,
212440096,2001,2,2001-09-01,regular,Kentucky,Louisville,SEC,Conference USA,10,36,0,regular,regular,0,
212440228,2001,2,2001-09-01,regular,Clemson,UCF,ACC,FBS Independents,21,13,0,regular,regular,0,
212440061,2001,2,2001-09-01,regular,Georgia,Arkansas State,SEC,Sun Belt,45,17,0,regular,regular,0,
