game_id,season_year,week,date,season_type,home_team,away_team,home_score,away_score,went_ot,game_type,game_phase,neutral_site,notes
401207101,2020,1,2020-09-04,regular,Southern Miss,South Alabama,21,32,0,regular,regular,0,
401235700,2020,1,2020-09-05,regular,Army,Middle Tennessee,42,0,0,regular,regular,0,
401212484,2020,1,2020-09-05,regular,Texas State,SMU,24,31,0,regular,regular,0,
401212553,2020,1,2020-09-06,regular,Memphis,Arkansas State,37,24,0,regular,regular,0,
401234576,2020,1,2020-09-08,regular,Navy,BYU,3,55,0,regular,regular,0,
401234559,2020,2,2020-09-11,regular,Miami,UAB,31,14,0,regular,regular,0,
401236221,2020,2,2020-09-12,regular,Iowa State,Louisiana,14,31,0,regular,regular,0,
401236053,2020,2,2020-09-12,regular,Kansas State,Arkansas State,31,35,0,regular,regular,0,
401234565,2020,2,2020-09-12,regular,North Carolina,Syracuse,31,6,0,regular,regular,0,
401236081,2020,2,2020-09-12,regular,App State,Charlotte,35,20,0,regular,regular,0,
401240113,2020,2,2020-09-12,regular,Army,UL Monroe,37,7,0,regular,regular,0,
401234574,2020,2,2020-09-12,regular,Notre Dame,Duke,27,13,0,regular,regular,0,
401207113,2020,2,2020-09-12,regular,Texas State,UTSA,48,51,0,regular,regular,0,
401234563,2020,2,2020-09-12,regular,Florida State,Georgia Tech,13,16,0,regular,regular,0,
401239973,2020,2,2020-09-12,regular,South Alabama,Tulane,24,27,0,regular,regular,0,
401234562,2020,2,2020-09-12,regular,Wake Forest,Clemson,13,37,0,regular,regular,0,
401234564,2020,2,2020-09-13,regular,Louisville,Western Kentucky,35,21,0,regular,regular,0,
401236222,2020,2,2020-09-13,regular,Texas,UTEP,59,3,0,regular,regular,0,
401236658,2020,2,2020-09-13,regular,Kansas,Coastal Carolina,23,38,0,regular,regular,0,
401234567,2020,3,2020-09-19,regular,Duke,Boston College,6,26,0,regular,regular,0,
401234571,2020,3,2020-09-19,regular,Pittsburgh,Syracuse,21,10,0,regular,regular,0,
401207124,2020,3,2020-09-19,regular,Western Kentucky,Liberty,24,30,0,regular,regular,0,
401212522,2020,3,2020-09-19,regular,Tulane,Navy,24,27,0,regular,regular,0,
401215301,2020,3,2020-09-19,regular,Georgia State,Louisiana,31,34,0,regular,regular,0,
401236041,2020,3,2020-09-19,regular,Oklahoma State,Tulsa,16,7,0,regular,regular,0,
401241282,2020,3,2020-09-19,regular,Notre Dame,South Florida,52,0,0,regular,regular,0,
401234568,2020,3,2020-09-19,regular,Georgia Tech,UCF,21,49,0,regular,regular,0,
401236939,2020,3,2020-09-19,regular,Marshall,App State,17,7,0,regular,regular,0,
401240640,2020,3,2020-09-19,regular,Middle Tennessee,Troy,14,47,0,regular,regular,0,
401207120,2020,3,2020-09-19,regular,North Texas,SMU,35,65,0,regular,regular,0,
401234569,2020,3,2020-09-19,regular,Louisville,Miami,34,47,0,regular,regular,0,
401215302,2020,3,2020-09-19,regular,UL Monroe,Texas State,17,38,0,regular,regular,0,
401207106,2020,3,2020-09-19,regular,Southern Miss,Louisiana Tech,30,31,0,regular,regular,0,
401234570,2020,3,2020-09-20,regular,NC State,Wake Forest,45,42,0,regular,regular,0,
401207132,2020,4,2020-09-24,regular,South Alabama,UAB,10,42,0,regular,regular,0,
401207134,2020,4,2020-09-26,regular,UTSA,Middle Tennessee,37,35,0,regular,regular,0,
401236952,2020,4,2020-09-26,regular,Ole Miss,Florida,35,51,0,regular,regular,0,
401215303,2020,4,2020-09-26,regular,Louisiana,Georgia Southern,20,18,0,regular,regular,0,
401237034,2020,4,2020-09-26,regular,Auburn,Kentucky,29,13,0,regular,regular,0,
401235996,2020,4,2020-09-26,regular,Oklahoma,Kansas State,35,38,0,regular,regular,0,
401212536,2020,4,2020-09-26,regular,East Carolina,UCF,28,51,0,regular,regular,0,
401234594,2020,4,2020-09-26,regular,Syracuse,Georgia Tech,37,20,0,regular,regular,0,
401234595,2020,4,2020-09-26,regular,Pittsburgh,Louisville,23,20,0,regular,regular,0,
401207126,2020,4,2020-09-26,regular,Liberty,Florida International,36,34,0,regular,regular,0,
401235994,2020,4,2020-09-26,regular,TCU,Iowa State,34,37,0,regular,regular,0,
401240194,2020,4,2020-09-26,regular,UL Monroe,UTEP,6,31,0,regular,regular,0,
401235997,2020,4,2020-09-26,regular,Oklahoma State,West Virginia,27,13,0,regular,regular,0,
401237035,2020,4,2020-09-26,regular,LSU,Mississippi State,34,44,0,regular,regular,0,
401235995,2020,4,2020-09-26,regular,Texas Tech,Texas,56,63,0,regular,regular,0,
401240996,2020,4,2020-09-26,regular,Cincinnati,Army,24,10,0,regular,regular,0,
401234638,2020,4,2020-09-26,regular,Virginia,Duke,38,20,0,regular,regular,0,
401237033,2020,4,2020-09-26,regular,Arkansas,Georgia,10,37,0,regular,regular,0,
401241303,2020,4,2020-09-26,regular,Boston College,Texas State,24,21,0,regular,regular,0,
401234734,2020,4,2020-09-26,regular,Southern Miss,Tulane,24,66,0,regular,regular,0,
401236951,2020,4,2020-09-26,regular,Missouri,Alabama,19,38,0,regular,regular,0,
401234593,2020,4,2020-09-26,regular,Miami,Florida State,52,10,0,regular,regular,0,
