season_year,game_id,week,team,opponent,garbage_time_excluded,off_plays,off_ppa,off_success_rate,off_explosiveness,def_plays,def_ppa,def_success_rate,def_explosiveness
2011,312440009,1,Arizona State,UC Davis,1,30,0.3475085815228074,0.5666666666666667,1.0396879029682946,29,-0.06520544584462364,0.27586206896551724,1.0909279825855647
2011,312440009,1,UC Davis,Arizona State,1,29,-0.06520544584462364,0.27586206896551724,1.0909279825855647,30,0.3475085815228074,0.5666666666666667,1.0396879029682946
2011,312440059,1,Georgia Tech,Western Carolina,1,36,0.19564914854703663,0.4444444444444444,1.0658091515178634,59,-0.0653142060414805,0.2711864406779661,1.3891420420125784
2011,312440059,1,Western Carolina,Georgia Tech,1,59,-0.0653142060414805,0.2711864406779661,1.3891420420125784,36,0.19564914854703663,0.4444444444444444,1.0658091515178634
2011,312440070,1,Bowling Green,Idaho,1,76,0.009771010724426472,0.3815789473684211,1.0338311135637006,62,-0.11306465566025053,0.3548387096774194,0.8276719984625959
2011,312440070,1,Idaho,Bowling Green,1,62,-0.11306465566025053,0.3548387096774194,0.8276719984625959,76,0.009771010724426472,0.3815789473684211,1.0338311135637006
2011,312440097,1,Louisville,Murray State,1,67,0.09502807963483675,0.3283582089552239,1.425031158913471,83,-0.09636608738471197,0.40963855421686746,0.6800414580355545
2011,312440097,1,Murray State,Louisville,1,83,-0.09636608738471197,0.40963855421686746,0.6800414580355545,67,0.09502807963483675,0.3283582089552239,1.425031158913471
2011,312440098,1,Kentucky,Western Kentucky,1,51,-0.37406418420943915,0.1568627450980392,1.3492399204300827,69,-0.10271208642203064,0.34782608695652173,0.8483955694496392
2011,312440098,1,Western Kentucky,Kentucky,1,69,-0.10271208642203064,0.34782608695652173,0.8483955694496392,51,-0.37406418420943915,0.1568627450980392,1.3492399204300827
2011,312440164,1,North Carolina Central,Rutgers,1,43,-0.11979636742662324,0.2558139534883721,1.2618232066258193,44,-0.10637647666899126,0.36363636363636365,0.9098800262639756
2011,312440164,1,Rutgers,North Carolina Central,1,44,-0.10637647666899126,0.36363636363636365,0.9098800262639756,43,-0.11979636742662324,0.2558139534883721,1.2618232066258193
2011,312440183,1,Syracuse,Wake Forest,1,53,-0.017002960401392115,0.33962264150943394,0.6008036067423779,85,0.006587730122950687,0.3411764705882353,1.0522006243267048
2011,312440183,1,Wake Forest,Syracuse,1,85,0.006587730122950687,0.3411764705882353,1.0522006243267048,53,-0.017002960401392115,0.33962264150943394,0.6008036067423779
2011,312440218,1,Temple,Villanova,1,49,0.18835606579872927,0.42857142857142855,1.1917925827066984,36,-0.09687206705874803,0.3611111111111111,0.876949494212083
2011,312440218,1,Villanova,Temple,1,36,-0.09687206705874803,0.3611111111111111,0.876949494212083,49,0.18835606579872927,0.42857142857142855,1.1917925827066984
2011,312440235,1,Memphis,Mississippi State,1,53,-0.014217836433078813,0.33962264150943394,0.9836793425947948,46,0.1242776047095407,0.45652173913043476,0.7954297086677337
2011,312440235,1,Mississippi State,Memphis,1,46,0.1242776047095407,0.45652173913043476,0.7954297086677337,53,-0.014217836433078813,0.33962264150943394,0.9836793425947948
2011,312440254,1,Montana State,Utah,1,58,-0.019304035042176135,0.3275862068965517,0.8521254587434781,60,0.15089003552121907,0.4,0.9396186952609137
