season_year,conference,coe2_5yr,window_start_year,window_end_year,seasons_counted,external_games,formula_version
2018,Big 12,204.257095,2013,2017,5,144,coe2_bonus_v1
2018,Mountain West,201.811366,2013,2017,5,226,coe2_bonus_v1
2018,Conference USA,194.79353,2013,2017,5,243,coe2_bonus_v1
2018,Mid-American,156.047112,2013,2017,5,220,coe2_bonus_v1
2018,Sun Belt,130.773506,2013,2017,5,178,coe2_bonus_v1
2019,SEC,418.713913,2014,2018,5,263,coe2_bonus_v1
2019,Big Ten,381.666271,2014,2018,5,253,coe2_bonus_v1
2019,ACC,349.133779,2014,2018,5,256,coe2_bonus_v1
2019,FBS Independents,260.676634,2014,2018,5,214,coe2_bonus_v1
2019,Pac-12,255.730692,2014,2018,5,182,coe2_bonus_v1
2019,American Athletic,221.58753,2014,2018,5,214,coe2_bonus_v1
2019,Mountain West,215.526248,2014,2018,5,224,coe2_bonus_v1
2019,Big 12,209.752165,2014,2018,5,145,coe2_bonus_v1
2019,Conference USA,186.248634,2014,2018,5,235,coe2_bonus_v1
2019,Mid-American,155.115597,2014,2018,5,219,coe2_bonus_v1
2019,Sun Belt,134.60378,2014,2018,5,181,coe2_bonus_v1
2020,SEC,406.624001,2015,2019,5,262,coe2_bonus_v1
2020,Big Ten,373.72938,2015,2019,5,245,coe2_bonus_v1
2020,ACC,333.645897,2015,2019,5,256,coe2_bonus_v1
2020,American Athletic,264.290476,2015,2019,5,218,coe2_bonus_v1
2020,FBS Independents,256.91459,2015,2019,5,229,coe2_bonus_v1
2020,Pac-12,242.520417,2015,2019,5,179,coe2_bonus_v1
2020,Mountain West,226.379617,2015,2019,5,220,coe2_bonus_v1
2020,Big 12,205.149171,2015,2019,5,143,coe2_bonus_v1
2020,Conference USA,177.467074,2015,2019,5,242,coe2_bonus_v1
2020,Sun Belt,156.889667,2015,2019,5,184,coe2_bonus_v1
2020,Mid-American,152.586883,2015,2019,5,220,coe2_bonus_v1
2021,SEC,325.691821,2016,2020,5,218,coe2_bonus_v1
2021,FBS Independents,290.461415,2016,2020,5,237,coe2_bonus_v1
2021,Big Ten,281.563167,2016,2020,5,191,coe2_bonus_v1
2021,ACC,281.026909,2016,2020,5,229,coe2_bonus_v1
2021,American Athletic,224.308312,2016,2020,5,194,coe2_bonus_v1
2021,Mountain West,193.308349,2016,2020,5,183,coe2_bonus_v1
2021,Pac-12,177.068947,2016,2020,5,143,coe2_bonus_v1
2021,Big 12,176.836269,2016,2020,5,125,coe2_bonus_v1
2021,Sun Belt,174.484141,2016,2020,5,176,coe2_bonus_v1
2021,Conference USA,158.818888,2016,2020,5,231,coe2_bonus_v1
2021,Mid-American,115.297051,2016,2020,5,173,coe2_bonus_v1
2022,SEC,347.207153,2017,2021,5,220,coe2_bonus_v1
2022,FBS Independents,309.34419,2017,2021,5,263,coe2_bonus_v1
2022,Big Ten,296.15399,2017,2021,5,192,coe2_bonus_v1
2022,ACC,248.167928,2017,2021,5,221,coe2_bonus_v1
2022,American Athletic,220.675373,2017,2021,5,189,coe2_bonus_v1
2022,Mountain West,213.745403,2017,2021,5,182,coe2_bonus_v1
2022,Big 12,189.559857,2017,2021,5,125,coe2_bonus_v1
2022,Sun Belt,174.264715,2017,2021,5,171,coe2_bonus_v1
2022,Conference USA,163.534096,2017,2021,5,234,coe2_bonus_v1
2022,Pac-12,152.465513,2017,2021,5,141,coe2_bonus_v1
2022,Mid-American,116.757757,2017,2021,5,176,coe2_bonus_v1
2023,SEC,365.048474,2018,2022,5,222,coe2_bonus_v1
2023,FBS Independents,318.805912,2018,2022,5,281,coe2_bonus_v1
2023,Big Ten,284.00949,2018,2022,5,187,coe2_bonus_v1
2023,ACC,254.60233,2018,2022,5,220,coe2_bonus_v1
2023,American Athletic,219.244054,2018,2022,5,188,coe2_bonus_v1
2023,Mountain West,205.186325,2018,2022,5,181,coe2_bonus_v1
2023,Sun Belt,198.604743,2018,2022,5,178,coe2_bonus_v1
2023,Big 12,192.115296,2018,2022,5,125,coe2_bonus_v1
2023,Pac-12,160.203136,2018,2022,5,137,coe2_bonus_v1
2023,Conference USA,159.521298,2018,2022,5,221,coe2_bonus_v1
2023,Mid-American,119.535131,2018,2022,5,176,coe2_bonus_v1
2024,SEC,356.720924,2019,2023,5,220,coe2_bonus_v1
2024,Big Ten,292.59622,2019,2023,5,184,coe2_bonus_v1
2024,FBS Independents,289.168404,2019,2023,5,271,coe2_bonus_v1
2024,ACC,273.672299,2019,2023,5,223,coe2_bonus_v1
2024,Sun Belt,225.622202,2019,2023,5,197,coe2_bonus_v1
2024,American Athletic,210.718653,2019,2023,5,194,coe2_bonus_v1
2024,Big 12,205.972659,2019,2023,5,135,coe2_bonus_v1
2024,Mountain West,200.119761,2019,2023,5,182,coe2_bonus_v1
2024,Pac-12,188.840152,2019,2023,5,139,coe2_bonus_v1
2024,Conference USA,147.996111,2019,2023,5,200,coe2_bonus_v1
2024,Mid-American,126.853444,2019,2023,5,173,coe2_bonus_v1
2025,SEC,387.668901,2020,2024,5,233,coe2_bonus_v1
2025,Big Ten,318.486334,2020,2024,5,195,coe2_bonus_v1
2025,ACC,303.243942,2020,2024,5,238,coe2_bonus_v1
2025,FBS Independents,282.69095,2020,2024,5,250,coe2_bonus_v1
2025,Sun Belt,229.375512,2020,2024,5,210,coe2_bonus_v1
2025,Big 12,227.718774,2020,2024,5,147,coe2_bonus_v1
2025,Mountain West,197.261423,2020,2024,5,190,coe2_bonus_v1
2025,American Athletic,196.018213,2020,2024,5,197,coe2_bonus_v1
2025,Pac-12,163.700386,2020,2024,5,125,coe2_bonus_v1
2025,Mid-American,140.224569,2020,2024,5,173,coe2_bonus_v1
2025,Conference USA,136.64461,2020,2024,5,182,coe2_bonus_v1
2026,SEC,457.286551,2021,2025,5,287,coe2_bonus_v1
2026,Big Ten,390.484336,2021,2025,5,245,coe2_bonus_v1
2026,ACC,361.719289,2021,2025,5,277,coe2_bonus_v1
2026,Big 12,264.115938,2021,2025,5,174,coe2_bonus_v1
2026,FBS Independents,248.063867,2021,2025,5,230,coe2_bonus_v1
2026,American Athletic,245.337844,2021,2025,5,226,coe2_bonus_v1
2026,Sun Belt,226.572729,2021,2025,5,229,coe2_bonus_v1
2026,Mountain West,222.371735,2021,2025,5,225,coe2_bonus_v1
2026,Pac-12,163.528045,2021,2025,5,141,coe2_bonus_v1
2026,Mid-American,147.937643,2021,2025,5,215,coe2_bonus_v1
2026,Conference USA,140.854594,2021,2025,5,185,coe2_bonus_v1
2027,SEC,413.921539,2022,2026,5,259,coe2_bonus_v1
2027,Big Ten,373.219887,2022,2026,5,239,coe2_bonus_v1
2027,ACC,329.443959,2022,2026,5,255,coe2_bonus_v1
2027,Big 12,253.549918,2022,2026,5,172,coe2_bonus_v1
2027,American Athletic,220.030592,2022,2026,5,215,coe2_bonus_v1
2027,Sun Belt,202.245501,2022,2026,5,219,coe2_bonus_v1
2027,FBS Independents,187.339203,2022,2026,5,167,coe2_bonus_v1
2027,Mountain West,165.417465,2022,2026,5,195,coe2_bonus_v1
2027,Pac-12,145.126148,2022,2026,5,126,coe2_bonus_v1
2027,Mid-American,123.853949,2022,2026,5,196,coe2_bonus_v1
2027,Conference USA,115.042429,2022,2026,5,154,coe2_bonus_v1
