end_year,window_start,window_end,team_name,coeff_5yr
2023,2019,2023,SMU,2.216083
2023,2019,2023,Rutgers,2.195446
2023,2019,2023,Ohio,2.077942
2023,2019,2023,Western Michigan,2.07551
2023,2019,2023,Northern Illinois,2.057547
2023,2019,2023,Miami (OH),2.040925
2023,2019,2023,Central Michigan,2.030052
2023,2019,2023,Marshall,2.024407
2023,2019,2023,Army,2.009732
2023,2019,2023,Navy,1.984095
2023,2019,2023,Colorado,1.973899
2023,2019,2023,Nebraska,1.950471
2023,2019,2023,Georgia State,1.934736
2023,2019,2023,UTSA,1.804864
2023,2019,2023,San Jose State,1.755302
2023,2019,2023,Indiana,1.752284
2023,2019,2023,Ball State,1.67821
2023,2019,2023,South Alabama,1.593724
2023,2019,2023,Nevada,1.552314
2023,2019,2023,Bowling Green,1.542454
2023,2019,2023,Kent State,1.519816
2023,2019,2023,Eastern Michigan,1.515057
2023,2019,2023,UNLV,1.430341
2023,2019,2023,James Madison,1.42721
2023,2019,2023,UAB,1.308476
2023,2019,2023,Buffalo,1.267729
2023,2019,2023,Tulsa,1.210269
2023,2019,2023,Western Kentucky,1.206202
2023,2019,2023,Arkansas State,1.180364
2023,2019,2023,East Carolina,1.177548
2023,2019,2023,Georgia Southern,1.077486
2023,2019,2023,Vanderbilt,0.951896
2023,2019,2023,Colorado State,0.91074
2023,2019,2023,Middle Tennessee,0.888835
2023,2019,2023,Texas State,0.800375
2023,2019,2023,Southern Miss,0.726887
2023,2019,2023,Louisiana Tech,0.706704
2023,2019,2023,New Mexico State,0.694131
2023,2019,2023,New Mexico,0.680952
2023,2019,2023,Old Dominion,0.621181
2023,2019,2023,Rice,0.601967
2023,2019,2023,North Texas,0.582518
2023,2019,2023,South Florida,0.580099
2023,2019,2023,UConn,0.484232
2023,2019,2023,Temple,0.465675
2023,2019,2023,Charlotte,0.403644
2023,2019,2023,UTEP,0.401397
2023,2019,2023,Jacksonville State,0.196731
2023,2019,2023,Akron,0.145176
2023,2019,2023,Sam Houston,0.0
2024,2020,2024,Ohio State,23.279079
2024,2020,2024,Georgia,21.985696
2024,2020,2024,Alabama,20.708268
2024,2020,2024,Michigan,17.679483
2024,2020,2024,Notre Dame,14.499412
2024,2020,2024,Texas,12.658159
2024,2020,2024,Oregon,11.921823
2024,2020,2024,Oklahoma State,11.04976
2024,2020,2024,Oklahoma,10.842841
2024,2020,2024,Iowa State,10.444886
2024,2020,2024,Washington,9.089899
2024,2020,2024,Penn State,8.98365
2024,2020,2024,Kansas State,8.897928
2024,2020,2024,TCU,8.733167
2024,2020,2024,LSU,8.716914
2024,2020,2024,Clemson,8.259353
2024,2020,2024,Texas A&M,8.224417
2024,2020,2024,Ole Miss,7.833738
2024,2020,2024,Tennessee,7.464557
2024,2020,2024,Missouri,6.95797
2024,2020,2024,Iowa,6.480961
2024,2020,2024,Louisville,6.326421
2024,2020,2024,Texas Tech,6.193412
2024,2020,2024,USC,6.125045
2024,2020,2024,Baylor,6.062639
2024,2020,2024,Florida,5.980688
2024,2020,2024,Florida State,5.804683
2024,2020,2024,NC State,5.747156
2024,2020,2024,West Virginia,5.598326
2024,2020,2024,Minnesota,5.440818
2024,2020,2024,Kentucky,5.30472
2024,2020,2024,South Carolina,5.228973
2024,2020,2024,Arkansas,5.141185
2024,2020,2024,Illinois,5.02052
2024,2020,2024,Pittsburgh,4.731198
2024,2020,2024,Auburn,4.695161
2024,2020,2024,North Carolina,4.688583
2024,2020,2024,Mississippi State,4.519195
2024,2020,2024,Miami (FL),4.417576
2024,2020,2024,Utah,4.397693
2024,2020,2024,Wisconsin,4.376038
2024,2020,2024,UCLA,4.368011
2024,2020,2024,BYU,4.30688
2024,2020,2024,Northwestern,4.138157
2024,2020,2024,Kansas,3.968538
2024,2020,2024,Syracuse,3.817937
2024,2020,2024,Boise State,3.784259
2024,2020,2024,Oregon State,3.7795
2024,2020,2024,Wake Forest,3.705596
2024,2020,2024,Maryland,3.659383
2024,2020,2024,Coastal Carolina,3.616959
2024,2020,2024,Michigan State,3.591176
2024,2020,2024,Duke,3.585353
2024,2020,2024,Louisiana,3.569437
2024,2020,2024,Indiana,3.436761
2024,2020,2024,Northern Illinois,3.407555
2024,2020,2024,Cincinnati,3.375036
2024,2020,2024,Georgia Tech,3.29968
2024,2020,2024,SMU,3.283525
2024,2020,2024,Arizona,3.26045
2024,2020,2024,Arizona State,3.227901
2024,2020,2024,Purdue,3.208841
2024,2020,2024,Virginia Tech,3.196796
2024,2020,2024,Rutgers,3.133713
2024,2020,2024,Boston College,3.11838
2024,2020,2024,Air Force,3.017943
2024,2020,2024,Houston,2.993131
2024,2020,2024,Tulane,2.987763
2024,2020,2024,UCF,2.977318
2024,2020,2024,Liberty,2.947406
2024,2020,2024,Toledo,2.937764
2024,2020,2024,Fresno State,2.766228
2024,2020,2024,Memphis,2.763854
2024,2020,2024,Wyoming,2.662355
2024,2020,2024,Washington State,2.61685
2024,2020,2024,Nebraska,2.461925
2024,2020,2024,Virginia,2.383739
2024,2020,2024,San Diego State,2.320501
2024,2020,2024,Army,2.305198
2024,2020,2024,Miami (OH),2.265471
2024,2020,2024,Ohio,2.204264
2024,2020,2024,Troy,2.166529
2024,2020,2024,Stanford,2.103236
2024,2020,2024,Marshall,2.065845
2024,2020,2024,UNLV,2.028888
2024,2020,2024,Utah State,2.024205
2024,2020,2024,Vanderbilt,1.957119
2024,2020,2024,James Madison,1.930684
2024,2020,2024,UTSA,1.923113
2024,2020,2024,Georgia State,1.901367
2024,2020,2024,San Jose State,1.862885
2024,2020,2024,California,1.793726
2024,2020,2024,Colorado,1.779127
2024,2020,2024,Western Michigan,1.768825
2024,2020,2024,Navy,1.763264
2024,2020,2024,Bowling Green,1.759318
2024,2020,2024,South Alabama,1.689599
2024,2020,2024,Central Michigan,1.648474
2024,2020,2024,East Carolina,1.616416
2024,2020,2024,Buffalo,1.605321
2024,2020,2024,Ball State,1.548398
2024,2020,2024,Arkansas State,1.374385
2024,2020,2024,Georgia Southern,1.343054
2024,2020,2024,Hawai'i,1.317145
2024,2020,2024,Nevada,1.212202
2024,2020,2024,Western Kentucky,1.195906
2024,2020,2024,UAB,1.178512
2024,2020,2024,Eastern Michigan,1.164889
2024,2020,2024,UConn,1.044951
2024,2020,2024,Tulsa,1.00842
2024,2020,2024,Colorado State,0.986422
2024,2020,2024,Old Dominion,0.962521
2024,2020,2024,Texas State,0.956889
2024,2020,2024,Kent State,0.927586
2024,2020,2024,New Mexico,0.863519
2024,2020,2024,Rice,0.810305
2024,2020,2024,Middle Tennessee,0.76847
2024,2020,2024,New Mexico State,0.662097
2024,2020,2024,North Texas,0.649296
2024,2020,2024,Southern Miss,0.62926
2024,2020,2024,South Florida,0.528791
2024,2020,2024,Charlotte,0.480915
2024,2020,2024,Jacksonville State,0.430734
2024,2020,2024,Sam Houston,0.401064
2024,2020,2024,UTEP,0.383853
2024,2020,2024,Akron,0.371359
2024,2020,2024,Louisiana Tech,0.366783
2024,2020,2024,Temple,0.178957
2024,2020,2024,Kennesaw State,0.044187
2025,2021,2025,Ohio State,20.941232
2025,2021,2025,Georgia,20.669946
2025,2021,2025,Michigan,16.929291
2025,2021,2025,Indiana,14.332675
2025,2021,2025,Oregon,14.191085
2025,2021,2025,Notre Dame,13.934674
2025,2021,2025,Alabama,12.467172
2025,2021,2025,Miami (FL),11.062125
2025,2021,2025,Ole Miss,10.830603
2025,2021,2025,Texas,10.542771
2025,2021,2025,Washington,9.25767
2025,2021,2025,Penn State,8.633056
2025,2021,2025,Louisville,8.365362
2025,2021,2025,TCU,8.16775
2025,2021,2025,Clemson,7.582178
2025,2021,2025,Texas Tech,7.216697
2025,2021,2025,BYU,7.079408
2025,2021,2025,LSU,7.014244
2025,2021,2025,Tennessee,6.817841
2025,2021,2025,Kansas State,6.78206
2025,2021,2025,NC State,6.774662
2025,2021,2025,Duke,6.755891
2025,2021,2025,Oklahoma,6.755851
2025,2021,2025,Iowa State,6.728434
2025,2021,2025,Oklahoma State,6.557864
2025,2021,2025,SMU,6.522435
2025,2021,2025,USC,6.437911
2025,2021,2025,Iowa,6.398062
2025,2021,2025,Florida State,6.291704
2025,2021,2025,Baylor,6.044954
2025,2021,2025,Illinois,5.975298
2025,2021,2025,Utah,5.828029
2025,2021,2025,Pittsburgh,5.552194
2025,2021,2025,Missouri,5.481837
2025,2021,2025,Minnesota,5.443626
2025,2021,2025,Texas A&M,5.370053
2025,2021,2025,Wake Forest,5.239105
2025,2021,2025,Arizona State,5.015531
2025,2021,2025,Georgia Tech,4.899175
2025,2021,2025,Arizona,4.627298
2025,2021,2025,Virginia,4.58306
2025,2021,2025,South Carolina,4.493302
2025,2021,2025,Tulane,4.375015
2025,2021,2025,West Virginia,4.34132
2025,2021,2025,Houston,4.304757
2025,2021,2025,UCLA,4.259004
2025,2021,2025,Wisconsin,4.241202
2025,2021,2025,Kansas,4.105889
2025,2021,2025,Kentucky,3.928559
2025,2021,2025,Syracuse,3.925379
2025,2021,2025,Boise State,3.913355
2025,2021,2025,Arkansas,3.888425
2025,2021,2025,Florida,3.619189
2025,2021,2025,Mississippi State,3.608188
2025,2021,2025,Oregon State,3.600925
2025,2021,2025,North Carolina,3.521952
2025,2021,2025,Cincinnati,3.430822
2025,2021,2025,California,3.416183
2025,2021,2025,Maryland,3.341147
2025,2021,2025,Fresno State,3.32409
2025,2021,2025,Virginia Tech,3.230324
2025,2021,2025,Northern Illinois,3.174219
2025,2021,2025,San Diego State,3.009641
2025,2021,2025,Washington State,2.957915
2025,2021,2025,Toledo,2.955026
2025,2021,2025,Air Force,2.922438
2025,2021,2025,UCF,2.885387
2025,2021,2025,Michigan State,2.86793
2025,2021,2025,Army,2.833934
2025,2021,2025,Rutgers,2.811869
2025,2021,2025,Stanford,2.757186
2025,2021,2025,Purdue,2.750619
2025,2021,2025,Vanderbilt,2.692782
2025,2021,2025,Ohio,2.658009
2025,2021,2025,Navy,2.638039
2025,2021,2025,Boston College,2.596135
2025,2021,2025,Memphis,2.579473
2025,2021,2025,East Carolina,2.578428
2025,2021,2025,Auburn,2.574099
2025,2021,2025,Wyoming,2.572321
2025,2021,2025,UNLV,2.559637
2025,2021,2025,Hawai'i,2.502425
2025,2021,2025,Northwestern,2.440949
2025,2021,2025,UTSA,2.436679
2025,2021,2025,James Madison,2.427851
2025,2021,2025,Nebraska,2.419182
2025,2021,2025,Miami (OH),2.262346
2025,2021,2025,Utah State,2.224951
2025,2021,2025,Marshall,2.116016
2025,2021,2025,Western Michigan,2.090413
2025,2021,2025,Colorado,2.090221
2025,2021,2025,San Jose State,2.02755
2025,2021,2025,North Texas,2.025685
2025,2021,2025,Coastal Carolina,1.951277
2025,2021,2025,UConn,1.904641
2025,2021,2025,Troy,1.80148
2025,2021,2025,Liberty,1.728573
2025,2021,2025,Bowling Green,1.702892
2025,2021,2025,Central Michigan,1.69485
2025,2021,2025,Old Dominion,1.65316
2025,2021,2025,Louisiana,1.495013
2025,2021,2025,Ball State,1.483523
2025,2021,2025,Buffalo,1.48147
2025,2021,2025,Western Kentucky,1.430833
2025,2021,2025,New Mexico,1.422188
2025,2021,2025,South Florida,1.399951
2025,2021,2025,Georgia State,1.38807
2025,2021,2025,South Alabama,1.310928
2025,2021,2025,Eastern Michigan,1.192815
2025,2021,2025,Georgia Southern,1.091657
2025,2021,2025,Colorado State,1.073721
2025,2021,2025,UAB,1.073485
2025,2021,2025,Texas State,1.070096
2025,2021,2025,Nevada,1.052664
2025,2021,2025,Rice,1.024128
2025,2021,2025,Kent State,0.898896
2025,2021,2025,Tulsa,0.867191
2025,2021,2025,Southern Miss,0.812526
2025,2021,2025,Jacksonville State,0.802371
2025,2021,2025,Arkansas State,0.754966
2025,2021,2025,New Mexico State,0.696369
2025,2021,2025,Middle Tennessee,0.654627
2025,2021,2025,Sam Houston,0.486674
2025,2021,2025,Louisiana Tech,0.471888
2025,2021,2025,Charlotte,0.429012
2025,2021,2025,Akron,0.41537
2025,2021,2025,Temple,0.40213
2025,2021,2025,Delaware,0.390764
2025,2021,2025,UTEP,0.379987
2025,2021,2025,Kennesaw State,0.248162
2025,2021,2025,Missouri State,0.135466
