team,season_year,as_of,raw_hfa,adjusted_hfa,prior_hfa,fbs_baseline,fcs_prior_used,effective_n,lambda,games_used,weighted_actual_wins,weighted_expected_wins,oldest_game_used,newest_game_used,elo_hfa_points,elo_points_at_bound,raw_elo_hfa_points,raw_points_at_bound
Washington,1981,1981-09-05,1.108602,1.141757,1.147987,1.147987,False,5.63689,0.158176,6,3.757936,3.389796,1980-09-13,1980-11-08,66.208231,False,50.050982,False
Washington State,1981,1981-09-05,0.872252,1.110605,1.147987,1.147987,False,4.70492,0.135569,5,1.88146,2.157014,1980-09-13,1980-11-22,39.174225,False,-46.179758,False
Oregon,1981,1981-09-05,1.550309,1.192733,1.147987,1.147987,False,3.75419,0.111221,4,2.820935,1.819596,1980-09-06,1980-11-01,68.982409,False,212.993771,False
Oregon State,1981,1981-09-05,0.0,1.048958,1.147987,1.147987,False,2.8322,0.086263,3,0.0,0.604181,1980-10-11,1980-11-22,11.160731,False,-400.0,True
California,1981,1981-09-05,1.470877,1.199174,1.147987,1.147987,False,5.651877,0.15853,6,2.827188,1.922111,1980-09-27,1980-11-22,58.053819,False,132.70293,False
Stanford,1981,1981-09-05,0.994305,1.127166,1.147987,1.147987,False,4.701148,0.135475,5,2.815947,2.832076,1980-09-13,1980-11-08,63.766693,False,-2.75386,False
USC,1981,1981-09-05,1.228944,1.160823,1.147987,1.147987,False,5.653157,0.15856,6,4.237061,3.447724,1980-09-20,1980-12-06,84.745404,False,125.214281,False
UCLA,1981,1981-09-05,1.272791,1.167769,1.147987,1.147987,False,5.650851,0.158505,6,4.706372,3.69768,1980-09-13,1980-11-30,103.181155,False,183.320271,False
San Jose State,1981,1981-09-05,0.806655,1.127793,1.147987,1.147987,False,1.886465,0.059162,2,0.939474,1.164653,1980-10-11,1980-11-22,62.273703,False,-86.421423,False
Fresno State,1981,1981-09-05,1.1701,1.149289,1.147987,1.147987,False,1.87771,0.058904,2,0.935737,0.799707,1980-09-20,1980-10-25,46.601458,False,53.045988,False
San Diego State,1981,1981-09-05,1.292224,1.167568,1.147987,1.147987,False,4.71242,0.135756,5,1.895242,1.466651,1980-09-27,1980-11-29,42.39294,False,72.251838,False
Hawai'i,1981,1981-09-05,1.162667,1.14998,1.147987,1.147987,False,4.712403,0.135756,5,2.832203,2.435954,1980-10-04,1980-11-29,72.026407,False,78.273633,False
UNLV,1981,1981-09-05,1.072984,1.137802,1.147987,1.147987,False,4.713682,0.135787,5,2.819697,2.627901,1980-09-13,1980-11-29,67.353628,False,35.045233,False
Arizona,1981,1981-09-05,0.474618,1.041277,1.147987,1.147987,False,5.649382,0.158471,6,0.943225,1.987337,1980-09-20,1980-11-29,12.604618,False,-191.868401,False
Arizona State,1981,1981-09-05,1.695569,1.23473,1.147987,1.147987,False,5.646911,0.158412,6,4.701177,2.772624,1980-09-13,1980-11-22,87.390501,False,304.5235,False
BYU,1981,1981-09-05,1.478684,1.192839,1.147987,1.147987,False,4.707407,0.135631,5,4.707407,3.183512,1980-09-13,1980-11-15,131.917593,False,400.0,True
Utah,1981,1981-09-05,1.538212,1.191491,1.147987,1.147987,False,3.764189,0.111485,4,2.817197,1.831476,1980-09-20,1980-11-22,77.535429,False,230.323746,False
Utah State,1981,1981-09-05,0.0,1.080324,1.147987,1.147987,False,1.878949,0.05894,2,0.0,0.503092,1980-10-04,1980-10-18,19.051004,False,-400.0,True
Colorado,1981,1981-09-05,0.81327,1.102599,1.147987,1.147987,False,4.70614,0.1356,5,0.943225,1.159794,1980-09-27,1980-11-15,24.400621,False,-48.866661,False
Colorado State,1981,1981-09-05,1.162983,1.150358,1.147987,1.147987,False,5.634408,0.158117,6,3.291945,2.830604,1980-09-06,1980-11-08,55.811037,False,60.570249,False
Wyoming,1981,1981-09-05,1.405132,1.182767,1.147987,1.147987,False,4.692398,0.135257,5,3.754172,2.671757,1980-09-13,1980-10-25,85.174946,False,209.828712,False
Air Force,1981,1981-09-05,1.635514,1.214034,1.147987,1.147987,False,4.701152,0.135475,5,2.353699,1.439119,1980-09-20,1980-11-15,52.619133,False,147.544671,False
New Mexico,1981,1981-09-05,0.784695,1.098837,1.147987,1.147987,False,4.693657,0.135289,5,1.870235,2.38339,1980-09-06,1980-11-01,38.191389,False,-83.930279,False
New Mexico State,1981,1981-09-05,0.821471,1.119888,1.147987,1.147987,False,2.824712,0.086054,3,0.934495,1.137587,1980-09-13,1980-11-22,36.182648,False,-56.752035,False
UTEP,1981,1981-09-05,0.0,0.992212,1.147987,1.147987,False,4.70991,0.135694,5,0.0,2.028758,1980-09-20,1980-11-22,-2.551908,False,-400.0,True
Kansas,1981,1981-09-05,0.673307,1.062667,1.147987,1.147987,False,6.573861,0.179742,7,1.878957,2.790637,1980-09-13,1980-11-08,21.754427,False,-121.438901,False
Kansas State,1981,1981-09-05,0.976489,1.124694,1.147987,1.147987,False,4.714906,0.135818,5,1.883973,1.929333,1980-09-27,1980-11-22,39.295499,False,-7.533897,False
Nebraska,1981,1981-09-05,1.121247,1.143174,1.147987,1.147987,False,6.583877,0.179967,7,4.698659,4.190566,1980-09-13,1980-11-22,81.001791,False,67.876823,False
Iowa State,1981,1981-09-05,1.230241,1.160995,1.147987,1.147987,False,5.63564,0.158146,6,3.747932,3.046503,1980-09-13,1980-11-15,78.496899,False,114.974148,False
Oklahoma State,1981,1981-09-05,0.790632,1.099474,1.147987,1.147987,False,4.712396,0.135755,5,1.887704,2.387589,1980-10-04,1980-11-22,38.512615,False,-81.068032,False
Tulsa,1981,1981-09-05,1.782546,1.202372,1.147987,1.147987,False,2.812195,0.085706,3,2.812195,1.577629,1980-09-13,1980-10-11,84.03948,False,400.0,True
Texas,1981,1981-09-05,1.153684,1.149011,1.147987,1.147987,False,6.579264,0.179863,7,4.68904,4.064406,1980-09-01,1980-11-29,75.490926,False,78.042727,False
Texas A&M,1981,1981-09-05,0.969178,1.123751,1.147987,1.147987,False,4.703651,0.135538,5,1.885218,1.945173,1980-09-20,1980-11-22,37.388039,False,-9.478848,False
Baylor,1981,1981-09-05,1.318176,1.171091,1.147987,1.147987,False,4.712396,0.135755,5,3.769171,2.859384,1980-10-04,1980-11-22,83.231868,False,170.071811,False
TCU,1981,1981-09-05,0.56257,1.05525,1.147987,1.147987,False,5.646878,0.158412,6,0.944479,1.678865,1980-09-13,1980-11-15,14.672132,False,-139.151376,False
Texas Tech,1981,1981-09-05,1.248518,1.166062,1.147987,1.147987,False,6.576419,0.179799,7,3.757951,3.00993,1980-09-06,1980-11-22,56.892625,False,85.544984,False
Houston,1981,1981-09-05,1.259867,1.165706,1.147987,1.147987,False,5.645641,0.158382,6,3.761653,2.985755,1980-09-20,1980-11-29,72.626978,False,115.49642,False
Rice,1981,1981-09-05,0.59625,1.073171,1.147987,1.147987,False,4.706144,0.1356,5,0.936981,1.571458,1980-09-27,1980-11-15,20.022836,False,-129.383909,False
SMU,1981,1981-09-05,1.229693,1.159056,1.147987,1.147987,False,4.701351,0.13548,5,3.760629,3.058184,1980-09-13,1980-11-23,90.829295,False,138.791582,False
North Texas,1981,1981-09-05,2.207992,1.21062,1.147987,1.147987,False,1.883961,0.059088,2,1.883961,0.853246,1980-10-04,1980-11-15,67.183001,False,400.0,True
Louisiana Tech,1981,1981-09-05,,1.147987,1.147987,1.147987,False,0.0,0.0,0,0.0,0.0,,,60.941698,False,,False
Tulane,1981,1981-09-05,1.057771,1.133717,1.147987,1.147987,False,5.6369,0.158176,6,3.765419,3.559767,1980-09-06,1980-11-15,75.347197,False,31.566116,False
Louisiana,1981,1981-09-05,1.363231,1.171933,1.147987,1.147987,False,3.755444,0.111254,4,2.818463,2.067487,1980-09-06,1980-11-15,70.505047,False,159.85664,False
Memphis,1981,1981-09-05,0.529891,1.064308,1.147987,1.147987,False,4.697402,0.135382,5,0.938227,1.770602,1980-09-06,1980-11-01,20.24932,False,-168.917158,False
Oklahoma,1981,1981-09-05,1.413792,1.190109,1.147987,1.147987,False,5.649409,0.158471,6,4.712428,3.333184,1980-09-13,1980-11-29,94.102842,False,234.363734,False
Arkansas,1981,1981-09-05,1.465626,1.198314,1.147987,1.147987,False,5.648155,0.158442,6,4.70493,3.210183,1980-09-20,1980-11-29,87.396926,False,239.220427,False
Missouri,1981,1981-09-05,1.282835,1.169328,1.147987,1.147987,False,5.640652,0.158265,6,4.702425,3.66565,1980-09-13,1980-11-22,101.436685,False,186.794426,False
Cincinnati,1981,1981-09-05,2.640728,1.23652,1.147987,1.147987,False,1.891471,0.05931,2,1.891471,0.716269,1980-11-08,1980-11-22,78.781005,False,400.0,True
Louisville,1981,1981-09-05,0.876037,1.117686,1.147987,1.147987,False,3.761688,0.111419,4,1.885208,2.151972,1980-09-06,1980-11-15,49.413761,False,-49.986899,False
Arkansas State,1981,1981-09-05,0.0,1.080324,1.147987,1.147987,False,1.878962,0.058941,2,0.0,0.844623,1980-09-20,1980-11-01,27.241625,False,-400.0,True
ULM,1981,1981-09-05,1.443693,1.157035,1.147987,1.147987,False,0.946992,0.0306,1,0.946992,0.655951,1980-11-22,1980-11-22,101.226138,False,400.0,True
Southern Miss,1981,1981-09-05,1.018097,1.133514,1.147987,1.147987,False,3.761678,0.111419,4,2.814686,2.764653,1980-09-20,1980-11-22,108.918611,False,13.03826,False
Michigan,1981,1981-09-05,1.398121,1.187552,1.147987,1.147987,False,5.636884,0.158176,6,4.699903,3.361584,1980-09-13,1980-11-15,87.216377,False,214.384484,False
Michigan State,1981,1981-09-05,0.72817,1.081446,1.147987,1.147987,False,5.650626,0.1585,6,1.88146,2.58382,1980-09-27,1980-11-22,31.591838,False,-108.203063,False
Ohio State,1981,1981-09-05,1.287467,1.173069,1.147987,1.147987,False,6.577633,0.179827,7,4.692415,3.644686,1980-09-13,1980-11-22,74.219819,False,127.546011,False
Indiana,1981,1981-09-05,1.001838,1.128187,1.147987,1.147987,False,4.701155,0.135475,5,2.823435,2.818255,1980-09-13,1980-11-15,61.188894,False,0.844027,False
Purdue,1981,1981-09-05,1.368476,1.182915,1.147987,1.147987,False,5.646881,0.158412,6,4.711144,3.44262,1980-09-20,1980-11-22,99.332421,False,226.488293,False
Illinois,1981,1981-09-05,0.868311,1.110176,1.147987,1.147987,False,4.689924,0.135196,5,1.867749,2.151014,1980-09-06,1980-11-01,36.036701,False,-43.935877,False
Northwestern,1981,1981-09-05,0.0,0.992249,1.147987,1.147987,False,4.708633,0.135662,5,0.0,0.939248,1980-10-04,1980-11-15,-1.820607,False,-400.0,True
Wisconsin,1981,1981-09-05,0.908343,1.110052,1.147987,1.147987,False,5.641902,0.158294,6,1.885218,2.075448,1980-09-13,1980-11-22,32.327457,False,-27.915723,False
Minnesota,1981,1981-09-05,1.036795,1.130379,1.147987,1.147987,False,5.644385,0.158353,6,2.820947,2.720833,1980-09-13,1980-11-15,45.887938,False,12.946585,False
Iowa,1981,1981-09-05,0.80655,1.093919,1.147987,1.147987,False,5.644364,0.158352,6,1.883948,2.33581,1980-09-27,1980-11-15,31.061012,False,-66.795019,False
Notre Dame,1981,1981-09-05,1.376304,1.189076,1.147987,1.147987,False,6.583884,0.179967,7,6.111644,4.440621,1980-09-06,1980-11-22,131.518744,False,345.268888,False
Toledo,1981,1981-09-05,1.830867,1.224117,1.147987,1.147987,False,3.764159,0.111484,4,2.824685,1.542813,1980-09-27,1980-11-08,68.051107,False,267.30102,False
Ball State,1981,1981-09-05,1.158556,1.149419,1.147987,1.147987,False,4.704905,0.135569,5,2.825951,2.4392,1980-09-20,1980-11-15,57.828595,False,61.444603,False
Western Michigan,1981,1981-09-05,1.122721,1.144564,1.147987,1.147987,False,4.701163,0.135476,5,2.817202,2.509263,1980-09-06,1980-11-15,55.889941,False,47.263134,False
Bowling Green,1981,1981-09-05,0.836344,1.113233,1.147987,1.147987,False,3.765434,0.111517,4,1.883948,2.2526,1980-09-13,1980-11-22,52.829591,False,-72.086274,False
Central Michigan,1981,1981-09-05,1.826591,1.22344,1.147987,1.147987,False,3.752941,0.111189,4,3.752941,2.054615,1980-09-06,1980-11-08,93.584579,False,400.0,True
Eastern Michigan,1981,1981-09-05,0.0,1.080155,1.147987,1.147987,False,1.883948,0.059088,2,0.0,0.585428,1980-10-18,1980-11-01,20.311774,False,-400.0,True
Northern Illinois,1981,1981-09-05,0.929955,1.123715,1.147987,1.147987,False,3.757946,0.11132,4,1.887714,2.029897,1980-09-13,1980-11-22,54.647291,False,-30.771308,False
Penn State,1981,1981-09-05,0.974432,1.124421,1.147987,1.147987,False,4.713478,0.135782,5,2.828427,2.902642,1980-09-27,1980-11-28,66.771478,False,-13.086749,False
Pittsburgh,1981,1981-09-05,1.522453,1.198659,1.147987,1.147987,False,4.694904,0.13532,5,4.694904,3.083775,1980-09-13,1980-11-08,122.445205,False,400.0,True
West Virginia,1981,1981-09-05,0.719119,1.089939,1.147987,1.147987,False,4.696183,0.135352,5,1.871481,2.602465,1980-09-06,1980-11-22,38.474877,False,-117.738078,False
Maryland,1981,1981-09-05,1.593511,1.208372,1.147987,1.147987,False,4.703651,0.135538,5,3.764177,2.362191,1980-09-13,1980-11-15,76.32581,False,246.375282,False
Virginia,1981,1981-09-05,0.48337,1.057947,1.147987,1.147987,False,4.701177,0.135476,5,0.934495,1.933289,1980-09-13,1980-11-22,17.56106,False,-185.163788,False
Virginia Tech,1981,1981-09-05,1.615709,1.175623,1.147987,1.147987,False,1.883948,0.059088,2,1.883948,1.166019,1980-10-18,1980-11-01,86.669043,False,400.0,True
NC State,1981,1981-09-05,1.553833,1.20307,1.147987,1.147987,False,4.711154,0.135724,5,3.774173,2.428944,1980-09-27,1980-11-22,79.822463,False,246.764638,False
Wake Forest,1981,1981-09-05,0.425104,1.049986,1.147987,1.147987,False,4.704918,0.135569,5,0.946992,2.227668,1980-09-06,1980-11-22,17.126742,False,-228.844351,False
Duke,1981,1981-09-05,0.389413,1.045242,1.147987,1.147987,False,4.699913,0.135445,5,0.943225,2.422173,1980-09-06,1980-11-08,16.592751,False,-255.616893,False
North Carolina,1981,1981-09-05,1.351177,1.180192,1.147987,1.147987,False,5.650629,0.1585,6,5.650629,4.182004,1980-09-27,1980-11-22,168.906198,False,400.0,True
Marshall,1981,1981-09-05,0.687494,1.108439,1.147987,1.147987,False,2.818456,0.08588,3,0.934495,1.359277,1980-09-13,1980-11-15,37.10785,False,-111.51803,False
East Carolina,1981,1981-09-05,0.0,1.080577,1.147987,1.147987,False,1.871476,0.058719,2,0.0,0.881066,1980-09-13,1980-09-27,27.772624,False,-400.0,True
Appalachian State,1981,1981-09-05,,1.147987,1.147987,1.147987,False,0.0,0.0,0,0.0,0.0,,,60.941698,False,,False
Rutgers,1981,1981-09-05,0.592529,1.100245,1.147987,1.147987,False,2.820945,0.08595,3,0.935737,1.579225,1980-09-20,1980-11-15,43.30451,False,-175.324083,False
Syracuse,1981,1981-09-05,1.19643,1.156701,1.147987,1.147987,False,6.580096,0.179882,7,3.754165,3.137806,1980-09-20,1980-11-08,58.503274,False,73.494834,False
Boston College,1981,1981-09-05,1.984174,1.219915,1.147987,1.147987,False,2.823445,0.086019,3,2.823445,1.422982,1980-09-20,1980-11-15,83.448949,False,400.0,True
Temple,1981,1981-09-05,0.618249,1.088894,1.147987,1.147987,False,3.766682,0.11155,4,0.941973,1.523614,1980-09-13,1980-11-15,28.701424,False,-134.46378,False
Army,1981,1981-09-05,1.277472,1.162439,1.147987,1.147987,False,3.769176,0.111616,4,1.880216,1.471826,1980-09-20,1980-11-15,53.818768,False,91.751877,False
Navy,1981,1981-09-05,1.641993,1.190464,1.147987,1.147987,False,2.822214,0.085985,3,2.822214,1.718774,1980-09-20,1980-11-29,98.555659,False,400.0,True
Kent State,1981,1981-09-05,1.656651,1.217009,1.147987,1.147987,False,4.70989,0.135693,5,2.827191,1.70657,1980-10-04,1980-11-22,60.760599,False,180.153673,False
Ohio,1981,1981-09-05,1.476739,1.200006,1.147987,1.147987,False,5.639367,0.158234,6,4.702386,3.184304,1980-09-20,1980-11-08,90.837304,False,251.967836,False
Miami (OH),1981,1981-09-05,1.607323,1.210273,1.147987,1.147987,False,4.706155,0.1356,5,3.77166,2.346548,1980-09-13,1980-11-15,82.013896,False,263.675628,False
Alabama,1981,1981-09-05,1.282428,1.172196,1.147987,1.147987,False,6.588721,0.180075,7,5.642986,4.400236,1980-09-06,1980-11-29,106.5067,False,197.28538,False
Auburn,1981,1981-09-05,1.326453,1.172175,1.147987,1.147987,False,4.703654,0.135538,5,2.820939,2.126679,1980-09-20,1980-11-15,64.386065,False,123.433734,False
Georgia,1981,1981-09-05,1.442768,1.20709,1.147987,1.147987,False,7.523364,0.200498,8,7.523364,5.214534,1980-09-13,1980-11-29,154.512154,False,400.0,True
Georgia Tech,1981,1981-09-05,0.661867,1.082144,1.147987,1.147987,False,4.699899,0.135444,5,0.936981,1.415664,1980-09-20,1980-11-15,21.78535,False,-103.073859,False
Florida,1981,1981-09-05,1.115262,1.142805,1.147987,1.147987,False,5.643151,0.158324,6,3.756674,3.368423,1980-09-13,1980-11-29,67.902463,False,54.248984,False
Florida State,1981,1981-09-05,1.422881,1.197482,1.147987,1.147987,False,6.587644,0.180051,7,6.587644,4.629792,1980-09-13,1980-12-06,146.169147,False,400.0,True
Miami (FL),1981,1981-09-05,1.495232,1.186745,1.147987,1.147987,False,3.769174,0.111616,4,2.828452,1.891647,1980-09-27,1980-11-22,67.854555,False,194.742819,False
South Carolina,1981,1981-09-05,1.476039,1.184559,1.147987,1.147987,False,3.764157,0.111484,4,3.764157,2.550174,1980-10-04,1980-11-15,117.852169,False,400.0,True
Clemson,1981,1981-09-05,1.32174,1.171542,1.147987,1.147987,False,4.704915,0.135569,5,2.819713,2.133334,1980-09-13,1980-11-22,63.874146,False,119.896688,False
Tennessee,1981,1981-09-05,0.590697,1.047786,1.147987,1.147987,False,6.576399,0.179799,7,1.882729,3.187302,1980-09-06,1980-11-22,16.537261,False,-151.801565,False
Vanderbilt,1981,1981-09-05,0.0,0.992176,1.147987,1.147987,False,4.711169,0.135725,5,0.0,1.392484,1980-09-20,1980-11-29,-2.024709,False,-400.0,True
Kentucky,1981,1981-09-05,1.10143,1.139613,1.147987,1.147987,False,6.578882,0.179855,7,2.814714,2.55551,1980-09-06,1980-11-15,43.032984,False,31.387701,False
LSU,1981,1981-09-05,1.504497,1.204347,1.147987,1.147987,False,5.633177,0.158088,6,4.699923,3.123916,1980-09-06,1980-11-22,88.079634,False,254.187707,False
Mississippi State,1981,1981-09-05,1.466037,1.198407,1.147987,1.147987,False,5.651893,0.15853,6,4.712419,3.214393,1980-09-13,1980-11-22,96.801321,False,264.786394,False
Ole Miss,1981,1981-09-05,0.753408,1.085667,1.147987,1.147987,False,5.626925,0.15794,6,1.880229,2.495634,1980-09-06,1980-11-15,27.284874,False,-82.408888,False
Washington,1982,1982-09-02,1.195456,1.169493,1.160046,1.160046,False,10.915432,0.26678,12,8.222642,6.878248,1980-09-13,1981-11-21,98.64464,False,115.605333,False
Washington State,1982,1982-09-02,1.183877,1.164669,1.160046,1.160046,False,7.220822,0.194,8,4.584815,3.872712,1980-09-13,1981-11-14,76.678786,False,85.858993,False
Oregon,1982,1982-09-02,0.929242,1.110423,1.160046,1.160046,False,8.216625,0.215001,9,3.581001,3.853681,1980-09-06,1981-11-21,41.591109,False,-26.768951,False
Oregon State,1982,1982-09-02,0.671711,1.063965,1.160046,1.160046,False,7.34836,0.196752,8,0.93485,1.391744,1980-10-11,1981-11-14,14.121604,False,-85.60441,False
California,1982,1982-09-02,1.03751,1.129468,1.160046,1.160046,False,9.975837,0.249547,11,3.58307,3.453528,1980-09-27,1981-11-07,39.651214,False,11.681037,False
Stanford,1982,1982-09-02,1.127525,1.151893,1.160046,1.160046,False,10.038067,0.250713,11,5.462267,4.844477,1980-09-13,1981-11-21,64.762219,False,54.248953,False
USC,1982,1982-09-02,1.225969,1.177641,1.160046,1.160046,False,10.921867,0.266896,12,8.659957,7.063767,1980-09-20,1981-11-21,109.374281,False,144.275614,False
UCLA,1982,1982-09-02,1.364888,1.211213,1.160046,1.160046,False,9.988607,0.249786,11,8.636294,6.327473,1980-09-13,1981-11-14,125.23181,False,248.338566,False
San Jose State,1982,1982-09-02,0.806957,1.121808,1.160046,1.160046,False,3.64344,0.108296,4,1.825711,2.262463,1980-10-11,1981-11-28,62.322266,False,-90.980122,False
Fresno State,1982,1982-09-02,1.881687,1.255445,1.160046,1.160046,False,4.570075,0.132197,5,2.752058,1.462549,1980-09-20,1981-11-07,65.411027,False,214.498736,False
San Diego State,1982,1982-09-02,1.01085,1.125279,1.160046,1.160046,False,9.114985,0.233031,10,3.656596,3.617347,1980-09-27,1981-11-21,41.148139,False,3.642454,False
Hawai'i,1982,1982-09-02,1.159932,1.16002,1.160046,1.160046,False,9.128779,0.233301,10,6.427314,5.541112,1980-10-04,1981-12-05,95.21411,False,95.158329,False
UNLV,1982,1982-09-02,0.987724,1.123157,1.160046,1.160046,False,8.171359,0.21407,9,4.514694,4.570805,1980-09-13,1981-11-21,57.261806,False,-5.564263,False
Arizona,1982,1982-09-02,0.585835,1.006841,1.160046,1.160046,False,10.917102,0.26681,12,2.762769,4.715952,1980-09-20,1981-11-21,2.486997,False,-164.486678,False
Arizona State,1982,1982-09-02,1.431124,1.232422,1.160046,1.160046,False,10.92731,0.266993,12,10.044364,7.018512,1980-09-13,1981-11-28,152.896084,False,362.915053,False
BYU,1982,1982-09-02,1.186418,1.166183,1.160046,1.160046,False,9.098895,0.232715,10,8.159065,6.877059,1980-09-13,1981-11-21,168.567624,False,197.549452,False
Utah,1982,1982-09-02,1.385684,1.208578,1.160046,1.160046,False,8.220807,0.215087,9,6.864268,4.953703,1980-09-20,1981-11-14,117.954772,False,244.076879,False
Utah State,1982,1982-09-02,0.7626,1.107394,1.160046,1.160046,False,4.581197,0.132477,5,1.414123,1.854345,1980-10-04,1981-10-31,35.438547,False,-83.122709,False
Colorado,1982,1982-09-02,1.478258,1.239809,1.160046,1.160046,False,10.03524,0.25066,11,3.703884,2.505574,1980-09-27,1981-11-21,55.88566,False,106.361945,False
Colorado State,1982,1982-09-02,0.800841,1.070467,1.160046,1.160046,False,9.967022,0.249381,11,3.073388,3.837703,1980-09-06,1981-11-14,24.522326,False,-72.206133,False
Wyoming,1982,1982-09-02,1.40006,1.215842,1.160046,1.160046,False,9.08627,0.232467,10,7.270503,5.192993,1980-09-13,1981-10-31,117.233501,False,235.178267,False
Air Force,1982,1982-09-02,1.474803,1.238989,1.160046,1.160046,False,10.043078,0.250807,11,5.02821,3.409412,1980-09-20,1981-11-28,64.46039,False,124.852202,False
New Mexico,1982,1982-09-02,0.965187,1.118438,1.160046,1.160046,False,8.14514,0.21353,9,3.623235,3.753922,1980-09-06,1981-11-21,43.084237,False,-12.757159,False
New Mexico State,1982,1982-09-02,0.570798,1.097234,1.160046,1.160046,False,3.579506,0.106598,4,0.872453,1.528478,1980-09-13,1981-10-24,30.545452,False,-151.479855,False
UTEP,1982,1982-09-02,0.333606,0.96766,1.160046,1.160046,False,9.102692,0.232789,10,0.942331,2.824686,1980-09-20,1981-11-28,-9.569388,False,-262.42958,False
Kansas,1982,1982-09-02,1.07611,1.135049,1.160046,1.160046,False,12.723789,0.297815,14,7.400755,6.87732,1980-09-13,1981-11-21,61.380838,False,34.2225,False
Kansas State,1982,1982-09-02,1.274799,1.182334,1.160046,1.160046,False,7.231377,0.194228,8,2.702476,2.119924,1980-09-27,1981-11-07,51.255398,False,76.037583,False
Nebraska,1982,1982-09-02,1.129476,1.151422,1.160046,1.160046,False,11.788283,0.282095,13,9.090891,8.048771,1980-09-13,1981-11-14,106.828749,False,89.816105,False
Iowa State,1982,1982-09-02,1.322694,1.206098,1.160046,1.160046,False,11.849093,0.283139,13,7.725233,5.84053,1980-09-13,1981-11-21,89.795242,False,143.304041,False
Oklahoma State,1982,1982-09-02,0.908875,1.096996,1.160046,1.160046,False,10.054835,0.251027,11,4.586894,5.046779,1980-10-04,1981-11-28,37.307564,False,-35.019485,False
Tulsa,1982,1982-09-02,1.371823,1.192567,1.160046,1.160046,False,5.442519,0.153559,6,4.50891,3.286801,1980-09-13,1981-11-07,92.49755,False,203.132453,False
Texas,1982,1982-09-02,1.397454,1.234371,1.160046,1.160046,False,13.672432,0.313068,15,11.435284,8.182943,1980-09-01,1981-11-21,125.86599,False,238.621889,False
Texas A&M,1982,1982-09-02,1.037864,1.131595,1.160046,1.160046,False,9.106464,0.232863,10,3.637223,3.504526,1980-09-20,1981-11-26,38.161404,False,11.129785,False
Baylor,1982,1982-09-02,1.190043,1.167028,1.160046,1.160046,False,9.101224,0.232761,10,7.274527,6.112826,1980-10-04,1981-11-14,104.912051,False,121.943842,False
TCU,1982,1982-09-02,0.857834,1.084586,1.160046,1.160046,False,9.983665,0.249694,11,2.292775,2.672749,1980-09-13,1981-11-21,22.013148,False,-39.636913,False
Texas Tech,1982,1982-09-02,1.031774,1.126005,1.160046,1.160046,False,10.837717,0.265385,12,4.444548,4.307676,1980-09-06,1981-10-24,39.481356,False,10.056371,False
Houston,1982,1982-09-02,1.252736,1.183164,1.160046,1.160046,False,9.968778,0.249414,11,7.268791,5.802332,1980-09-20,1981-11-21,94.389826,False,133.377969,False
Rice,1982,1982-09-02,0.828961,1.082948,1.160046,1.160046,False,9.106634,0.232867,10,2.753187,3.32125,1980-09-27,1981-11-28,24.414617,False,-53.199287,False
SMU,1982,1982-09-02,1.133727,1.153922,1.160046,1.160046,False,9.097164,0.232681,10,7.276567,6.41827,1980-09-13,1981-11-14,113.709644,False,96.702586,False
Tulane,1982,1982-09-02,1.134292,1.15318,1.160046,1.160046,False,10.906726,0.266624,12,7.291037,6.42783,1980-09-06,1981-11-28,74.702755,False,65.086354,False
Louisiana,1982,1982-09-02,1.450577,1.197527,1.160046,1.160046,False,4.443451,0.129007,5,3.568678,2.460178,1980-09-06,1981-09-26,81.846216,False,210.520052,False
Memphis,1982,1982-09-02,0.342885,0.970008,1.160046,1.160046,False,9.090961,0.232559,10,0.875936,2.554607,1980-09-06,1981-11-14,-8.238937,False,-245.80197,False
Oklahoma,1982,1982-09-02,1.248045,1.182019,1.160046,1.160046,False,9.983531,0.249691,11,8.161407,6.539355,1980-09-13,1981-11-21,125.280932,False,179.656186,False
Arkansas,1982,1982-09-02,1.302597,1.198087,1.160046,1.160046,False,10.919707,0.266857,12,8.149422,6.256289,1980-09-20,1981-11-21,91.607295,False,146.167753,False
Missouri,1982,1982-09-02,1.215605,1.175774,1.160046,1.160046,False,11.846278,0.28309,13,9.084428,7.473176,1980-09-13,1981-11-14,103.410077,False,129.940551,False
Louisville,1982,1982-09-02,1.227614,1.173237,1.160046,1.160046,False,7.277565,0.195226,8,4.58083,3.731491,1980-09-06,1981-11-21,71.958339,False,95.899924,False
Southern Miss,1982,1982-09-02,1.345614,1.196229,1.160046,1.160046,False,7.266304,0.194983,8,5.912269,4.393733,1980-09-20,1981-11-07,108.269207,False,209.084714,False
Michigan,1982,1982-09-02,1.098045,1.14351,1.160046,1.160046,False,10.911672,0.266713,12,8.148467,7.420886,1980-09-13,1981-11-21,92.465431,False,60.992994,False
Michigan State,1982,1982-09-02,1.232236,1.179309,1.160046,1.160046,False,10.918247,0.266831,12,5.524641,4.483426,1980-09-27,1981-11-14,63.286407,False,81.953518,False
Ohio State,1982,1982-09-02,1.186638,1.167544,1.160046,1.160046,False,11.779963,0.281952,13,9.081325,7.652986,1980-09-13,1981-11-14,103.499477,False,116.722757,False
Indiana,1982,1982-09-02,1.221973,1.174455,1.160046,1.160046,False,9.096982,0.232677,10,4.524414,3.702548,1980-09-13,1981-11-21,61.459439,False,77.986443,False
