team,season_year,as_of,raw_hfa,adjusted_hfa,prior_hfa,fbs_baseline,fcs_prior_used,effective_n,lambda,games_used,weighted_actual_wins,weighted_expected_wins,oldest_game_used,newest_game_used,elo_hfa_points,elo_points_at_bound,raw_elo_hfa_points,raw_points_at_bound
Rice,1997,1997-08-23,1.04031,1.077827,1.139977,1.139977,False,49.697854,0.623578,86,18.524086,17.806307,1980-09-27,1996-11-23,28.841241,False,15.032262,False
SMU,1997,1997-08-23,0.967063,1.037752,1.139977,1.139977,False,43.383949,0.591191,74,17.654171,18.25545,1980-09-13,1996-11-21,16.716854,False,-14.748716,False
North Texas,1997,1997-08-23,1.399292,1.195041,1.139977,1.139977,False,8.087709,0.212344,12,3.721823,2.659791,1980-10-04,1996-11-16,51.912604,False,103.238397,False
Louisiana Tech,1997,1997-08-23,1.257613,1.190477,1.139977,1.139977,False,22.566039,0.429289,32,14.791112,11.761262,1981-09-19,1996-10-26,86.17617,False,117.981855,False
Tulane,1997,1997-08-23,0.970734,1.031087,1.139977,1.139977,False,54.126892,0.643396,96,18.561811,19.121411,1980-09-06,1996-11-09,10.157862,False,-9.674082,False
Louisiana,1997,1997-08-23,1.319678,1.229415,1.139977,1.139977,False,29.725517,0.497702,47,19.795435,15.000201,1980-09-06,1996-11-09,100.153266,False,141.739909,False
Memphis,1997,1997-08-23,1.114088,1.123906,1.139977,1.139977,False,49.104292,0.620754,83,24.18572,21.708983,1980-09-06,1996-11-23,48.16525,False,44.360108,False
Oklahoma,1997,1997-08-23,1.072621,1.095515,1.139977,1.139977,False,58.261766,0.660102,101,41.369064,38.568209,1980-09-13,1996-11-23,77.245186,False,57.881252,False
Arkansas,1997,1997-08-23,1.144118,1.142773,1.139977,1.139977,False,62.359223,0.675181,109,40.899218,35.747368,1980-09-20,1996-11-29,80.478491,False,81.268307,False
Missouri,1997,1997-08-23,1.125785,1.130675,1.139977,1.139977,False,57.058254,0.655403,101,25.45066,22.60704,1980-09-13,1996-11-23,49.734465,False,47.884556,False
Cincinnati,1997,1997-08-23,1.239565,1.195855,1.139977,1.139977,False,38.351175,0.56109,61,18.212121,14.692343,1980-11-08,1996-11-23,66.891977,False,81.5042,False
Louisville,1997,1997-08-23,1.119647,1.127791,1.139977,1.139977,False,44.892914,0.599428,74,24.950252,22.284027,1980-09-06,1996-11-02,60.075929,False,56.208828,False
Arkansas State,1997,1997-08-23,1.01166,1.099533,1.139977,1.139977,False,13.80784,0.315191,20,4.832585,4.776888,1980-09-20,1996-11-09,29.656754,False,3.532882,False
ULM,1997,1997-08-23,0.476519,1.093752,1.139977,1.139977,False,2.246717,0.069673,5,0.644734,1.353007,1980-11-22,1996-09-07,47.246266,False,-263.71352,False
Southern Miss,1997,1997-08-23,1.321824,1.240656,1.139977,1.139977,False,37.211546,0.553648,65,29.163282,22.062912,1980-09-20,1996-11-02,136.753526,False,191.376252,False
Michigan,1997,1997-08-23,1.073203,1.094935,1.139977,1.139977,False,62.179872,0.674549,108,48.500467,45.192246,1980-09-13,1996-11-16,80.642775,False,60.842063,False
Michigan State,1997,1997-08-23,1.093889,1.109615,1.139977,1.139977,False,57.919079,0.658777,100,33.332123,30.471205,1980-09-27,1996-11-09,54.617176,False,46.700693,False
Ohio State,1997,1997-08-23,1.159615,1.153337,1.139977,1.139977,False,63.84123,0.680311,111,51.517552,44.426423,1980-09-13,1996-11-23,122.694901,False,128.484885,False
Indiana,1997,1997-08-23,1.122759,1.128665,1.139977,1.139977,False,57.46206,0.656994,99,31.346071,27.918796,1980-09-13,1996-11-16,58.31318,False,55.609778,False
Purdue,1997,1997-08-23,1.23145,1.199574,1.139977,1.139977,False,56.090987,0.651531,98,24.84281,20.173629,1980-09-20,1996-11-23,68.15761,False,78.802317,False
Illinois,1997,1997-08-23,1.148826,1.145836,1.139977,1.139977,False,58.784895,0.662105,100,34.953165,30.425117,1980-09-06,1996-11-23,69.160402,False,70.602075,False
Northwestern,1997,1997-08-23,1.205515,1.181656,1.139977,1.139977,False,52.406915,0.635953,91,18.680958,15.496249,1980-10-04,1996-11-16,57.374291,False,64.566319,False
Wisconsin,1997,1997-08-23,1.203167,1.181877,1.139977,1.139977,False,59.04417,0.663089,105,31.818028,26.445235,1980-09-13,1996-11-09,76.614112,False,85.619074,False
Minnesota,1997,1997-08-23,1.200616,1.17916,1.139977,1.139977,False,54.786769,0.646171,96,24.132551,20.100135,1980-09-13,1996-11-23,60.53678,False,67.634598,False
Iowa,1997,1997-08-23,1.124361,1.129794,1.139977,1.139977,False,56.22628,0.652078,97,37.765883,33.588742,1980-09-27,1996-11-16,74.240796,False,71.011172,False
Notre Dame,1997,1997-08-23,1.065659,1.089907,1.139977,1.139977,False,61.948031,0.673729,107,47.790385,44.845848,1980-09-06,1996-11-23,77.557565,False,55.480725,False
Toledo,1997,1997-08-23,1.213377,1.184814,1.139977,1.139977,False,47.093512,0.610862,82,35.043852,28.881262,1980-09-27,1996-11-09,110.002928,False,128.720323,False
Ball State,1997,1997-08-23,1.208394,1.180186,1.139977,1.139977,False,42.764464,0.587711,74,27.957452,23.136042,1980-09-20,1996-11-16,84.78067,False,98.578872,False
Western Michigan,1997,1997-08-23,1.159712,1.152158,1.139977,1.139977,False,48.375877,0.617229,86,31.795207,27.416458,1980-09-06,1996-11-16,76.704701,False,80.678862,False
Bowling Green,1997,1997-08-23,1.154499,1.148592,1.139977,1.139977,False,43.750069,0.593221,75,32.511103,28.160362,1980-09-13,1996-11-09,97.886211,False,102.11859,False
Central Michigan,1997,1997-08-23,1.153478,1.148298,1.139977,1.139977,False,48.182686,0.616283,83,34.757282,30.132586,1980-09-06,1996-10-26,87.588323,False,90.878887,False
Eastern Michigan,1997,1997-08-23,1.008196,1.061372,1.139977,1.139977,False,44.346131,0.596482,75,19.783441,19.622614,1980-10-18,1996-11-09,24.91533,False,3.340268,False
Northern Illinois,1997,1997-08-23,1.175173,1.158809,1.139977,1.139977,False,34.522604,0.535047,61,17.515448,14.90457,1980-09-13,1996-11-02,58.12277,False,64.088079,False
Penn State,1997,1997-08-23,1.103051,1.115123,1.139977,1.139977,False,61.767534,0.673087,106,50.153318,45.467813,1980-09-27,1996-11-23,104.130616,False,91.926681,False
Pittsburgh,1997,1997-08-23,1.082163,1.101402,1.139977,1.139977,False,60.148622,0.667216,104,31.56919,29.172316,1980-09-13,1996-11-30,46.77632,False,37.881157,False
West Virginia,1997,1997-08-23,1.092835,1.109113,1.139977,1.139977,False,56.882027,0.654704,98,39.848858,36.463749,1980-09-06,1996-11-02,70.299939,False,59.315343,False
Maryland,1997,1997-08-23,1.12344,1.12969,1.139977,1.139977,False,49.381181,0.622077,86,26.565698,23.646744,1980-09-13,1996-11-14,56.21316,False,53.485573,False
Virginia,1997,1997-08-23,1.162568,1.154064,1.139977,1.139977,False,49.692142,0.623551,85,33.762221,29.041061,1980-09-13,1996-11-16,90.746083,False,96.011698,False
Virginia Tech,1997,1997-08-23,1.178427,1.164109,1.139977,1.139977,False,50.566864,0.627638,83,35.618433,30.225414,1980-10-18,1996-11-29,102.965839,False,112.599275,False
NC State,1997,1997-08-23,1.118373,1.126418,1.139977,1.139977,False,50.567151,0.62764,88,29.253726,26.157389,1980-09-27,1996-11-23,60.843783,False,56.905777,False
Wake Forest,1997,1997-08-23,0.806523,0.94746,1.139977,1.139977,False,40.979375,0.577342,70,10.456641,12.965085,1980-09-06,1996-11-16,-16.78488,False,-64.205204,False
Duke,1997,1997-08-23,1.131628,1.134794,1.139977,1.139977,False,49.11843,0.620822,85,23.136951,20.445715,1980-09-06,1996-11-23,49.024768,False,47.878707,False
North Carolina,1997,1997-08-23,1.120564,1.127457,1.139977,1.139977,False,54.496364,0.644955,95,36.635508,32.693805,1980-09-27,1996-11-09,82.929382,False,78.254241,False
Marshall,1997,1997-08-23,0.687494,1.126343,1.139977,1.139977,False,0.93204,0.030132,3,0.30903,0.449502,1980-09-13,1980-11-15,43.264658,False,-111.51803,False
East Carolina,1997,1997-08-23,1.182307,1.163938,1.139977,1.139977,False,39.131817,0.566046,63,22.935585,19.399017,1980-09-13,1996-11-30,79.020697,False,87.989963,False
Rutgers,1997,1997-08-23,1.170916,1.158798,1.139977,1.139977,False,46.592487,0.608317,78,22.845979,19.511205,1980-09-20,1996-11-09,60.371111,False,64.940539,False
Syracuse,1997,1997-08-23,1.066828,1.092287,1.139977,1.139977,False,56.195629,0.651955,98,38.792985,36.362909,1980-09-20,1996-11-30,63.232806,False,45.211992,False
Boston College,1997,1997-08-23,1.080169,1.102078,1.139977,1.139977,False,51.896449,0.633684,88,27.852308,25.785145,1980-09-20,1996-11-16,49.023357,False,38.464836,False
Temple,1997,1997-08-23,0.790926,0.942978,1.139977,1.139977,False,38.867872,0.564383,66,9.421479,11.911965,1980-09-13,1996-11-23,-19.166348,False,-73.345127,False
Army,1997,1997-08-23,1.328625,1.250796,1.139977,1.139977,False,42.71602,0.587436,71,24.318518,18.303526,1980-09-20,1996-12-07,95.353406,False,125.619673,False
Navy,1997,1997-08-23,1.136733,1.138275,1.139977,1.139977,False,33.119143,0.524708,57,12.918741,11.364801,1980-09-20,1996-11-16,46.318505,False,45.813089,False
Akron,1997,1997-08-23,1.363793,1.242106,1.139977,1.139977,False,25.17835,0.456308,34,13.9679,10.24195,1987-09-12,1996-11-02,92.065853,False,138.538612,False
Kent State,1997,1997-08-23,1.044371,1.082486,1.139977,1.139977,False,45.250512,0.601332,79,13.877487,13.287892,1980-10-04,1996-11-02,24.031217,False,13.045627,False
Ohio,1997,1997-08-23,1.092998,1.112737,1.139977,1.139977,False,41.400982,0.579838,74,13.909125,12.725659,1980-09-20,1996-11-23,32.736861,False,27.119141,False
Miami (OH),1997,1997-08-23,1.15168,1.147056,1.139977,1.139977,False,45.924378,0.60487,80,28.978604,25.162026,1980-09-13,1996-11-09,74.866892,False,77.284873,False
Alabama,1997,1997-08-23,1.075235,1.096752,1.139977,1.139977,False,60.266377,0.66765,105,49.309792,45.859558,1980-09-06,1996-11-23,96.312122,False,72.70797,False
Auburn,1997,1997-08-23,1.197515,1.178417,1.139977,1.139977,False,60.381206,0.668073,107,50.212993,41.93099,1980-09-20,1996-11-16,148.540226,False,167.812596,False
Georgia,1997,1997-08-23,1.153657,1.1491,1.139977,1.139977,False,60.055197,0.666871,108,43.556443,37.755115,1980-09-13,1996-11-30,95.483923,False,98.648494,False
Georgia Tech,1997,1997-08-23,1.142965,1.141854,1.139977,1.139977,False,50.719069,0.628341,88,25.804973,22.57723,1980-09-20,1996-11-23,59.958113,False,60.427373,False
Florida,1997,1997-08-23,1.227193,1.198371,1.139977,1.139977,False,60.782344,0.669539,103,53.445232,43.550812,1980-09-13,1996-11-16,190.334654,False,227.876158,False
Florida State,1997,1997-08-23,1.113332,1.122552,1.139977,1.139977,False,56.690578,0.653942,95,51.224522,46.01012,1980-09-13,1996-11-30,179.691821,False,161.805709,False
Miami (FL),1997,1997-08-23,1.155572,1.149963,1.139977,1.139977,False,53.405602,0.640312,94,47.415215,41.031803,1980-09-27,1996-11-23,181.083549,False,189.945076,False
South Carolina,1997,1997-08-23,1.176697,1.16376,1.139977,1.139977,False,55.153439,0.647695,95,30.649658,26.047206,1980-10-04,1996-11-02,70.791314,False,76.438445,False
Clemson,1997,1997-08-23,1.140268,1.14016,1.139977,1.139977,False,50.536662,0.627499,88,38.439816,33.711215,1980-09-13,1996-11-23,101.267566,False,101.353947,False
Tennessee,1997,1997-08-23,1.111478,1.120432,1.139977,1.139977,False,65.486413,0.685819,113,51.613508,46.43681,1980-09-06,1996-11-23,101.396406,False,93.105332,False
Vanderbilt,1997,1997-08-23,1.101494,1.115105,1.139977,1.139977,False,54.81686,0.646297,94,19.346039,17.563457,1980-09-20,1996-11-30,36.369877,False,32.143313,False
Kentucky,1997,1997-08-23,1.356497,1.284143,1.139977,1.139977,False,59.775076,0.665832,104,31.591571,23.289084,1980-09-06,1996-11-16,99.579225,False,124.456249,False
LSU,1997,1997-08-23,1.118455,1.125506,1.139977,1.139977,False,61.57609,0.672404,107,37.422032,33.458672,1980-09-06,1996-11-23,68.799797,False,64.866369,False
Mississippi State,1997,1997-08-23,1.166256,1.156417,1.139977,1.139977,False,50.125807,0.625589,86,26.685939,22.881712,1980-09-13,1996-11-23,64.908293,False,69.005049,False
Ole Miss,1997,1997-08-23,1.153951,1.148811,1.139977,1.139977,False,51.561377,0.632179,92,29.545614,25.603866,1980-09-06,1996-11-30,67.232383,False,69.584434,False
UCF,1997,1997-08-23,0.73071,1.115704,1.139977,1.139977,False,1.891476,0.05931,2,0.948251,1.297711,1996-10-19,1996-11-16,69.981058,False,-135.644919,False
UAB,1997,1997-08-23,0.959959,1.119854,1.139977,1.139977,False,3.775448,0.111781,4,1.880206,1.958632,1996-09-14,1996-11-16,49.090701,False,-16.164859,False
Idaho,1997,1997-08-23,1.593921,1.166884,1.139977,1.139977,False,1.890217,0.059273,2,1.890217,1.185891,1996-10-19,1996-11-09,110.796348,False,400.0,True
Washington,1998,1998-08-29,1.146438,1.144871,1.141772,1.141772,False,59.326529,0.664154,107,48.278229,42.11149,1980-09-13,1997-11-22,119.716044,False,121.208538,False
Washington State,1998,1998-08-29,1.184487,1.168259,1.141772,1.141772,False,48.965563,0.620088,87,29.076085,24.54741,1980-09-13,1997-11-15,76.578906,False,84.110106,False
Oregon,1998,1998-08-29,1.146814,1.144965,1.141772,1.141772,False,51.802009,0.633261,90,30.8735,26.921101,1980-09-06,1997-11-22,66.819649,False,67.686428,False
Oregon State,1998,1998-08-29,1.220705,1.190909,1.141772,1.141772,False,49.474441,0.62252,87,14.023257,11.487838,1980-10-11,1997-11-15,50.030551,False,57.397528,False
California,1998,1998-08-29,1.266623,1.222638,1.141772,1.141772,False,55.155433,0.647703,98,29.828873,23.54992,1980-09-27,1997-11-08,85.180383,False,102.013525,False
Stanford,1998,1998-08-29,1.120395,1.127722,1.141772,1.141772,False,57.526368,0.657246,103,31.265616,27.905884,1980-09-13,1997-11-22,56.913946,False,53.637086,False
USC,1998,1998-08-29,1.114772,1.124026,1.141772,1.141772,False,57.532139,0.657269,103,39.341059,35.290677,1980-09-20,1997-11-22,73.181159,False,67.477416,False
UCLA,1998,1998-08-29,1.111087,1.121785,1.141772,1.141772,False,56.047476,0.651355,99,37.665297,33.899512,1980-09-13,1997-11-15,69.791876,False,63.426086,False
San Jose State,1998,1998-08-29,1.066187,1.103313,1.141772,1.141772,False,31.078019,0.508825,51,16.489619,15.465973,1980-10-11,1997-11-15,49.294258,False,31.500308,False
Fresno State,1998,1998-08-29,1.216337,1.185532,1.141772,1.141772,False,42.615621,0.586866,67,30.194184,24.823867,1980-09-20,1997-11-22,102.487894,False,120.868165,False
San Diego State,1998,1998-08-29,1.193028,1.174505,1.141772,1.141772,False,53.014666,0.638618,93,32.227694,27.013351,1980-09-27,1997-11-22,77.247565,False,85.68096,False
Hawai'i,1998,1998-08-29,1.149486,1.147091,1.141772,1.141772,False,66.639443,0.689568,117,34.136751,29.697417,1980-10-04,1997-11-29,61.470664,False,62.467951,False
Nevada,1998,1998-08-29,1.14717,1.14397,1.141772,1.141772,False,20.604615,0.407169,25,16.254314,14.169056,1992-10-24,1997-11-15,103.590839,False,106.191322,False
UNLV,1998,1998-08-29,1.191033,1.169868,1.141772,1.141772,False,39.822882,0.570341,69,17.519731,14.709696,1980-09-13,1997-11-22,58.108094,False,65.219257,False
Arizona,1998,1998-08-29,1.18365,1.169667,1.141772,1.141772,False,59.849277,0.666107,109,41.348445,34.933002,1980-09-20,1997-11-15,97.185644,False,105.698447,False
Arizona State,1998,1998-08-29,1.130849,1.134398,1.141772,1.141772,False,62.344578,0.67513,113,41.349902,36.565347,1980-09-13,1997-11-28,75.194332,False,73.129491,False
BYU,1998,1998-08-29,1.118843,1.126384,1.141772,1.141772,False,61.213101,0.6711,108,48.979119,43.776585,1980-09-13,1997-11-22,107.8681,False,100.619633,False
Utah,1998,1998-08-29,1.172046,1.160768,1.141772,1.141772,False,50.531455,0.627475,89,31.737188,27.078445,1980-09-20,1997-11-15,79.644878,False,85.399433,False
Utah State,1998,1998-08-29,1.171111,1.157555,1.141772,1.141772,False,34.926388,0.537938,58,16.256031,13.880859,1980-10-04,1997-11-01,56.988084,False,61.8025,False
Boise State,1998,1998-08-29,0.369304,1.006876,1.141772,1.141772,False,6.347316,0.17463,7,0.940723,2.547285,1996-08-31,1997-11-08,2.372964,False,-268.997469,False
Colorado,1998,1998-08-29,1.082215,1.102091,1.141772,1.141772,False,59.889995,0.666259,108,40.825095,37.723658,1980-09-27,1997-11-28,74.90177,False,59.76572,False
Colorado State,1998,1998-08-29,1.117305,1.12671,1.141772,1.141772,False,48.04992,0.615631,86,27.385427,24.510249,1980-09-06,1997-11-08,65.847265,False,60.918421,False
Wyoming,1998,1998-08-29,1.288702,1.235761,1.141772,1.141772,False,53.259539,0.639681,93,38.614347,29.963747,1980-09-13,1997-11-08,121.329396,False,151.25998,False
Air Force,1998,1998-08-29,1.1052,1.118074,1.141772,1.141772,False,55.224816,0.64799,99,36.507265,33.032263,1980-09-20,1997-11-15,68.249691,False,60.574726,False
New Mexico,1998,1998-08-29,1.152481,1.148549,1.141772,1.141772,False,51.695283,0.632782,92,23.902923,20.740402,1980-09-06,1997-11-22,55.727964,False,57.185255,False
New Mexico State,1998,1998-08-29,0.733565,0.927883,1.141772,1.141772,False,33.021516,0.523972,55,7.222536,9.845799,1980-09-13,1997-11-15,-20.885921,False,-82.043744,False
UTEP,1998,1998-08-29,0.984422,1.04418,1.141772,1.141772,False,48.994192,0.620225,88,14.731706,14.96483,1980-09-20,1997-11-15,14.529482,False,-5.196993,False
Kansas,1998,1998-08-29,1.092063,1.109401,1.141772,1.141772,False,56.009898,0.651203,102,27.949376,25.593194,1980-09-13,1997-11-01,48.629966,False,40.888362,False
Kansas State,1998,1998-08-29,1.277793,1.226372,1.141772,1.141772,False,49.358284,0.621968,85,32.294698,25.273818,1980-09-27,1997-11-15,130.097291,False,161.520287,False
Nebraska,1998,1998-08-29,1.146876,1.145256,1.141772,1.141772,False,64.490105,0.682506,117,60.38026,52.647594,1980-09-13,1997-11-15,240.060855,False,244.300641,False
Iowa State,1998,1998-08-29,1.159213,1.152969,1.141772,1.141772,False,53.794648,0.641982,97,19.997303,17.250756,1980-09-13,1997-11-22,50.634505,False,52.652767,False
Oklahoma State,1998,1998-08-29,1.092581,1.110958,1.141772,1.141772,False,50.304376,0.626421,90,26.052567,23.844979,1980-10-04,1997-11-15,51.339499,False,42.827403,False
Tulsa,1998,1998-08-29,1.165885,1.155325,1.141772,1.141772,False,38.501966,0.562056,64,19.415063,16.652637,1980-09-13,1997-11-15,59.053411,False,63.048352,False
Texas,1998,1998-08-29,1.227372,1.198422,1.141772,1.141772,False,58.704067,0.661797,106,42.231001,34.407671,1980-09-01,1997-11-15,109.922552,False,127.388801,False
Texas A&M,1998,1998-08-29,1.16028,1.153844,1.141772,1.141772,False,56.273727,0.65227,100,46.07053,39.706403,1980-09-20,1997-11-28,135.184515,False,141.761843,False
Baylor,1998,1998-08-29,1.064678,1.093433,1.141772,1.141772,False,50.432577,0.627017,89,28.861924,27.108586,1980-10-04,1997-11-22,46.488136,False,32.029611,False
TCU,1998,1998-08-29,1.101496,1.116008,1.141772,1.141772,False,53.260303,0.639684,96,24.270511,22.034133,1980-09-13,1997-11-20,45.830621,False,40.161256,False
Texas Tech,1998,1998-08-29,1.162628,1.15532,1.141772,1.141772,False,55.614958,0.649594,99,33.421716,28.746699,1980-09-06,1997-11-22,73.613365,False,77.129361,False
Houston,1998,1998-08-29,1.072178,1.098203,1.141772,1.141772,False,50.22271,0.626041,91,23.82041,22.216849,1980-09-20,1997-11-22,42.957913,False,31.637515,False
Rice,1998,1998-08-29,1.035986,1.075153,1.141772,1.141772,False,51.026596,0.629751,91,20.099441,19.401273,1980-09-27,1997-11-22,29.251144,False,14.086599,False
SMU,1998,1998-08-29,1.065764,1.095736,1.141772,1.141772,False,46.078893,0.605672,80,20.223136,18.97524,1980-09-13,1997-11-08,40.605577,False,28.01094,False
North Texas,1998,1998-08-29,1.364355,1.198933,1.141772,1.141772,False,10.366319,0.256806,15,4.417047,3.237461,1980-10-04,1997-11-22,53.599955,False,95.663188,False
Louisiana Tech,1998,1998-08-29,1.323953,1.225865,1.141772,1.141772,False,25.719315,0.461587,37,18.472964,13.95288,1981-09-19,1997-10-18,107.872197,False,159.477143,False
Tulane,1998,1998-08-29,1.037198,1.073639,1.141772,1.141772,False,56.091504,0.651534,102,21.06157,20.306214,1980-09-06,1997-11-15,24.000182,False,12.19386,False
